,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude,SF time,PA time,School score,Min commute
6216,18481 Vanderbilt Dr,Saratoga,CA,95070,1498888,3,2.0,1244.0,8651.0,37.278079999999996,-121.99391200000001,90,44,84.7,44
6217,18863 Casa Blanca Ln,Saratoga,CA,95070,1549950,3,2.0,1152.0,7632.0,37.272247,-122.00291499999999,90,44,84.7,44
6218,14924 Jerries Dr,Saratoga,CA,95070,2488000,3,2.0,1831.0,11325.6,37.26552,-122.022768,90,44,84.7,44
6219,20160 Sea Gull Way,Saratoga,CA,95070,2288000,3,3.0,1808.0,10018.8,37.287307,-122.02600600000001,90,44,84.7,44
6220,20931 Canyon View Dr,Saratoga,CA,95070,3000000,4,4.5,2950.0,27007.2,37.25992,-122.03981100000001,90,44,84.7,44
6221,18901 Bellgrove Cir,Saratoga,CA,95070,2998000,5,3.0,3139.0,7392.0,37.275306,-122.003325,90,44,84.7,44
6222,12846 Star Ridge Ct,Saratoga,CA,95070,4500000,5,5.5,5320.0,53578.8,37.280928,-122.047671,90,44,84.7,44
6223,22637 Mount Eden Rd,Saratoga,CA,95070,2998888,4,3.0,2792.0,100623.6,37.275417,-122.05766299999999,90,44,84.7,44
6224,19140 Dagmar Dr,Saratoga,CA,95070,1798800,3,2.0,1130.0,8773.0,37.274823,-122.00743100000001,90,44,84.7,44
6225,12211 Woodside Dr,Saratoga,CA,95070,2485000,3,2.0,2122.0,9749.0,37.291289,-122.0073,90,44,84.7,44
6226,13497 Old Oak Way,Saratoga,CA,95070,2888000,4,3.0,3300.0,46173.6,37.271891,-122.04921599999999,90,44,84.7,44
6227,12090 Country Squire Ln,Saratoga,CA,95070,2599000,3,2.5,2177.0,19166.4,37.293023,-122.00776699999999,90,44,84.7,44
6228,18593 Lyons Ct,Saratoga,CA,95070,2389000,4,2.5,1885.0,12196.8,37.27075,-121.9954,90,44,84.7,44
6229,14921 Sobey Rd,Saratoga,CA,95070,5399000,5,5.5,5618.0,39204.0,37.251579,-122.003204,90,44,84.7,44
6230,22500 Rolling Hills Rd,Saratoga,CA,95070,4200000,4,2.5,2904.0,157687.2,37.289446000000005,-122.052768,90,44,84.7,44
6231,14900 Farwell Ave,Saratoga,CA,95070,4198000,5,6.0,4430.0,42253.2,37.251745,-122.019929,90,44,84.7,44
6232,20233 Glasgow Dr,Saratoga,CA,95070,2688000,3,2.5,1987.0,10454.4,37.27558,-122.02724099999999,90,44,84.7,44
6233,20385 Saratoga Los Gatos Rd,Saratoga,CA,95070,3988000,5,3.5,3659.0,25700.4,37.25736,-122.029801,90,44,84.7,44
6234,15310 Quito Rd,Saratoga,CA,95070,6950000,5,5.5,5588.0,52707.6,37.246609,-121.996524,90,44,84.7,44
6235,19288 Kerwin Ranch Ct,Saratoga,CA,95070,4288000,5,3.5,3839.0,29620.8,37.270463,-122.013557,90,44,84.7,44
6236,20372 Miljevich Dr,Saratoga,CA,95070,2998000,4,2.5,2654.0,12196.8,37.274668,-122.02968200000001,90,44,84.7,44
6237,20520 Montalvo Heights Dr,Saratoga,CA,95070,6888000,5,4.5,4660.0,87991.2,37.247746,-122.032559,90,44,84.7,44
6238,21430 Arrowhead Ln,Saratoga,CA,95070,3990000,5,4.5,4156.0,46609.2,37.287690000000005,-122.05023999999999,90,44,84.7,44
6239,13222 Via Grande Ct,Saratoga,CA,95070,2688000,4,2.5,2208.0,13068.0,37.276635,-122.01511699999999,90,44,84.7,44
6240,13201 Ten Oak Way,Saratoga,CA,95070,3788800,7,5.0,3614.0,17424.0,37.276787,-122.01940800000001,90,44,84.7,44
6241,13196 Ten Oak Way,Saratoga,CA,95070,3498000,5,2.5,2868.0,12632.4,37.276841999999995,-122.01885,90,44,84.7,44
6242,14842 Andrew Ct,Saratoga,CA,95070,4198000,5,3.0,3700.0,43560.0,37.253074,-122.012452,90,44,84.7,44
6243,20101 Ljepava Dr,Saratoga,CA,95070,2799000,4,2.5,2426.0,12632.4,37.277499,-122.02676799999999,90,44,84.7,44
6244,20202 Thelma Ave,Saratoga,CA,95070,3988000,5,4.5,3548.0,16552.8,37.271333,-122.026676,90,44,84.7,44
6245,84 W William St,San Jose,CA,95110,1025000,2,2.0,1122.0,4635.0,37.327712,-121.885861,93,50,32.4,50
6246,82 Pierce Ave,San Jose,CA,95110,1298000,2,2.0,1128.0,6913.0,37.326811,-121.885446,93,50,32.4,50
6247,1491 San Juan Ave,San Jose,CA,95110,849000,3,2.0,1134.0,5449.0,37.360749,-121.91533000000001,93,50,32.4,50
6248,733 State St,San Jose,CA,95110,998000,3,2.0,1415.0,7937.0,37.324045,-121.88463899999999,93,50,32.4,50
6249,120 Rankin Ave,San Jose,CA,95110,1350000,3,2.0,2051.0,4887.0,37.34503,-121.899649,93,50,32.4,50
6250,1004 Pepitone Ave,San Jose,CA,95110,799988,3,2.0,1414.0,6347.0,37.316028,-121.88613400000001,93,50,32.4,50
6251,1107 Mastic St,San Jose,CA,95110,699000,2,1.0,1043.0,3358.0,37.318341,-121.87983200000001,93,50,32.4,50
6252,1059 Waco St,San Jose,CA,95110,650000,2,1.0,838.0,3899.0,37.347974,-121.92061899999999,93,50,32.4,50
6253,1243 Keoncrest Ave,San Jose,CA,95110,799000,2,1.0,1080.0,5001.0,37.358576,-121.90870100000001,93,50,32.4,50
6254,1303 San Juan Ave,San Jose,CA,95110,890000,3,1.0,1168.0,6125.0,37.357921999999995,-121.91320800000001,93,50,32.4,50
6255,309 Otono Ct,San Jose,CA,95111,850000,3,2.5,1641.0,3202.0,37.270549,-121.813273,120,75,40.4,75
6256,371 Otono Ct,San Jose,CA,95111,795000,3,2.5,1558.0,2226.0,37.270385,-121.811601,120,75,40.4,75
6257,4535 Houndshaven Way,San Jose,CA,95111,850000,3,2.0,1372.0,5624.0,37.272051,-121.824998,120,75,40.4,75
6258,254 Southside Dr,San Jose,CA,95111,1650000,7,6.0,4757.0,21344.4,37.290203999999996,-121.840399,120,75,40.4,75
6259,3017 Rusch Pl,San Jose,CA,95111,849000,5,2.5,1811.0,3437.0,37.291005,-121.842781,120,75,40.4,75
6260,4956 Parrish Ct,San Jose,CA,95111,945000,4,2.5,2000.0,7732.0,37.270740999999994,-121.800151,120,75,40.4,75
6261,603 Hermes Ct,San Jose,CA,95111,675000,3,2.5,1466.0,2330.0,37.306327,-121.845574,120,75,40.4,75
6262,370 Rodeo Ct,San Jose,CA,95111,770000,4,2.0,1672.0,7061.0,37.290126,-121.83745,120,75,40.4,75
6263,495 Skall Dr,San Jose,CA,95111,675000,3,2.0,1113.0,4966.0,37.284313,-121.82728999999999,120,75,40.4,75
6264,4012 San Simeon Way,San Jose,CA,95111,749000,3,2.0,1123.0,5367.0,37.280681,-121.829462,120,75,40.4,75
6265,319 Otono Ct,San Jose,CA,95111,809950,3,3.0,1678.0,2892.0,37.270465,-121.812954,120,75,40.4,75
6266,3179 Durant Ave,San Jose,CA,95111,749950,4,3.0,1672.0,5401.0,37.290328,-121.83661299999999,120,75,40.4,75
6267,643 Plaza Invierno,San Jose,CA,95111,899000,3,3.0,1848.0,1306800.0,37.272372,-121.80950800000001,120,75,40.4,75
6268,4940 Collomia Ct,San Jose,CA,95111,899000,3,2.0,1542.0,7789.0,37.270687,-121.817495,120,75,40.4,75
6269,343 War Admiral Ave,San Jose,CA,95111,765000,3,2.0,1080.0,5702.0,37.268657,-121.81033000000001,120,75,40.4,75
6270,5198 Persianwood Pl,San Jose,CA,95111,815000,3,2.0,1231.0,6447.0,37.265678,-121.79757099999999,120,75,40.4,75
6271,729 Gier Ct,San Jose,CA,95111,940000,3,2.0,1257.0,11325.6,37.308391,-121.84413899999998,120,75,40.4,75
6272,4249 San Miguel Way,San Jose,CA,95111,689500,3,2.0,1123.0,6000.0,37.279005,-121.826388,120,75,40.4,75
6273,227 Senter Rd,San Jose,CA,95111,995950,7,4.0,1983.0,4940.0,37.278346,-121.827906,120,75,40.4,75
6274,150 Page Mill Dr,San Jose,CA,95111,798888,3,2.0,1329.0,5001.0,37.264226,-121.81148600000002,120,75,40.4,75
6275,3891 Grandbrook Way,San Jose,CA,95111,739888,3,2.0,1007.0,5841.0,37.290762,-121.82036799999999,120,75,40.4,75
6276,462 Nerdy Ave,San Jose,CA,95111,861000,3,2.0,1113.0,5044.0,37.284813,-121.82856299999999,120,75,40.4,75
6277,544 Mignot Ln,San Jose,CA,95111,798000,4,2.0,1215.0,5654.0,37.284934,-121.826765,120,75,40.4,75
6278,13152 SW Water Street Cors,San Jose,CA,95111,1035000,3,1.0,1118.0,9500.0,37.284524,-121.836877,120,75,40.4,75
6279,438 Nerdy Ave,San Jose,CA,95111,775000,3,1.5,1113.0,4966.0,37.284578,-121.828988,120,75,40.4,75
6280,,San Jose,CA,95111,815000,3,2.0,1927.0,5942.0,37.294899,-121.83903500000001,120,75,40.4,75
6281,469 E Saint John St,San Jose,CA,95112,950000,5,2.0,1892.0,6429.0,37.342701,-121.881721,105,55,30.0,55
6282,420 S 13th St,San Jose,CA,95112,1300000,3,2.5,1805.0,6408.0,37.335716999999995,-121.872948,105,55,30.0,55
6283,383 N 17th St,San Jose,CA,95112,788000,2,1.0,1156.0,5763.0,37.349732,-121.87916799999999,105,55,30.0,55
6284,82 S 17th St,San Jose,CA,95112,1574900,4,2.5,2674.0,13503.6,37.342613,-121.87278,105,55,30.0,55
6285,455 N 11th St,San Jose,CA,95112,1200000,3,2.5,1895.0,9779.0,37.348684000000006,-121.88600500000001,105,55,30.0,55
6286,505 S 13th St,San Jose,CA,95112,949000,2,1.5,1350.0,4116.0,37.334236,-121.872426,105,55,30.0,55
6287,720 N 21st St,San Jose,CA,95112,998000,3,2.0,2012.0,9126.0,37.359189,-121.88041899999999,105,55,30.0,55
6288,43 S 15th St,San Jose,CA,95112,1288000,4,1.5,1798.0,6403.0,37.341986999999996,-121.87585800000001,105,55,30.0,55
6289,537 N 16th St,San Jose,CA,95112,939000,3,2.0,1172.0,5741.0,37.352835999999996,-121.882682,105,55,30.0,55
6290,856 N 14th St,San Jose,CA,95112,1075000,2,1.0,1636.0,5445.0,37.358996999999995,-121.8891,105,55,30.0,55
6291,502 N 19th St,San Jose,CA,95112,1295000,4,2.0,2075.0,6660.0,37.353677000000005,-121.87876399999999,105,55,30.0,55
6292,707 N 11th St,San Jose,CA,95112,1099999,4,3.0,1748.0,2295.0,37.355075,-121.890601,105,55,30.0,55
6293,459 N 4th St,San Jose,CA,95112,1324000,3,3.0,1602.0,6530.0,37.345301,-121.89353799999999,105,55,30.0,55
6294,163 E Humboldt St,San Jose,CA,95112,798000,3,1.5,1198.0,5053.0,37.320414,-121.874575,105,55,30.0,55
6295,49 S 9th St,San Jose,CA,95112,1275000,5,3.5,1880.0,4587.0,37.33915,-121.881749,105,55,30.0,55
6296,689 N 13th St,San Jose,CA,95112,938000,3,2.0,1344.0,5663.0,37.354494,-121.887776,105,55,30.0,55
6297,355 S 15th St,San Jose,CA,95112,1295000,3,1.5,1740.0,6425.0,37.337297,-121.872372,105,55,30.0,55
6298,720 Margaret St,San Jose,CA,95112,1899000,4,2.5,2335.0,13939.2,37.332581,-121.867503,105,55,30.0,55
6299,812 S 7th St,San Jose,CA,95112,999000,3,1.0,1460.0,16117.2,37.327026000000004,-121.87491299999999,105,55,30.0,55
6300,342 S 15th St,San Jose,CA,95112,1299915,5,3.0,2490.0,6312.0,37.337679,-121.87190600000001,105,55,30.0,55
6301,749 E Taylor St,San Jose,CA,95112,895000,2,1.0,1210.0,4835.0,37.35647,-121.88526100000001,105,55,30.0,55
6302,268 E Saint James St,San Jose,CA,95112,820000,2,1.0,1176.0,3650.0,37.341675,-121.88684099999999,105,55,30.0,55
6303,479 N 8th St,San Jose,CA,95112,945000,2,1.0,1360.0,6233.0,37.347598,-121.88945700000001,105,55,30.0,55
6304,739 E Julian St,San Jose,CA,95112,899800,3,2.0,1399.0,5780.0,37.347836,-121.87912800000001,105,55,30.0,55
6305,524 N 11th St,San Jose,CA,95112,799999,3,1.0,1056.0,5968.0,37.350556,-121.886555,105,55,30.0,55
6306,61 Scharff Ave,San Jose,CA,95116,525000,1,1.0,451.0,6007.0,37.356119,-121.844327,110,60,33.3,60
6307,912 Moss Dr,San Jose,CA,95116,688888,3,2.0,1105.0,5005.0,37.344823,-121.8418,110,60,33.3,60
6308,1323 Peach Ct,San Jose,CA,95116,1300000,6,5.0,4462.0,14374.8,37.344547999999996,-121.860571,110,60,33.3,60
6309,2082 Manassas Ct,San Jose,CA,95116,620000,3,2.5,1499.0,4831.0,37.345352,-121.837003,110,60,33.3,60
6310,232 N 25th St,San Jose,CA,95116,499000,2,1.0,692.0,4966.0,37.350871000000005,-121.86976100000001,110,60,33.3,60
6311,299 Rayos Del Sol Dr,San Jose,CA,95116,890000,4,2.5,2196.0,2910.0,37.344747,-121.857731,110,60,33.3,60
6312,2627 Bambi Ln,San Jose,CA,95116,749000,4,2.0,1242.0,5001.0,37.353289000000004,-121.830307,110,60,33.3,60
6313,2346 Summer Ct,San Jose,CA,95116,779000,3,2.0,1225.0,6817.0,37.353695,-121.836054,110,60,33.3,60
6314,89 Alexander Ct,San Jose,CA,95116,648000,3,1.0,1341.0,13939.2,37.363569,-121.84103400000001,110,60,33.3,60
6315,1909 Perrone Cir,San Jose,CA,95116,949000,5,3.0,2125.0,6721.0,37.357082,-121.851234,110,60,33.3,60
6316,280 N 24th St,San Jose,CA,95116,649000,2,1.0,832.0,5092.0,37.350427,-121.870703,110,60,33.3,60
6317,167 Brill Ct,San Jose,CA,95116,625000,3,2.0,1054.0,2640.0,37.363283,-121.84445,110,60,33.3,60
6318,1021 Woodvale Ct,San Jose,CA,95116,1100000,4,3.0,1836.0,4156.0,37.338101,-121.86537299999999,110,60,33.3,60
6319,101 S Jackson Ave,San Jose,CA,95116,2199000,3,1.0,1515.0,,37.356559999999995,-121.84263700000001,110,60,33.3,60
6320,792 Diana Ln,San Jose,CA,95116,797000,6,3.0,1720.0,7035.0,37.349105,-121.83756000000001,110,60,33.3,60
6321,926 Tomlinson Ln,San Jose,CA,95116,749000,4,2.0,1263.0,5101.0,37.343540000000004,-121.84281599999998,110,60,33.3,60
6322,1530 Mount Hamilton View Dr,San Jose,CA,95116,799000,3,1.0,1348.0,7789.0,37.35246,-121.86180300000001,110,60,33.3,60
6323,735 Eden Ave,San Jose,CA,95117,998000,3,2.0,1291.0,8734.0,37.313521,-121.95487299999999,115,45,39.2,45
6324,708 Ardis Ave,San Jose,CA,95117,1100000,3,1.5,1200.0,7771.0,37.313796999999994,-121.95787800000001,115,45,39.2,45
6325,3393 Kirkwood Dr,San Jose,CA,95117,1474998,3,2.5,2145.0,8050.0,37.317983,-121.957631,115,45,39.2,45
6326,386 Cypress Ave,San Jose,CA,95117,1268000,3,2.5,1750.0,3263.0,37.320958000000005,-121.95950800000001,115,45,39.2,45
6327,794 Shearton Dr,San Jose,CA,95117,1188000,3,2.0,1265.0,6499.0,37.313152,-121.961312,115,45,39.2,45
6328,3170 Riddle Rd,San Jose,CA,95117,1299000,3,3.0,1766.0,7954.0,37.315115999999996,-121.952271,115,45,39.2,45
6329,611 Fenley Ave,San Jose,CA,95117,1149900,3,1.5,1380.0,8102.0,37.315692,-121.95701799999999,115,45,39.2,45
6330,3302 Amherst Ln,San Jose,CA,95117,1598000,3,2.5,1884.0,7871.0,37.305807,-121.955745,115,45,39.2,45
6331,467 Cypress Ave,San Jose,CA,95117,1795000,6,2.0,2900.0,11761.2,37.319382,-121.960254,115,45,39.2,45
6332,678 Hamann Dr,San Jose,CA,95117,1299000,3,2.0,1380.0,6046.0,37.314652,-121.96480700000001,115,45,39.2,45
6333,3417 Madonna Dr,San Jose,CA,95117,1397888,3,2.5,2086.0,6560.0,37.309783,-121.95823200000001,115,45,39.2,45
6334,918 Radcliffe Dr,San Jose,CA,95117,1599000,4,3.5,2888.0,7701.0,37.310334000000005,-121.9585,115,45,39.2,45
6335,4043 Payne Ave,San Jose,CA,95117,1450000,4,2.0,1466.0,6700.0,37.301275,-121.97233700000001,115,45,39.2,45
6336,729 Coakley Dr,San Jose,CA,95117,1249000,4,3.0,1944.0,7505.0,37.313977,-121.96296799999999,115,45,39.2,45
6337,2507 Forest Ave,San Jose,CA,95117,1550000,4,3.0,1865.0,5314.0,37.327581,-121.95065,115,45,39.2,45
6338,4014 Manzanita Dr,San Jose,CA,95117,1487000,4,2.0,1586.0,7135.0,37.311221,-121.973331,115,45,39.2,45
6339,3740 Rhoda Dr,San Jose,CA,95117,1538000,5,2.5,2376.0,6220.0,37.304590000000005,-121.96691899999999,115,45,39.2,45
6340,3758 Caravella Dr,San Jose,CA,95117,1519999,4,2.5,1937.0,6730.0,37.301683000000004,-121.96773200000001,115,45,39.2,45
6341,3191 Greentree Way,San Jose,CA,95117,1488800,3,2.0,1741.0,8080.0,37.305806,-121.95293500000001,115,45,39.2,45
6342,3567 Sunnylake Ct,San Jose,CA,95117,1580000,4,2.5,2254.0,6200.0,37.302616,-121.962473,115,45,39.2,45
6343,3256 Oxford Ln,San Jose,CA,95117,1548000,4,2.0,1757.0,8046.0,37.304963,-121.954755,115,45,39.2,45
6344,3849 Payne Ave,San Jose,CA,95117,1588000,4,2.5,2020.0,7235.0,37.301353000000006,-121.968877,115,45,39.2,45
6345,1203 Montmorency Dr,San Jose,CA,95118,1495000,4,2.5,2072.0,5950.0,37.264265,-121.881795,105,65,53.6,65
6346,3701 Quinlan Ln,San Jose,CA,95118,1625000,5,4.5,2552.0,10454.4,37.266588,-121.892587,105,65,53.6,65
6347,1465 Gerlach Dr,San Jose,CA,95118,899000,3,1.5,1080.0,6090.0,37.257612,-121.892578,105,65,53.6,65
6348,4767 Bordwell Dr,San Jose,CA,95118,1100000,3,2.0,1224.0,6098.0,37.256809000000004,-121.89135,105,65,53.6,65
6349,5510 Clovercrest Dr,San Jose,CA,95118,998000,4,2.5,1943.0,6721.0,37.250601,-121.88056499999999,105,65,53.6,65
6350,1297 Greenmoor Dr,San Jose,CA,95118,1695000,5,5.0,3305.0,7775.0,37.266696,-121.88343400000001,105,65,53.6,65
6351,1440 Branham Ln,San Jose,CA,95118,940000,3,1.5,1080.0,5963.0,37.258404999999996,-121.89165600000001,105,65,53.6,65
6352,5763 Chambertin Dr,San Jose,CA,95118,1488000,4,3.0,2020.0,3541.0,37.236184,-121.89198799999998,105,65,53.6,65
6353,4096 Casa Grande Way,San Jose,CA,95118,1398000,4,2.0,1750.0,6125.0,37.26511,-121.88561299999999,105,65,53.6,65
6354,1228 Foxworthy Ave,San Jose,CA,95118,1049888,3,2.0,1596.0,6604.0,37.276769,-121.88385900000002,105,65,53.6,65
6355,1512 Hillsdale Ave,San Jose,CA,95118,1270000,4,2.0,2117.0,6338.0,37.270041,-121.89583,105,65,53.6,65
6356,1208 Willo Mar Dr,San Jose,CA,95118,1024950,3,2.0,1176.0,5780.0,37.27641,-121.88237,105,65,53.6,65
6357,5258 Howes Ln,San Jose,CA,95118,1098000,3,2.0,1441.0,6129.0,37.244987,-121.90207,105,65,53.6,65
6358,1532 Santa Monica Ave,San Jose,CA,95118,1188000,3,2.0,1320.0,6734.0,37.27047,-121.897589,105,65,53.6,65
6359,5287 Garwood Dr,San Jose,CA,95118,1045000,4,2.0,1550.0,6569.0,37.250121,-121.88853799999998,105,65,53.6,65
6360,1426 Glacier Dr,San Jose,CA,95118,1349950,3,2.0,2085.0,6094.0,37.262772,-121.88941100000001,105,65,53.6,65
6361,5004 Joseph Ln,San Jose,CA,95118,1650000,5,4.0,3220.0,8133.0,37.249805,-121.90420400000001,105,65,53.6,65
6362,1554 Trevor Dr,San Jose,CA,95118,1398000,4,2.0,1594.0,9975.0,37.248915999999994,-121.89972,105,65,53.6,65
6363,3511 Jarvis Ave,San Jose,CA,95118,1389000,3,2.0,1796.0,7070.0,37.267626,-121.89395800000001,105,65,53.6,65
6364,4242 Ranwick Ct,San Jose,CA,95118,1338888,4,2.5,2176.0,5005.0,37.264201,-121.87871499999999,105,65,53.6,65
6365,4479 Desin Dr,San Jose,CA,95118,1299000,3,2.0,1457.0,5942.0,37.261886,-121.88221100000001,105,65,53.6,65
6366,4059 Knollglen Way,San Jose,CA,95118,1198000,3,2.0,1833.0,6190.0,37.266273999999996,-121.88204499999999,105,65,53.6,65
6367,4175 Ross Park Dr,San Jose,CA,95118,1768000,4,3.0,2188.0,6003.0,37.262928,-121.890927,105,65,53.6,65
6368,5287 Southbridge Pl,San Jose,CA,95118,1299000,4,2.5,2031.0,6094.0,37.25062,-121.883316,105,65,53.6,65
6369,1277 Karie Ann Way,San Jose,CA,95118,1299000,3,2.0,1575.0,6499.0,37.273084000000004,-121.8847,105,65,53.6,65
6370,4791 Calle De Tosca,San Jose,CA,95118,1249000,3,2.0,1426.0,2787840.0,37.256559,-121.896635,105,65,53.6,65
6371,5068 Trenary Way,San Jose,CA,95118,1035000,4,2.0,1408.0,5663.0,37.255581,-121.88358500000001,105,65,53.6,65
6372,4760 Sutcliff Ave,San Jose,CA,95118,1588888,5,3.0,2414.0,7331.0,37.257053000000006,-121.892751,105,65,53.6,65
6373,1425 Ridgewood Dr,San Jose,CA,95118,1350000,3,3.0,1696.0,6861.0,37.247498,-121.89090700000001,105,65,53.6,65
6374,5190 Amelia Dr,San Jose,CA,95118,969000,3,2.0,1100.0,5937.0,37.249302,-121.89894199999999,105,65,53.6,65
6375,3130 Ensalmo Ave,San Jose,CA,95118,1100000,4,2.0,1140.0,5110.0,37.269473,-121.90402399999999,105,65,53.6,65
6376,4143 Malvini Dr,San Jose,CA,95118,1499888,4,3.0,2154.0,5994.0,37.264014,-121.888493,105,65,53.6,65
6377,1364 Crestwood Dr,San Jose,CA,95118,1349000,4,2.0,1842.0,10454.4,37.274713,-121.888524,105,65,53.6,65
6378,1368 Oslo Ln,San Jose,CA,95118,1000000,4,2.0,1282.0,6000.0,37.238479999999996,-121.887501,105,65,53.6,65
6379,1318 Kipling Ct,San Jose,CA,95118,1049000,3,2.0,1242.0,6891.0,37.261459,-121.88467800000001,105,65,53.6,65
6380,5754 Croydon Ave,San Jose,CA,95118,1298000,4,2.0,1555.0,6142.0,37.243602,-121.881056,105,65,53.6,65
6381,214 Paraiso Ct,San Jose,CA,95119,1238000,3,2.5,1903.0,6007.0,37.231373,-121.786073,120,75,56.0,75
6382,275 Cresta Vista Way,San Jose,CA,95119,899888,4,2.0,1652.0,6251.0,37.23388,-121.79728300000001,120,75,56.0,75
6383,6974 El Marcero Ct,San Jose,CA,95119,1295000,4,3.0,1812.0,7000.0,37.223034000000006,-121.78381200000001,120,75,56.0,75
6384,6928 Heaton Moor Dr,San Jose,CA,95119,999999,4,2.0,1572.0,6098.0,37.222796,-121.78664599999999,120,75,56.0,75
6385,6109 Escondido Ct,San Jose,CA,95119,975000,3,2.0,1537.0,10454.4,37.23663,-121.798032,120,75,56.0,75
6386,6923 Rockton Ave,San Jose,CA,95119,1038000,4,2.5,2190.0,6055.0,37.235347,-121.772676,120,75,56.0,75
6387,6230 Purple Hills Dr,San Jose,CA,95119,1098000,4,2.0,2010.0,6098.0,37.233823,-121.79287,120,75,56.0,75
6388,122 Bernal Rd,San Jose,CA,95119,775000,3,2.0,1184.0,4879.0,37.230216999999996,-121.773367,120,75,56.0,75
6389,6947 Port Rowan Dr,San Jose,CA,95119,868900,3,2.0,1401.0,6155.0,37.235105,-121.771527,120,75,56.0,75
6390,6736 Ilex Ct,San Jose,CA,95119,1089904,4,3.5,2330.0,2178.0,37.243005,-121.78681599999999,120,75,56.0,75
6391,Plan 3,San Jose,CA,95119,1109990,4,3.5,2454.0,,37.243005,-121.78681599999999,120,75,56.0,75
6392,Plan 2,San Jose,CA,95119,1084990,4,3.5,2330.0,,37.243005,-121.78681599999999,120,75,56.0,75
6393,Plan 1,San Jose,CA,95119,1059990,4,3.5,2258.0,,37.243005,-121.78681599999999,120,75,56.0,75
6394,7089 Wooded Lake Dr,San Jose,CA,95120,1740000,4,2.5,2400.0,17859.6,37.204611,-121.869809,120,85,77.5,85
6395,6478 Camelia Dr,San Jose,CA,95120,1675000,5,3.0,2708.0,8438.0,37.220141999999996,-121.872199,120,85,77.5,85
6396,20394 Almaden Rd,San Jose,CA,95120,795000,4,4.5,4039.0,52272.0,37.18884,-121.82113999999999,120,85,77.5,85
6397,732 Swanswood Ct,San Jose,CA,95120,1728800,4,3.0,2760.0,8307.0,37.209278000000005,-121.827359,120,85,77.5,85
6398,6525 Leyland Park Dr,San Jose,CA,95120,1399000,4,2.0,1986.0,7514.0,37.220195000000004,-121.88180700000001,120,85,77.5,85
6399,1141 Barnes Ln,San Jose,CA,95120,2288000,5,3.0,3277.0,26571.6,37.198553000000004,-121.83960400000001,120,85,77.5,85
6400,21568 Tyr Ln,San Jose,CA,95120,3650000,5,4.0,4926.0,240015.6,37.19713,-121.80253400000001,120,85,77.5,85
6401,7289 Sleepy Creek Dr,San Jose,CA,95120,998000,4,2.5,1470.0,2779.0,37.198943,-121.82764499999999,120,85,77.5,85
6402,6021 Guadalupe Mines Rd,San Jose,CA,95120,2545000,5,4.5,3501.0,8673.0,37.225190000000005,-121.90453799999999,120,85,77.5,85
6403,21551 Shillingsburg Ave,San Jose,CA,95120,1750000,3,2.0,2362.0,390733.2,37.194720000000004,-121.800931,120,85,77.5,85
6404,1150 Scarsdale Ct,San Jose,CA,95120,2298888,4,3.0,3609.0,6935.0,37.197156,-121.842022,120,85,77.5,85
6405,1455 Nesbit Ct,San Jose,CA,95120,1499999,4,2.5,2008.0,8102.0,37.232172999999996,-121.89276399999999,120,85,77.5,85
6406,6130 Oak Forest Way,San Jose,CA,95120,1250000,4,2.5,2014.0,7989.0,37.230884,-121.873674,120,85,77.5,85
6407,1089 Cloverbrook Dr,San Jose,CA,95120,1099000,3,2.0,1125.0,6186.0,37.226943,-121.865894,120,85,77.5,85
6408,5870 Antigua Dr,San Jose,CA,95120,1599000,4,2.5,2108.0,11761.2,37.240501,-121.877324,120,85,77.5,85
6409,6292 Vegas Dr,San Jose,CA,95120,1229888,3,2.0,1468.0,6499.0,37.226858,-121.86252900000001,120,85,77.5,85
6410,6342 Gondola Way,San Jose,CA,95120,1599000,5,3.0,2970.0,7170.0,37.224106,-121.87959599999999,120,85,77.5,85
6411,1066 Quail Creek Cir,San Jose,CA,95120,1599000,3,3.0,2372.0,5589.0,37.201491,-121.85032,120,85,77.5,85
6412,1381 Norelius Ct,San Jose,CA,95120,1449000,5,2.5,2110.0,8725.0,37.233379,-121.88628100000001,120,85,77.5,85
6413,6778 Elwood Rd,San Jose,CA,95120,2698000,4,3.5,3456.0,13068.0,37.208915999999995,-121.857876,120,85,77.5,85
6414,6604 Marymonte Ct,San Jose,CA,95120,1450000,5,2.5,2177.0,7061.0,37.217915999999995,-121.881821,120,85,77.5,85
6415,5955 Burchell Ave,San Jose,CA,95120,1468888,4,2.5,2007.0,8076.0,37.231989,-121.888503,120,85,77.5,85
6416,21341 Almaden Rd,San Jose,CA,95120,1189000,3,2.0,1570.0,48787.2,37.179526,-121.819406,120,85,77.5,85
6417,20698 View Oaks Way,San Jose,CA,95120,2698000,4,3.0,4305.0,92782.8,37.217719,-121.82875800000001,120,85,77.5,85
6418,1084 Wallace Dr,San Jose,CA,95120,1099999,5,2.0,1746.0,6142.0,37.227352,-121.86651,120,85,77.5,85
6419,6805 Shearwater Dr,San Jose,CA,95120,1625000,4,2.0,2029.0,8050.0,37.214271000000004,-121.83813899999998,120,85,77.5,85
6420,7545 Tierra Sombra Ct,San Jose,CA,95120,2100000,4,2.0,2396.0,45302.4,37.191257,-121.796951,120,85,77.5,85
