listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
208345,2020-04-06,t,$65.00,$65.00,2,120
208345,2020-04-07,t,$65.00,$65.00,2,120
208345,2020-04-08,t,$65.00,$65.00,2,120
208345,2020-04-09,t,$65.00,$65.00,2,120
208345,2020-04-10,t,$65.00,$65.00,2,120
208345,2020-04-11,t,$65.00,$65.00,2,120
208345,2020-04-12,t,$65.00,$65.00,2,120
208345,2020-04-13,t,$65.00,$65.00,2,120
208345,2020-04-14,t,$65.00,$65.00,2,120
208345,2020-04-15,t,$65.00,$65.00,2,120
208345,2020-04-16,t,$65.00,$65.00,2,120
208345,2020-04-17,t,$65.00,$65.00,2,120
208345,2020-04-18,t,$65.00,$65.00,2,120
208345,2020-04-19,t,$65.00,$65.00,2,120
208345,2020-04-20,t,$65.00,$65.00,2,120
208345,2020-04-21,t,$65.00,$65.00,2,120
208345,2020-04-22,t,$65.00,$65.00,2,120
208345,2020-04-23,t,$65.00,$65.00,2,120
208345,2020-04-24,t,$65.00,$65.00,2,120
208345,2020-04-25,t,$65.00,$65.00,2,120
208345,2020-04-26,t,$65.00,$65.00,2,120
208345,2020-04-27,t,$65.00,$65.00,2,120
208345,2020-04-28,t,$65.00,$65.00,2,120
208345,2020-04-29,t,$65.00,$65.00,2,120
208345,2020-04-30,t,$65.00,$65.00,2,120
208345,2020-05-01,t,$65.00,$65.00,2,120
208345,2020-05-02,t,$65.00,$65.00,2,120
208345,2020-05-03,t,$65.00,$65.00,2,120
208345,2020-05-04,t,$65.00,$65.00,2,120
208345,2020-05-05,t,$65.00,$65.00,2,120
208345,2020-05-06,t,$65.00,$65.00,2,120
208345,2020-05-07,t,$65.00,$65.00,2,120
208345,2020-05-08,t,$65.00,$65.00,2,120
208345,2020-05-09,t,$65.00,$65.00,2,120
208345,2020-05-10,t,$65.00,$65.00,2,120
208345,2020-05-11,t,$65.00,$65.00,2,120
208345,2020-05-12,t,$65.00,$65.00,2,120
208345,2020-05-13,t,$65.00,$65.00,2,120
208345,2020-05-14,t,$65.00,$65.00,2,120
208345,2020-05-15,t,$65.00,$65.00,2,120
208345,2020-05-16,t,$65.00,$65.00,2,120
208345,2020-05-17,t,$65.00,$65.00,2,120
208345,2020-05-18,t,$65.00,$65.00,2,120
208345,2020-05-19,t,$65.00,$65.00,2,120
208345,2020-05-20,t,$65.00,$65.00,2,120
208345,2020-05-21,t,$65.00,$65.00,2,120
208345,2020-05-22,t,$65.00,$65.00,2,120
208345,2020-05-23,t,$65.00,$65.00,2,120
208345,2020-05-24,t,$65.00,$65.00,2,120
208345,2020-05-25,t,$65.00,$65.00,2,120
208345,2020-05-26,t,$65.00,$65.00,2,120
208345,2020-05-27,t,$65.00,$65.00,2,120
208345,2020-05-28,t,$65.00,$65.00,2,120
208345,2020-05-29,t,$65.00,$65.00,2,120
208345,2020-05-30,t,$65.00,$65.00,2,120
208345,2020-05-31,t,$65.00,$65.00,2,120
208345,2020-06-01,t,$65.00,$65.00,2,120
208345,2020-06-02,t,$65.00,$65.00,2,120
208345,2020-06-03,t,$65.00,$65.00,2,120
208345,2020-06-04,t,$65.00,$65.00,2,120
208345,2020-06-05,t,$65.00,$65.00,2,120
208345,2020-06-06,t,$65.00,$65.00,2,120
208345,2020-06-07,t,$65.00,$65.00,2,120
796558,2019-06-09,t,$112.00,$112.00,1,90
796558,2019-06-10,f,$112.00,$112.00,1,90
796558,2019-06-11,t,$112.00,$112.00,1,90
796558,2019-06-12,f,$112.00,$112.00,1,90
796558,2019-06-13,t,$112.00,$112.00,1,90
796558,2019-06-14,t,$112.00,$112.00,1,90
796558,2019-06-15,t,$112.00,$112.00,1,90
796558,2019-06-16,f,$108.00,$108.00,1,90
796558,2019-06-17,f,$112.00,$112.00,1,90
796558,2019-06-18,t,$112.00,$112.00,1,90
796558,2019-06-19,f,$102.00,$102.00,1,90
796558,2019-06-20,f,$107.00,$107.00,1,90
796558,2019-06-21,f,$102.00,$102.00,1,90
796558,2019-06-22,f,$102.00,$102.00,1,90
796558,2019-06-23,t,$112.00,$112.00,1,90
796558,2019-06-24,t,$112.00,$112.00,1,90
796558,2019-06-25,t,$112.00,$112.00,1,90
796558,2019-06-26,t,$112.00,$112.00,1,90
796558,2019-06-27,t,$112.00,$112.00,1,90
796558,2019-06-28,t,$112.00,$112.00,1,90
796558,2019-06-29,t,$112.00,$112.00,1,90
796558,2019-06-30,t,$112.00,$112.00,1,90
796558,2019-07-01,t,$112.00,$112.00,1,90
796558,2019-07-02,t,$112.00,$112.00,1,90
796558,2019-07-03,t,$112.00,$112.00,1,90
796558,2019-07-04,t,$112.00,$112.00,1,90
796558,2019-07-05,t,$112.00,$112.00,1,90
796558,2019-07-06,t,$112.00,$112.00,1,90
796558,2019-07-07,t,$112.00,$112.00,1,90
796558,2019-07-08,t,$112.00,$112.00,1,90
796558,2019-07-09,t,$112.00,$112.00,1,90
796558,2019-07-10,t,$112.00,$112.00,1,90
796558,2019-07-11,t,$112.00,$112.00,1,90
796558,2019-07-12,t,$112.00,$112.00,1,90
796558,2019-07-13,t,$112.00,$112.00,1,90
796558,2019-07-14,t,$112.00,$112.00,1,90
796558,2019-07-15,t,$112.00,$112.00,1,90
796558,2019-07-16,t,$112.00,$112.00,1,90
796558,2019-07-17,t,$112.00,$112.00,1,90
796558,2019-07-18,t,$112.00,$112.00,1,90
796558,2019-07-19,t,$112.00,$112.00,1,90
796558,2019-07-20,t,$112.00,$112.00,1,90
796558,2019-07-21,t,$112.00,$112.00,1,90
796558,2019-07-22,t,$112.00,$112.00,1,90
796558,2019-07-23,t,$112.00,$112.00,1,90
796558,2019-07-24,t,$112.00,$112.00,1,90
796558,2019-07-25,t,$112.00,$112.00,1,90
796558,2019-07-26,t,$112.00,$112.00,1,90
796558,2019-07-27,t,$112.00,$112.00,1,90
796558,2019-07-28,t,$112.00,$112.00,1,90
796558,2019-07-29,t,$112.00,$112.00,1,90
796558,2019-07-30,t,$112.00,$112.00,1,90
796558,2019-07-31,t,$112.00,$112.00,1,90
796558,2019-08-01,t,$112.00,$112.00,1,90
796558,2019-08-02,t,$112.00,$112.00,1,90
796558,2019-08-03,t,$112.00,$112.00,1,90
796558,2019-08-04,t,$112.00,$112.00,1,90
796558,2019-08-05,t,$112.00,$112.00,1,90
796558,2019-08-06,t,$112.00,$112.00,1,90
796558,2019-08-07,t,$112.00,$112.00,1,90
796558,2019-08-08,t,$112.00,$112.00,1,90
796558,2019-08-09,t,$112.00,$112.00,1,90
796558,2019-08-10,t,$112.00,$112.00,1,90
796558,2019-08-11,t,$112.00,$112.00,1,90
796558,2019-08-12,t,$112.00,$112.00,1,90
796558,2019-08-13,t,$112.00,$112.00,1,90
796558,2019-08-14,t,$112.00,$112.00,1,90
796558,2019-08-15,t,$112.00,$112.00,1,90
796558,2019-08-16,t,$112.00,$112.00,1,90
796558,2019-08-17,t,$112.00,$112.00,1,90
796558,2019-08-18,t,$112.00,$112.00,1,90
796558,2019-08-19,t,$112.00,$112.00,1,90
796558,2019-08-20,t,$112.00,$112.00,1,90
796558,2019-08-21,t,$112.00,$112.00,1,90
796558,2019-08-22,t,$112.00,$112.00,1,90
796558,2019-08-23,t,$112.00,$112.00,1,90
796558,2019-08-24,t,$112.00,$112.00,1,90
796558,2019-08-25,t,$112.00,$112.00,1,90
796558,2019-08-26,t,$112.00,$112.00,1,90
796558,2019-08-27,t,$112.00,$112.00,1,90
796558,2019-08-28,t,$112.00,$112.00,1,90
796558,2019-08-29,t,$112.00,$112.00,1,90
796558,2019-08-30,t,$112.00,$112.00,1,90
796558,2019-08-31,t,$112.00,$112.00,1,90
796558,2019-09-01,f,$102.00,$102.00,1,90
796558,2019-09-02,f,$102.00,$102.00,1,90
796558,2019-09-03,f,$102.00,$102.00,1,90
796558,2019-09-04,f,$102.00,$102.00,1,90
796558,2019-09-05,f,$102.00,$102.00,1,90
796558,2019-09-06,f,$102.00,$102.00,1,90
796558,2019-09-07,f,$102.00,$102.00,1,90
796558,2019-09-08,f,$102.00,$102.00,1,90
796558,2019-09-09,f,$102.00,$102.00,1,90
796558,2019-09-10,f,$102.00,$102.00,1,90
796558,2019-09-11,f,$102.00,$102.00,1,90
796558,2019-09-12,f,$102.00,$102.00,1,90
796558,2019-09-13,f,$102.00,$102.00,1,90
796558,2019-09-14,f,$102.00,$102.00,1,90
796558,2019-09-15,f,$102.00,$102.00,1,90
796558,2019-09-16,f,$102.00,$102.00,1,90
796558,2019-09-17,f,$102.00,$102.00,1,90
796558,2019-09-18,f,$102.00,$102.00,1,90
796558,2019-09-19,f,$102.00,$102.00,1,90
796558,2019-09-20,f,$102.00,$102.00,1,90
796558,2019-09-21,f,$105.00,$105.00,1,90
796558,2019-09-22,f,$102.00,$102.00,1,90
796558,2019-09-23,f,$102.00,$102.00,1,90
796558,2019-09-24,f,$102.00,$102.00,1,90
796558,2019-09-25,f,$102.00,$102.00,1,90
796558,2019-09-26,f,$102.00,$102.00,1,90
796558,2019-09-27,f,$102.00,$102.00,1,90
796558,2019-09-28,f,$102.00,$102.00,1,90
796558,2019-09-29,f,$102.00,$102.00,1,90
796558,2019-09-30,f,$102.00,$102.00,1,90
796558,2019-10-01,f,$102.00,$102.00,1,90
796558,2019-10-02,f,$102.00,$102.00,1,90
796558,2019-10-03,f,$102.00,$102.00,1,90
796558,2019-10-04,f,$102.00,$102.00,1,90
796558,2019-10-05,f,$102.00,$102.00,1,90
796558,2019-10-06,f,$102.00,$102.00,1,90
796558,2019-10-07,f,$102.00,$102.00,1,90
796558,2019-10-08,f,$102.00,$102.00,1,90
796558,2019-10-09,f,$102.00,$102.00,1,90
796558,2019-10-10,f,$102.00,$102.00,1,90
796558,2019-10-11,f,$102.00,$102.00,1,90
796558,2019-10-12,f,$102.00,$102.00,1,90
796558,2019-10-13,f,$102.00,$102.00,1,90
796558,2019-10-14,f,$102.00,$102.00,1,90
796558,2019-10-15,f,$102.00,$102.00,1,90
796558,2019-10-16,f,$102.00,$102.00,1,90
796558,2019-10-17,f,$102.00,$102.00,1,90
796558,2019-10-18,f,$102.00,$102.00,1,90
796558,2019-10-19,f,$102.00,$102.00,1,90
796558,2019-10-20,f,$102.00,$102.00,1,90
796558,2019-10-21,f,$102.00,$102.00,1,90
796558,2019-10-22,f,$102.00,$102.00,1,90
796558,2019-10-23,f,$102.00,$102.00,1,90
796558,2019-10-24,f,$102.00,$102.00,1,90
796558,2019-10-25,f,$102.00,$102.00,1,90
796558,2019-10-26,f,$102.00,$102.00,1,90
796558,2019-10-27,f,$102.00,$102.00,1,90
796558,2019-10-28,f,$102.00,$102.00,1,90
796558,2019-10-29,f,$102.00,$102.00,1,90
796558,2019-10-30,f,$102.00,$102.00,1,90
796558,2019-10-31,f,$102.00,$102.00,1,90
796558,2019-11-01,f,$102.00,$102.00,1,90
796558,2019-11-02,f,$102.00,$102.00,1,90
796558,2019-11-03,f,$102.00,$102.00,1,90
796558,2019-11-04,f,$102.00,$102.00,1,90
796558,2019-11-05,f,$102.00,$102.00,1,90
796558,2019-11-06,f,$102.00,$102.00,1,90
796558,2019-11-07,f,$102.00,$102.00,1,90
796558,2019-11-08,f,$102.00,$102.00,1,90
796558,2019-11-09,f,$125.00,$125.00,1,90
796558,2019-11-10,f,$102.00,$102.00,1,90
796558,2019-11-11,f,$102.00,$102.00,1,90
796558,2019-11-12,f,$102.00,$102.00,1,90
796558,2019-11-13,f,$102.00,$102.00,1,90
796558,2019-11-14,f,$102.00,$102.00,1,90
796558,2019-11-15,f,$125.00,$125.00,1,90
796558,2019-11-16,f,$125.00,$125.00,1,90
796558,2019-11-17,f,$102.00,$102.00,1,90
796558,2019-11-18,f,$102.00,$102.00,1,90
796558,2019-11-19,f,$102.00,$102.00,1,90
796558,2019-11-20,f,$102.00,$102.00,1,90
796558,2019-11-21,f,$102.00,$102.00,1,90
796558,2019-11-22,f,$125.00,$125.00,1,90
796558,2019-11-23,f,$125.00,$125.00,1,90
796558,2019-11-24,f,$102.00,$102.00,1,90
