id,name,host_name,neighbourhood,latitude,longitude,bedrooms,bathrooms,square_feet,property_type,room_type,guests_included,extra_people,minimum_nights,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,last_review,reviews_per_month,price,cleaning_fee,security_deposit,monthly_revenue
32870699,AWESOME LOCATION-SUITES AT FISHERMAN'S WHARF,Michelle,Fisherman's Wharf,37.806309999999996,-122.42108,1.0,1.0,,Serviced apartment,Entire home/apt,1,0.0,1,0,0,0,10,100.0,2019-08-12,1.58,189.0,0.0,0.0,3284.8200000000006
32871760,"Hill Street Home, Sanctuary in Heart of the City",Zoe,Mission District,37.75547,-122.42121000000002,1.0,1.0,,Guest suite,Entire home/apt,2,25.0,2,0,0,0,16,100.0,2019-09-30,3.4,200.0,75.0,0.0,7480.0
32872195,Archbishop's Mansion | Vibrant Guest Room | 1 Bed,Sonder (San Francisco),Western Addition/NOPA,37.7768,-122.43427,1.0,1.0,,Boutique hotel,Hotel room,2,5.0,2,6,21,250,13,98.0,2019-09-11,1.9,228.0,40.0,400.0,4765.2
32872247,Archbishop's Mansion | Cozy Guest Room | 1 Bed,Sonder (San Francisco),Western Addition/NOPA,37.777029999999996,-122.43295,1.0,1.0,,Boutique hotel,Private room,2,5.0,2,3,26,226,14,83.0,2019-08-25,1.97,196.0,40.0,400.0,4247.32
32872373,Archbishop's Mansion | Basement Guest Room | 1 Bed,Sonder (San Francisco),Alamo Square,37.776579999999996,-122.43412,1.0,1.0,,Boutique hotel,Hotel room,2,5.0,2,12,28,236,19,96.0,2019-09-12,2.71,215.0,40.0,400.0,6409.15
32872463,Archbishop's Mansion | Quaint Guest Room | 1 Bed,Sonder (San Francisco),Alamo Square,37.77809,-122.43248,1.0,1.0,,Boutique hotel,Hotel room,2,5.0,2,15,59,288,8,93.0,2019-09-08,1.34,230.0,40.0,400.0,3390.2000000000003
32872585,Condo in Modern SF High-rise,Zeus,Financial District,37.79591,-122.39883999999999,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,22,297,1,100.0,2019-09-07,0.79,158.0,240.0,500.0,1373.0200000000002
32891103,"Beautiful, Historic Castro flat, close to it all",Peter,The Castro,37.76149,-122.43333999999999,1.0,1.0,,Apartment,Entire home/apt,2,0.0,3,0,0,0,6,100.0,2019-10-06,1.91,175.0,75.0,0.0,3676.7499999999995
32891490,Elegant 3-BR Family Home Near UCSF - Inner Sunset,Shirley,Inner Sunset,37.7622,-122.47592,3.0,2.0,,House,Entire home/apt,5,7.0,4,8,13,13,12,100.0,2019-09-28,1.94,295.0,255.0,500.0,6295.3
32891625,"Large Garden Apt - Near GG Park, Ocean Beach",Jennifer,Outer Sunset,37.75738,-122.494,1.0,1.0,,Apartment,Entire home/apt,2,13.0,3,4,4,4,22,100.0,2019-10-04,3.35,120.0,65.0,500.0,4422.0
32896108,1BR modern apartment in great location,Ramtin,SoMa,37.7708,-122.40371999999999,1.0,1.0,,Apartment,Entire home/apt,1,0.0,2,8,48,49,24,98.0,2019-10-06,3.5,327.0,85.0,0.0,12589.5
32898423,Comfortable 1 bedroom in Russian Hill,Salman,Nob Hill,37.79446,-122.41958000000001,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,41,41,1,100.0,2019-09-21,1.0,95.0,75.0,0.0,1045.0
32903447,Beautiful Room in Duboce Triangle/Castro,Brian,Duboce Triangle,37.767179999999996,-122.43205,1.0,1.0,,Apartment,Private room,1,0.0,30,9,69,159,1,100.0,2019-09-03,0.71,80.0,0.0,0.0,624.8
32921329,Cozy Place for Young Professional,Jing,Inner Sunset,37.76359,-122.47291000000001,1.0,2.0,,Apartment,Private room,1,0.0,30,1,11,156,3,93.0,2019-09-30,0.54,47.0,0.0,0.0,279.18
32921680,"Moscone, Bill Graham, SOMA Modernity w/ KING bed",Jack,SoMa,37.77661,-122.41593,1.0,1.0,,Apartment,Private room,4,0.0,1,0,11,11,20,98.0,2019-09-25,3.26,171.0,60.0,200.0,6132.0599999999995
32926594,Luxury Apartment in Victorian Mansion of San Fran,Vladimir,Pacific Heights,37.79374,-122.42528999999999,2.0,2.5,,Apartment,Entire home/apt,4,50.0,3,25,69,69,9,98.0,2019-09-27,1.96,599.0,180.0,1000.0,12914.439999999999
32941335,Loft-Style South Beach Downtown Condo with Free Parking,Pradip,South Beach,37.78795,-122.3883,1.0,1.0,,Condominium,Entire home/apt,1,50.0,2,11,51,323,12,96.0,2019-10-05,1.72,330.0,80.0,0.0,6243.599999999999
32945280,Charming Private bedroom 2 by GGP and Ocean Beach,Xinyu,Richmond District,37.772009999999995,-122.5073,1.0,1.5,,Townhouse,Private room,1,10.0,1,19,32,32,15,96.0,2019-10-04,2.43,120.0,40.0,1000.0,3207.6
32945668,Charming Private bedroom 1 by GGP and Ocean Beach,Xinyu,Richmond District,37.772,-122.50656000000001,1.0,1.5,,Townhouse,Private room,1,10.0,1,19,32,32,11,95.0,2019-10-04,1.71,100.0,40.0,1000.0,1880.9999999999998
32959579,"Spacious, quiet, and great view! Room 2",Jerry,Glen Park,37.735459999999996,-122.4427,1.0,1.0,,House,Private room,1,50.0,60,29,88,178,1,100.0,2019-09-01,0.68,60.0,28.0,0.0,448.8
32962090,Entire Garden Suite w/Private Entry+Parking/BART,Jon,Glen Park,37.73542,-122.43873,1.0,1.0,,Guest suite,Entire home/apt,1,15.0,1,0,34,93,43,97.0,2019-10-09,8.43,110.0,55.0,0.0,10200.3
32965651,Cozy Historic Mission Victorian w/ free parking,Victoria,Noe Valley,37.74902,-122.42343999999999,3.0,1.0,,Apartment,Entire home/apt,1,0.0,2,0,0,0,11,100.0,2019-08-16,2.97,197.0,100.0,0.0,6435.990000000001
32966854,Sunny Bernal Basecamp for Work or Family,Shane,Bernal Heights,37.7487,-122.40415,2.0,1.0,,Guest suite,Entire home/apt,4,25.0,2,0,47,322,5,96.0,2019-10-11,1.3,190.0,120.0,1000.0,2717.0
32983188,Soaring Views of City - Tri-Level Townhome,B.A.,Diamond Heights,37.74045,-122.43704,3.0,2.5,,Townhouse,Entire home/apt,5,7.0,4,0,6,6,3,100.0,2019-04-21,0.47,495.0,250.0,1000.0,2559.15
32984485,Stunning Modern 1B Condo in Soma,Grettel,SoMa,37.78228,-122.40843000000001,1.0,1.0,,Condominium,Entire home/apt,1,0.0,30,9,69,344,4,100.0,2019-09-28,0.65,150.0,150.0,500.0,1072.5
32989214,Beautiful 2BR Place in San Francisco,Zeus,Financial District,37.79633,-122.39808000000001,2.0,2.0,,Apartment,Entire home/apt,1,0.0,30,0,0,214,1,100.0,2019-05-26,0.21,217.0,330.0,500.0,501.27000000000004
33015887,Detached Rear Yard Garden Cottage,Nick,The Castro,37.760220000000004,-122.42839,1.0,1.0,,Cottage,Entire home/apt,1,0.0,2,0,0,70,20,100.0,2019-10-08,3.82,250.0,100.0,1000.0,10504.999999999998
33017026,City and Nature,Silvia,Richmond District,37.78711,-122.48558999999999,0.0,1.0,,Apartment,Private room,1,0.0,31,0,27,117,1,100.0,2019-09-14,1.0,56.0,0.0,0.0,616.0
33021274,Key Union Square Location -Great Hotel Style Suite,Michael,Union Square,37.79002,-122.40621999999999,0.0,1.0,,Serviced apartment,Entire home/apt,1,0.0,2,0,0,0,1,100.0,2019-08-30,0.65,60.0,68.0,0.0,429.0
33021614,Cozy Garden Level Studio Apartment,Philip,Noe Valley,37.74723,-122.43024,0.0,1.0,,Apartment,Entire home/apt,2,25.0,1,11,40,308,33,99.0,2019-10-04,4.93,159.0,100.0,1000.0,8622.57
33023017,Bernal Heights' secluded apartment,Rachelle,Bernal Heights,37.73969,-122.41413999999999,2.0,1.0,,Apartment,Entire home/apt,1,0.0,5,0,0,0,9,100.0,2019-08-25,1.3,220.0,125.0,200.0,3146.0
33023592,Beautiful modern 1-bedroom apt in heart of Mission,Leemor,Noe Valley,37.754709999999996,-122.42443,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,41,51,1,100.0,2019-07-29,0.38,175.0,0.0,0.0,731.5
33035888,The Haight-Ashbury Flat [Oasis Backyard],Nellie,Haight-Ashbury,37.77068,-122.44645,3.0,1.0,,Apartment,Entire home/apt,1,0.0,2,3,31,105,4,100.0,2019-10-13,4.0,250.0,75.0,0.0,11000.0
33050224,Brand new modern apartment in Portola,Audrey,Excelsior,37.72813,-122.42257,1.0,1.0,,Guest suite,Entire home/apt,2,300.0,30,28,88,178,1,100.0,2019-06-28,0.28,94.0,195.0,1000.0,289.52
33078270,Cozy Bedroom + Private Bathroom near SFO Airport,Winnie Sau,Visitacion Valley,37.7134,-122.40999,1.0,1.0,,House,Private room,1,0.0,2,12,68,158,13,98.0,2019-10-08,4.48,100.0,25.0,0.0,4928.0
33079601,Colorful Bernal Heights Home with Beautiful Views,Stefanie,Bernal Heights,37.74082,-122.41933999999999,3.0,2.0,,House,Entire home/apt,4,0.0,3,0,0,42,2,100.0,2019-07-12,0.6,250.0,125.0,0.0,1650.0
33079877,Relaxing Mission District Bedroom,James,Mission District,37.74974,-122.40728,1.0,1.0,,House,Private room,1,0.0,30,0,24,87,1,100.0,2019-08-17,0.51,60.0,30.0,0.0,336.6
33083892,"Modern SoMa 1BR w/ Gym, Garden, EV Charging by Tech HQs, by Blueground",Blueground,SoMa,37.77336,-122.4088,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,0,0,199,1,100.0,2019-08-17,0.51,233.0,148.0,0.0,1307.13
33115200,Ashbury Heights 1 BR Garden Apartment,Michael,Haight-Ashbury,37.76659,-122.44476,1.0,1.0,,Apartment,Entire home/apt,1,0.0,30,8,14,289,1,100.0,2019-09-28,1.0,120.0,100.0,0.0,1320.0
33133750,Chic| Presidio Heights| Insane views| Private Deck,Sarah,Presidio Heights,37.78837,-122.44797,1.0,1.5,,Apartment,Entire home/apt,1,0.0,2,0,7,13,2,100.0,2019-09-29,0.69,275.0,100.0,500.0,2087.25
