,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
7,"
                  2313 E Hatch Rd,
                  ",Modesto,CA,95351,"$319,000",3,2,"2,080",0.38,37.609507,-120.954391
8,"
                  1117 Avalon Ave,
                  ",Modesto,CA,95351,"$109,900",3,1,903,"6,599",37.614957,-121.008015
9,"
                  904 3rd St,
                  ",Modesto,CA,95351,"$187,990",3,2,"1,140","5,179",37.634965,-121.005796
10,"
                  408 Leon Ave,
                  ",Modesto,CA,95351,"$175,000",2,1,850,"6,251",37.625757,-121.009795
11,"
                  1041 Paradise Rd,
                  ",Modesto,CA,95351,"$205,000",2,1,"1,151","8,154",37.621138,-121.02308
12,"
                  526 Sunset Ave,
                  ",Modesto,CA,95351,"$269,996",3,2,"1,744",0.45,37.623057,-121.00325
13,"
                  1725 Jenner Cir,
                  ",Modesto,CA,95351,"$324,900",3,2,"1,316","9,788",37.612313,-120.964709
14,"
                  1811 Vernon Ave,
                  ",Modesto,CA,95351,"$207,000",2,1,812,0.27,37.615683,-121.028325
15,"
                  1432 Holm Ave,
                  ",Modesto,CA,95351,"$260,000",3,2,"1,425","5,750",37.613618,-120.971641
16,"
                  2736 Canyon Falls Dr,
                  ",Modesto,CA,95351,"$429,000",4,3,"2,817","7,501",37.615658,-120.943035
17,"
                  1210 Faustina Ave,
                  ",Modesto,CA,95351,"$199,000",3,1,"1,200","6,251",37.615366,-121.008877
18,"
                  121 Roselawn Ave,
                  ",Modesto,CA,95351,"$239,500",3,1,"1,190","6,251",37.630313,-121.004636
19,"
                  1301 Pelton Ave,
                  ",Modesto,CA,95351,"$200,000",2,1,936,"4,500",37.616781,-121.00962
20,"
                  1033 Beverly Dr,
                  ",Modesto,CA,95351,"$159,900",1,1,570,"5,467",37.621847,-121.022756
21,"
                  1730 Ocean Way,
                  ",Modesto,CA,95351,"$259,950",3,2,"1,523",0.25,37.610354,-120.964152
22,"
                  1406 Garden Ave,
                  ",Modesto,CA,95351,"$139,500",2,1,624,"6,625",37.613536,-121.010731
23,"
                  833 Lombardo Ave,
                  ",Modesto,CA,95351,"$239,000",3,1,"1,042","6,172",37.621874,-120.981977
24,"
                  314 Rosedale Ave,
                  ",Modesto,CA,95351,"$219,900",3,2,"1,110","6,251",37.627233,-121.006389
25,"
                  225 El Paso Ave,
                  ",Modesto,CA,95351,"$209,900",3,3,"1,000","8,250",37.614411,-120.990969
26,"
                  412 Pecos Ave,
                  ",Modesto,CA,95351,"$185,000",2,1,780,"8,795",37.61626,-120.988028
27,"
                  724 Pine Tree Ln,
                  ",Modesto,CA,95351,"$219,000",3,1,936,"4,291",37.618545,-121.02277
28,"
                  2028 Ridgecrest Dr,
                  ",Modesto,CA,95351,"$224,900",3,2,"1,024","3,981",37.614346,-121.023603
29,"
                  1305 River Rd,
                  ",Modesto,CA,95351,"$409,500",4,2,"2,174",0.35,37.622758,-120.974344
30,"
                  913 Wheatley Ave,
                  ",Modesto,CA,95351,"$275,000",3,2,"1,319","7,649",37.62962,-121.018047
31,"
                  1924 Columbard Way,
                  ",Modesto,CA,95351,"$379,900",4,2,"1,956","9,583",37.615825,-120.959628
32,"
                  1233 Ricardo Way,
                  ",Modesto,CA,95351,"$284,999",3,2.5,"1,407","5,227",37.629129,-121.026759
33,"
                  913 Panama Dr,
                  ",Modesto,CA,95351,"$249,950",3,2,"1,384","3,485",37.629601,-121.023463
34,"
                  712 2nd St,
                  ",Modesto,CA,95351,"$235,000",3,1,"1,167","7,000",37.632456,-121.004612
35,"
                  819 Loletta Ave,
                  ",Modesto,CA,95351,"$249,000",2,2,"1,031","7,357",37.644336,-121.018544
36,"
                  600 Oboe Ln,
                  ",Modesto,CA,95351,"$265,000",4,2,"1,248","8,712",37.62095,-120.975917
37,"
                  1547 Bedford Ave,
                  ",Modesto,CA,95351,"$215,000",2,1,862,"6,599",37.619964,-121.013759
38,"
                  809 Panama Dr,
                  ",Modesto,CA,95351,"$229,000",2,1,"1,084","3,999",37.63098,-121.023468
39,"
                  600 Danube Ct,
                  ",Modesto,CA,95351,"$238,000",3,2,"1,133","8,682",37.610396,-121.000925
40,"
                  724 Cling Ct,
                  ",Modesto,CA,95351,"$250,000",3,2,"1,214","6,534",37.619207,-120.972614
41,"
                  612 Avon St,
                  ",Modesto,CA,95351,"$255,000",3,2,"1,173","5,998",37.621011,-120.979161
42,"
                  2425 River Rd,
                  ",Modesto,CA,95351,"$985,000",3,2.5,"2,031",4.78,37.620574,-120.951929
43,"
                  201 Price Dr,
                  ",Modesto,CA,95351,"$230,000",3,2,"1,009","7,000",37.639979,-121.024732
44,"
                  919 Wheatley Ave,
                  ",Modesto,CA,95351,"$219,900",2,1,817,"7,649",37.629482,-121.018045
1,"
                  805 Terrace Ln,
                  ",Galt,CA,95632,"$399,950",3,2,"1,634","9,108",38.260501,-121.300021
2,"
                  978 Lampard Way,
                  ",Galt,CA,95632,"$517,978",4,3,"2,428","9,810",38.282401,-121.290281
3,"
                  1134 McAlta Ct,
                  ",Galt,CA,95632,"$495,000",3,2,"2,333",0.25,38.2705,-121.28326
4,"
                  902 C St,
                  ",Galt,CA,95632,"$449,000",3,1.5,"1,689",0.27,38.252773,-121.299142
5,"
                  13525 Liberty Rd,
                  ",Galt,CA,95632,"$644,500",2,1,"2,256",10.1,38.238614,-121.148327
6,"
                  10709 Twin Cities Rd,
                  ",Galt,CA,95632,"$715,000",4,2.5,"2,616",2.75,38.291754,-121.291259
7,"
                  417 B St,
                  ",Galt,CA,95632,"$259,000",2,1,778,"3,864",38.253743,-121.30524
8,"
                  702 Cedar Flat Ave,
                  ",Galt,CA,95632,"$395,000",3,2.5,"1,624","4,700",38.274905,-121.294222
9,"
                  9754 Harvey Rd,
                  ",Galt,CA,95632,"$759,000",3,2,"2,691",2.01,38.253732,-121.3348
10,"
                  221 Downing Dr,
                  ",Galt,CA,95632,"$319,000",4,2,"1,302","6,321",38.244682,-121.311777
11,"
                  13711 Cherokee Ln,
                  ",Galt,CA,95632,"$429,000",3,2,"1,536",4.75,38.257537,-121.262638
12,"
                  195 Allport Dr,
                  ",Galt,CA,95632,"$379,900",4,2,"1,637",0.32,38.249087,-121.318501
13,"
                  12941 Cherokee Ln,
                  ",Galt,CA,95632,"$725,000",3,2,"2,000",5.2,,
14,"
                  428 Sunset Dr,
                  ",Galt,CA,95632,"$295,000",3,2,"1,393","6,233",38.263587,-121.30208
15,"
                  9887 New Hope Rd,
                  ",Galt,CA,95632,"$589,000",4,2,"1,961",2.0,38.248168,-121.328688
16,"
                  25850 N Graham Rd,
                  ",Galt,CA,95632,"$615,000",3,2,"1,755",5.01,38.223128,-121.156195
17,"
                  113 Justin Ct,
                  ",Galt,CA,95632,"$359,900",3,2,"1,318","7,841",38.254236,-121.316784
18,"
                  11421 Twin Cities Rd,
                  ",Galt,CA,95632,"$575,000",3,2,"1,732",5.06,38.294604,-121.259238
19,"
                  1119 Creekside Way,
                  ",Galt,CA,95632,"$319,900",3,2,"1,210","7,479",38.241507,-121.311936
20,"
                  941 Lake Canyon Ave,
                  ",Galt,CA,95632,"$382,500",3,2,"1,648","6,608",38.287271,-121.294184
21,"
                  1110 First St,
                  ",Galt,CA,95632,"$315,000",3,2,"1,080","6,821",38.241768,-121.309664
22,"
                  1228 Wilder Way,
                  ",Galt,CA,95632,"$520,000",4,2,"2,762",0.39,38.238649,-121.300704
23,"
                  414 Alpen Rose Way,
                  ",Galt,CA,95632,"$499,000",4,3.5,"2,939",0.23,38.262722,-121.320612
24,"
                  223 W C St,
                  ",Galt,CA,95632,"$339,900",3,2,"1,246","6,534",38.251651,-121.32009
25,"
                  985 Bay Terrace Dr,
                  ",Galt,CA,95632,"$339,000",3,2.5,"1,535",0.24,38.284555,-121.288401
26,"
                  845 Olive Canyon Dr,
                  ",Galt,CA,95632,"$359,900",3,2,"1,472","5,663",38.285348,-121.299184
27,"
                  607 Crow Creek Dr,
                  ",Galt,CA,95632,"$320,000",3,2,"1,372","6,652",38.242256,-121.30886
28,"
                  535 Village Dr,
                  ",Galt,CA,95632,"$325,000",1,2,"1,354","4,853",38.287792,-121.306975
29,"
                  801 Taft Way,
                  ",Galt,CA,95632,"$475,000",3,2,"2,354","8,189",38.240981,-121.299538
30,"
                  801 McCauley Way,
                  ",Galt,CA,95632,"$463,000",3,2,"1,996","7,810",38.239944,-121.300103
31,"
                  11821 Ijuana Ln,
                  ",Galt,CA,95632,"$399,000",2,2,850,5.0,38.329276,-121.236942
32,"
                  304 Camellia Way,
                  ",Galt,CA,95632,"$349,900",3,2,"1,464","5,009",38.260515,-121.298217
33,"
                  733 Cimmaron Ct,
                  ",Galt,CA,95632,"$365,000",3,2,"1,349","7,431",38.277471,-121.303344
34,"
                  135 Ramon Ct,
                  ",Galt,CA,95632,"$369,000",3,2,"1,690","8,407",38.255718,-121.310828
