,Unnamed: 0,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Price,Longitude,Latitude,Price per sqft,Price per lot sqft
2184,4501,3304 Winkle Ave,Santa Cruz,95065,5,4.5,3002,0.21,2019,2,1449000,-121.9744275,36.99141789,482.6782145236509,158.4022038567493
2185,2785,3645 Dunsmuir Cir,Pleasanton,94588,4,2.5,2434,0.174,1986,2,1200000,-121.8637814,37.697424700000006,493.0156121610517,158.32304233558153
2186,945,107 Capistrano Pl,Los Gatos,95032,3,2.0,2148,0.304,1973,2,2095000,-121.98339,37.258438,975.3258845437616,158.20586245227395
2187,1609,479 N 8th St,San Jose,95112,2,1.0,1360,0.14300000000000002,1924,2,985000,-121.8892947,37.34779194,724.2647058823529,158.1292903606953
2188,2794,4540 Muirwood Drive,Pleasanton,94588,4,2.5,1868,0.159,1976,2,1095000,-121.9169984,37.68146294,586.1884368308351,158.09900029454064
2189,2852,2025 81st Ave,Oakland,94621,3,2.0,1215,0.077,2019,0,529900,-122.1724962,37.76014724,436.13168724279836,157.98480674513732
2190,2765,5067 Anaheim Loop,Union City,94587,6,3.5,2471,0.16699999999999998,1984,3,1149000,-122.0734972,37.5692135,464.9939295831647,157.94856567856024
2191,1603,163 E Humboldt St,San Jose,95112,3,1.5,1198,0.116,1920,0,798000,-121.8745233,37.32024353,666.110183639399,157.92723472974257
2192,1008,18610 Serra Avenida,Morgan Hill,95037,5,3.0,2571,0.189,2004,3,1299000,-121.6449941,37.15896266,505.2508751458577,157.78273354030932
2193,978,688 Cardiff Pl,Milpitas,95035,4,3.0,2690,0.238,1985,3,1635000,-121.89555690000002,37.45627868,607.8066914498141,157.707711183647
2194,2874,688 Cardiff Pl,Milpitas,95035,4,3.0,2690,0.238,1985,3,1635000,-121.89555690000002,37.45627868,607.8066914498141,157.707711183647
2195,2366,25 Hidden Crest Ct.,Danville,94506,5,4.0,3976,0.32,1990,4,2198000,-121.9304706,37.79972997,552.8169014084507,157.6848025711662
2196,2778,6853 Massey Ct,Pleasanton,94588,3,2.0,1372,0.142,1975,2,975000,-121.91196399999998,37.686871,710.6413994169096,157.6261979591045
2197,988,15 Carnegie Dr,Milpitas,95035,4,3.0,1401,0.142,1955,1,974900,-121.8816667,37.43586109,695.8600999286224,157.61003116957022
2198,2884,15 Carnegie Dr,Milpitas,95035,4,3.0,1401,0.142,1955,1,974900,-121.8816667,37.43586109,695.8600999286224,157.61003116957022
2199,3081,44 Arlington Ave,Kensington,94707,4,5.0,6570,0.51,1957,2,3500000,-122.2822476,37.91464072,532.7245053272451,157.54694899079925
2200,1408,10983 Edgemont Dr,San Jose,95127,4,3.0,2554,0.218,1930,2,1495000,0.0,0.0,585.3563038371183,157.4333830380536
2201,1421,791 Bellerose Dr,San Jose,95128,3,2.0,1692,0.218,1954,2,1495000,-121.9371821,37.33018892,883.5697399527188,157.4333830380536
2202,3207,791 Bellerose Dr,San Jose,95128,3,2.0,1692,0.218,1954,2,1495000,-121.9371821,37.33018892,883.5697399527188,157.4333830380536
2203,3548,962 Saint Bede Ln,Hayward,94544,5,3.0,1791,0.115,1958,2,788000,-122.079021,37.63733060000001,439.9776661083194,157.30426797620473
2204,778,375 Flamingo Dr,Campbell,95008,4,3.0,2598,0.277,1959,3,1898000,-121.92477959999998,37.28186784,730.5619707467282,157.29994397536242
2205,240,1119 Newbridge St,East Palo Alto,94303,3,1.0,1140,0.156,1950,2,1068000,-122.1490663,37.47115683,936.8421052631579,157.16606625697534
2206,1864,2431 Dover Ave,San Pablo,94806,2,1.0,912,0.057,1961,0,389900,-122.3447358,37.95820466,427.52192982456137,157.0328484204082
2207,3074,2431 Dover Ave,San Pablo,94806,2,1.0,912,0.057,1961,0,389900,-122.3447358,37.95820466,427.52192982456137,157.0328484204082
2208,2659,2927 56th Ave,Oakland,94605,2,1.0,1194,0.092,1926,2,629000,-122.189496,37.77622643,526.8006700167505,156.954924741486
2209,3334,2820 Rio Seco Drive,Pittsburg,94565,5,3.0,2806,0.101,2019,2,690000,0.0,0.0,245.90163934426232,156.8338652047023
2210,3923,2820 Rio Seco Drive,Pittsburg,94565,5,3.0,2806,0.101,2019,2,690000,0.0,0.0,245.90163934426232,156.8338652047023
2211,4065,2820 Rio Seco Drive,Pittsburg,94565,5,3.0,2806,0.101,2019,2,690000,0.0,0.0,245.90163934426232,156.8338652047023
2212,2923,1728 Pearl St,Alameda,94501,4,2.0,2744,0.175,1918,0,1195000,-122.2343947,37.76566855,435.49562682215736,156.76242948970224
2213,4720,280 Ventana Way,Aptos,95003,4,2.5,3235,0.249,2000,3,1699000,0.0,0.0,525.1931993817618,156.64125740796058
2214,2784,4264 Dorman Rd,Pleasanton,94588,3,2.0,1660,0.151,1968,2,1030000,-121.9075873,37.68610182,620.4819277108434,156.59302233655038
2215,1169,5510 Clovercrest Dr,San Jose,95118,4,2.5,1943,0.154,1961,2,1050000,-121.8807014,37.25043213,540.4014410705097,156.52391685449538
2216,3002,6344 Ascot Dr,Oakland,94611,4,3.0,3004,0.242,1934,2,1650000,-122.1927297,37.82210014,549.2676431424767,156.52391685449538
2217,3902,6344 Ascot Dr,Oakland,94611,4,3.0,3004,0.242,1934,2,1650000,-122.1927297,37.82210014,549.2676431424767,156.52391685449538
2218,3968,102 Mountview Terrace,Benicia,94510,5,4.0,3247,0.17600000000000002,2004,3,1199000,0.0,0.0,369.2639359408685,156.39348025711658
2219,1631,5866 Silver Leaf Rd,San Jose,95138,4,3.0,2027,0.138,1983,2,939888,-121.7792146,37.24642913,463.6842624568328,156.35405437776978
2220,2640,1432 24th Avenue,Oakland,94601,2,1.0,1058,0.08800000000000001,1914,0,599000,-122.2340789,37.78277627,566.1625708884687,156.26304365973786
2221,2488,1828 Saint Andrews Drive,Moraga,94556,3,2.0,1962,0.161,1980,2,1095000,-122.1384293,37.83179969,558.1039755351682,156.13503755796245
2222,1531,438 Nerdy Ave,San Jose,95111,3,1.5,1113,0.114,1958,2,775000,-121.8288625,37.28481179999999,696.3162623539982,156.066244582991
2223,1016,17395 Ringel Drive #17395,Morgan Hill,95037,5,3.0,3176,0.203,1988,3,1380000,0.0,0.0,434.50881612090683,156.06128458793034
2224,2384,385 Squirrel Ridge Way,Danville,94506,5,3.0,2456,0.17800000000000002,1997,3,1210000,-121.9017781,37.79721028,492.671009771987,156.0549313358302
2225,1003,162 Bender Cir,Morgan Hill,95037,3,2.0,1552,0.12,1985,2,815000,-121.66337649999998,37.14010025,525.1288659793814,155.91521273339455
2226,1246,5868 Mcgilvra Ct,San Jose,95123,4,2.0,1683,0.147,1971,2,998000,-121.81673290000002,37.24216058,592.9887106357695,155.85664936314288
2227,1562,8225 Claret Ct,San Jose,95135,2,2.0,2001,0.162,1979,2,1099000,-121.7472666,37.28661259,549.2253873063469,155.73807661349747
2228,2768,4554 Ellen Way,Union City,94587,4,2.5,1907,0.14300000000000002,1972,2,970000,-122.0712567,37.57991783,508.6523335081279,155.72123010139538
2229,915,109 Sund Ave,Los Gatos,95030,6,5.5,6492,1.105,1989,3,7495000,-121.9686249,37.21549035,1154.497843499692,155.71178672782952
2230,4645,109 Sund Ave,Los Gatos,95030,6,5.5,6492,1.105,1989,3,7495000,-121.9686249,37.21549035,1154.497843499692,155.71178672782952
2231,2492,1893 School St,Moraga,94556,4,3.0,3065,0.25,1970,2,1695000,-122.132278,37.828408,553.0179445350734,155.64738292011018
2232,4446,906 Corcoran Ave,Santa Cruz,95062,3,2.0,1437,0.14,1979,2,949000,-121.9802825,36.96680348,660.4036186499653,155.61458743276924
2233,2345,1038 Everett St,El Cerrito,94530,3,1.0,1008,0.112,1944,0,759000,-122.303624,37.91417997,752.9761904761905,155.5735930735931
2234,3465,41462 Pelham Ct,Fremont,94539,6,3.5,2264,0.27,1959,2,1828888,-121.9445027,37.5411209,807.8127208480565,155.5018195422236
2235,1214,1667 Nickel Ave,San Jose,95121,3,2.0,1204,0.118,1963,2,799000,-121.8202575,37.31477534,663.6212624584717,155.4450514388881
2236,463,447 Benvenue Ave,Los Altos,94024,4,4.0,3138,0.511,1932,2,3459000,-122.103253,37.375557,1102.2944550669217,155.39669960591502
2237,878,447 Benvenue Ave,Los Altos,94024,4,4.0,3138,0.511,1932,2,3459000,-122.103253,37.375557,1102.2944550669217,155.39669960591502
2238,3315,5600 Forbes Dr,Newark,94560,6,3.0,3636,0.229,2000,3,1550000,-122.021267,37.53858498,426.2926292629263,155.38473259791243
2239,2744,2881 Pelican Dr,Union City,94587,4,3.0,1837,0.146,1977,2,988000,-122.0427977,37.58884593,537.8334240609688,155.3517742807905
2240,758,300 Sierra Dr,Hillsborough,94010,4,4.5,3920,0.7020000000000001,1971,2,4750000,-122.340976,37.558386,1211.7346938775509,155.33475129434726
2241,1599,739 E Julian St,San Jose,95112,3,2.0,1399,0.133,1901,2,899800,-121.8789018,37.34772841,643.1736954967836,155.31252373357634
2242,2109,115 Pebble Pl,San Ramon,94583,4,2.0,1988,0.161,1980,2,1088800,-121.93372,37.7388068,547.6861167002012,155.25098529051095
2243,3169,Wake Ave,San Leandro,94578,4,2.0,2242,0.118,1947,2,798000,-122.1333144,37.714611100000006,355.9322033898305,155.25050193771304
2244,1364,61 N Willard Ave,San Jose,95126,2,1.0,1048,0.133,1925,3,899000,-121.9175069,37.32442574,857.824427480916,155.17443747108817
2245,2339,127 Maritime Ter,Hercules,94547,5,4.5,3489,0.133,2003,3,899000,-122.271812,38.026132,257.66695328174256,155.17443747108817
2246,4157,61 N Willard Ave,San Jose,95126,2,1.0,1048,0.133,1925,3,899000,-121.9175069,37.32442574,857.824427480916,155.17443747108817
2247,1131,467 Cypress Ave,San Jose,95117,6,2.0,2900,0.266,1895,1,1795000,0.0,0.0,618.9655172413792,154.9155257289229
2248,2630,2635 Cole St,Oakland,94601,3,2.0,1368,0.111,1922,1,749000,-122.1968699,37.77648198,547.514619883041,154.90697308879126
2249,1563,4474 Faraone Ct,San Jose,95136,5,3.0,2195,0.183,1970,2,1234567,-121.8607004,37.26703539,562.4451025056948,154.87299723514332
2250,2957,1065 53rd Street,Oakland,94608,2,1.0,1395,0.092,1915,0,620000,-122.2802702,37.83731496,444.4444444444445,154.70914680400847
2251,1681,419 Fernandez Ct,Santa Clara,95050,3,3.0,2107,0.23,1955,2,1549000,-121.9606993,37.33101411,735.1684859990507,154.60933445123166
2252,2073,148 Davisco Drive,Oakley,94561,4,3.0,2261,0.083,2019,2,558910,0.0,0.0,247.19593100398052,154.5880491663624
2253,4031,148 Davisco Drive,Oakley,94561,4,3.0,2261,0.083,2019,2,558910,0.0,0.0,247.19593100398052,154.5880491663624
2254,3606,435 Goodwin St,Mountain House,95391,4,3.0,2451,0.086,2005,2,579000,-121.5427683,37.77414033,236.23011015911877,154.55826766609007
2255,4239,435 Goodwin St,Mountain House,95391,4,3.0,2451,0.086,2005,2,579000,-121.5427683,37.77414033,236.23011015911877,154.55826766609007
2256,2475,1274 Laurel Oak Ln,Walnut Creek,94595,4,2.0,2443,0.19,1999,2,1279000,0.0,0.0,523.5366352844861,154.53578850708038
2257,1006,17585 Depot St,Morgan Hill,95037,3,2.5,1489,0.119,1993,2,799923,-121.6529392,37.13118432,537.2216252518468,154.31685070722503
2258,1585,5283 Fell Ave,San Jose,95136,3,2.0,1486,0.147,1970,2,988000,-121.8668188,37.25690533,664.8721399730821,154.2949594897647
2259,4398,145 Scenic St,Santa Cruz,95060,3,3.5,3890,0.446,2009,2,2995000,-122.0484387,36.96906646,769.9228791773779,154.16085024727502
2260,1355,3461 Rio Bravo Dr,San Jose,95148,4,2.0,1918,0.149,1972,2,999888,-121.7877187,37.3392348,521.318039624609,154.05550317081742
2261,1583,607 Lanfair Dr,San Jose,95136,4,2.5,1800,0.149,1969,2,999000,-121.856386,37.27309048,555.0,153.91868656054137
2262,767,780 Monica Ln,Campbell,95008,4,2.0,1734,0.22,1957,2,1475000,-121.94461640000002,37.29844391,850.6343713956171,153.91518490692044
2263,1406,262 Chalet,San Jose,95127,3,2.0,1700,0.132,1959,2,885000,0.0,0.0,520.5882352941177,153.91518490692044
2264,1407,262 Chalet Ave,San Jose,95127,3,2.0,1700,0.132,1959,2,885000,-121.835238,37.37315313,520.5882352941177,153.91518490692044
2265,982,1431 Traughber St,Milpitas,95035,4,2.5,2376,0.223,1978,2,1495000,-121.8851601,37.44611435,629.2087542087543,153.90348655737972
2266,2878,1431 Traughber St,Milpitas,95035,4,2.5,2376,0.223,1978,2,1495000,-121.8851601,37.44611435,629.2087542087543,153.90348655737972
2267,1547,3126 Capelaw Ct,San Jose,95135,4,2.5,1950,0.194,1976,2,1299999,-121.77154740000002,37.30992665,666.6661538461539,153.83438414131948
2268,2208,541 4th St,Richmond,94801,2,1.0,1742,0.062,1913,1,415333,-122.36589340000002,37.9391554,238.4230769230769,153.78602742972245
2269,582,33 Via Canon,Millbrae,94030,4,4.5,2020,0.261,1947,1,1748000,-122.4019516,37.59318999,865.3465346534654,153.7492655569981
2270,3660,2468 Allegro St,Livermore,94550,5,4.5,3362,0.209,2004,3,1399000,0.0,0.0,416.1213563355146,153.6680418803081
2271,3616,367 W Aventino Ave,Mountain House,95391,4,3.0,2178,0.08,2014,2,535000,0.0,0.0,245.63820018365476,153.52387511478418
2272,4249,367 W Aventino Ave,Mountain House,95391,4,3.0,2178,0.08,2014,2,535000,0.0,0.0,245.63820018365476,153.52387511478418
2273,3634,20071 Catalina Dr.,Castro Valley,94546,3,2.0,1306,0.115,1950,2,769000,-122.0720361,37.69967658,588.8208269525268,153.5113985706871
2274,4402,251 Brookside Ave,Santa Cruz,95060,2,1.0,819,0.118,1971,1,789000,-122.01656640000002,36.98796404,963.3699633699632,153.49955642713732
2275,1247,674 Alamo Dr,San Jose,95123,4,2.0,1516,0.142,1965,2,948888,-121.8442522,37.24683116,625.9155672823221,153.40472587591668
2276,3602,45 E Ramsey Drive,Mountain House,95391,3,2.5,1966,0.08199999999999999,2019,2,547137,-121.5473613,37.7605873,278.2995930824008,153.17728280588594
2277,4235,45 E Ramsey Drive,Mountain House,95391,3,2.5,1966,0.08199999999999999,2019,2,547137,-121.5473613,37.7605873,278.2995930824008,153.17728280588594
2278,2956,1170 Ocean Ave,Oakland,94608,2,1.0,882,0.09,1910,0,600000,-122.2868067,37.84684661,680.2721088435375,153.04560759106215
2279,1558,3028 Silver Est,San Jose,95135,4,3.0,2187,0.21,1985,3,1400000,0.0,0.0,640.1463191586648,153.04560759106212
2280,1519,1303 San Juan Ave,San Jose,95110,3,1.0,1168,0.141,1948,0,939888,-121.9130805,37.35798321,804.6986301369863,153.02737236973215
2281,531,23 Valley Oak St,Portola Valley,94028,4,3.5,4250,0.63,1990,2,4198000,-122.201949,37.36584275,987.7647058823527,152.97272873030448
2282,3383,9876 Reimers Way,Dublin,94568,5,3.5,3000,0.192,2009,2,1279000,-121.9763721,37.70353805,426.33333333333326,152.92604071013162
2283,2235,22 Toledo Ct,Lafayette,94549,5,6.0,6000,0.93,2017,3,6195000,-122.1358046,37.90051921,1032.5,152.92218371397257
2284,1347,3277 Prado Ln,San Jose,95148,4,2.0,1800,0.141,1965,2,939000,-121.7959361,37.34043614,521.6666666666666,152.88279311490146
2285,1348,3277 Prado Ln,San Jose,95148,4,2.0,1800,0.141,1965,2,939000,-121.7959361,37.34043614,521.6666666666666,152.88279311490146
2286,4442,38 Jehl Ave,Freedom,95019,3,2.0,1100,0.12,1937,2,799000,-121.7714691,36.9313641,726.3636363636364,152.8543005815733
2287,1768,536 Hawthorn Ave,Sunnyvale,94086,3,2.0,1360,0.308,1967,0,2050000,0.0,0.0,1507.3529411764707,152.79715692938836
2288,1541,500 Broderick Dr,San Jose,95111,4,2.0,1457,0.136,1973,2,905000,-121.7969744,37.26323223,621.1393273850377,152.76427375357858
2289,3780,4565 El Cajon Ave,Fremont,94536,3,2.0,1150,0.124,1956,2,825000,-122.0247671,37.55780202,717.3913043478261,152.73704789833823
2290,3415,5792 Hidden Creek Court,Pleasanton,94566,5,5.5,4434,0.36,2002,3,2395000,-121.8751185,37.64333551,540.1443391971134,152.72676257524745
2291,2901,487 Crestmont Dr,Oakland,94619,3,2.0,2112,0.14300000000000002,1959,2,950000,-122.1776533,37.79867063,449.81060606060606,152.51048308899547
2292,3799,547 Jade Cir,Vallejo,94590,3,2.5,1533,0.075,2000,2,498000,-122.2339197,38.07142517,324.853228962818,152.43342516069788
2293,3980,547 Jade Cir,Vallejo,94590,3,2.5,1533,0.075,2000,2,498000,-122.2339197,38.07142517,324.853228962818,152.43342516069788
2294,1148,1318 Kipling Ct,San Jose,95118,3,2.0,1242,0.158,1962,2,1049000,-121.8846558,37.2616285,844.6054750402576,152.41598958514953
2295,3571,Thayer Avenue,Hayward,94545,3,2.0,1450,0.116,1960,2,769000,-122.1074898,37.6381236,530.3448275862069,152.18802444507773
2296,1867,486 Trianda Way,Brentwood,94513,4,3.5,2689,0.098,2016,2,649500,0.0,0.0,241.5396058014132,152.14763591386964
2297,2328,157 Driftwood Cv,Hercules,94547,4,3.0,2274,0.111,2004,2,735000,-122.2689157,38.02433204,323.21899736147765,152.01151564787932
2298,2790,3648 Terrazzo Ct,Pleasanton,94588,4,3.5,3182,0.3,2006,3,1985000,-121.86438,37.68118787,623.8214959145191,151.89776553412918
2299,2115,3360 Camarones Pl,San Ramon,94583,4,2.5,2209,0.161,1976,2,1065000,-121.9388601,37.75143765,482.1186057039384,151.85736529610045
2300,2117,3360 Camarones Pl,San Ramon,94583,4,2.5,2209,0.161,1976,2,1065000,-121.9388601,37.75143765,482.1186057039384,151.85736529610045
2301,3615,689 N Claret Ln,Mountain House,95391,4,3.0,2191,0.08,2014,2,529000,-121.5466035,37.7873925,241.4422638064811,151.80211202938474
2302,4248,689 N Claret Ln,Mountain House,95391,4,3.0,2191,0.08,2014,2,529000,-121.5466035,37.7873925,241.4422638064811,151.80211202938474
2303,2077,245 Amberwind Cir,Oakley,94561,4,3.5,2723,0.09,2016,2,595000,-121.6793395,37.9950686,218.5089974293059,151.77022752780329
2304,4035,245 Amberwind Cir,Oakley,94561,4,3.5,2723,0.09,2016,2,595000,-121.6793395,37.9950686,218.5089974293059,151.77022752780329
2305,1310,1450 Darlene Ave,San Jose,95125,3,2.0,1130,0.174,1951,2,1150000,-121.8968817,37.28281636,1017.6991150442477,151.7262489049323
2306,1402,1647 Mcginness Avenue,San Jose,95127,3,2.0,1120,0.115,1960,2,760000,-121.8180332,37.34468269,678.5714285714286,151.71477622070506
2307,1636,1828 Bridgeview Ct,San Jose,95138,6,5.5,4407,0.377,2004,2,2488888,-121.7898778,37.29142712,564.7578851826639,151.55704622789264
2308,3154,16080 Paseo Del Campo,San Lorenzo,94580,4,3.0,2122,0.115,1944,1,759000,-122.1326972,37.67616422,357.68143261074465,151.5151515151515
2309,389,1038 10th Ave,Redwood City,94063,2,2.0,1220,0.166,1947,1,1095000,-122.1923879,37.48294775,897.5409836065573,151.43217498091542
2310,1642,7159 Via Corona,San Jose,95139,4,2.0,1758,0.14400000000000002,1977,2,949000,-121.7662701,37.23138612,539.8179749715586,151.2919600040812
2311,1411,2729 El Monte Way,San Jose,95127,4,2.0,1353,0.136,1972,2,895000,-121.8199994,37.34273343,661.4929785661492,151.07627072867712
2312,1392,14936 San Pablo Ave,San Jose,95127,3,2.5,1565,0.16699999999999998,1959,2,1099000,-121.8310778,37.39048438,702.2364217252397,151.07525994842268
2313,1852,5350 Niblick Ct,Richmond,94806,3,2.5,1826,0.094,2005,2,618000,-122.34727990000002,37.99490408,338.4446878422782,150.92901940097298
2314,3062,5350 Niblick Ct,Richmond,94806,3,2.5,1826,0.094,2005,2,618000,-122.34727990000002,37.99490408,338.4446878422782,150.92901940097298
2315,3770,4170 Mattos Dr,Fremont,94536,4,2.0,1808,0.21600000000000005,1956,2,1419950,-122.000532,37.55211153,785.3705752212388,150.91466006870047
2316,3772,4170 Mattos Dr,Fremont,94536,4,2.0,1808,0.21600000000000005,1956,2,1419950,-122.000532,37.55211153,785.3705752212388,150.91466006870047
2317,3806,95 Del Sur St,Vallejo,94591,3,3.0,1507,0.07,1992,2,460000,-122.22790829999998,38.07885625,305.24220305242204,150.85924176833262
2318,3988,95 Del Sur St,Vallejo,94591,3,3.0,1507,0.07,1992,2,460000,-122.22790829999998,38.07885625,305.24220305242204,150.85924176833262
2319,2775,3510 Dickens Ct,Pleasanton,94588,4,3.0,1942,0.172,1970,2,1130000,-121.8753526,37.69542818,581.8743563336766,150.82110748072694
2320,1207,3804 Muir Place Ct,San Jose,95121,4,2.0,1478,0.13699999999999998,1973,2,899900,-121.8084127,37.29842242,608.8633288227336,150.7946083261279
2321,3442,3814 Clough Ave,Fremont,94538,3,2.0,1184,0.118,1946,1,775000,-121.9632198,37.53669166,654.5608108108107,150.77586341068618
2322,142,3229 Monterey Blvd,Oakland,94602,3,2.5,2620,0.183,1962,2,1200000,-122.1922562,37.80467285,458.0152671755726,150.53666320432342
2323,1238,1916 Sarasota Way,San Jose,95122,4,2.0,1329,0.122,1959,2,800000,-121.8369726,37.3276949,601.9563581640331,150.53666320432342
2324,2710,3229 Monterey Blvd,Oakland,94602,3,2.5,2620,0.183,1962,2,1200000,-122.1922562,37.80467285,458.0152671755726,150.53666320432342
2325,3299,36617 Dugan Ct,Newark,94560,3,2.0,1200,0.131,1957,2,859000,-122.03048,37.54279514,715.8333333333335,150.5337903672393
2326,3301,36617 Dugan Ct,Newark,94560,3,2.0,1200,0.131,1957,2,859000,-122.03048,37.54279514,715.8333333333335,150.5337903672393
2327,1647,157 Cheltenham Way,San Jose,95139,4,2.0,1743,0.151,1972,2,989900,-121.76258529999998,37.22308841,567.9288582903041,150.49653670966134
2328,148,11620 Union St,Castroville,95012,3,2.5,1564,0.08,2007,2,524000,-121.7499215,36.7673215,335.0383631713555,150.36730945821853
2329,1121,3427 Rosedale Dr,San Jose,95117,3,2.0,1291,0.18600000000000005,1955,2,1218000,-121.9582047,37.31336043,943.454686289698,150.33028229509168
2330,3321,8364 Peachtree Ave,Newark,94560,4,2.5,1946,0.168,1973,2,1100000,-122.0507986,37.52781215,565.2620760534428,150.3126503126503
2331,2762,32212 Claremont St,Union City,94587,3,2.0,1720,0.142,1968,2,929000,-122.055856,37.60140300000001,540.1162790697674,150.18947477334163
2332,2767,32212 Claremont St,Union City,94587,3,2.0,1720,0.142,1968,2,929000,-122.055856,37.60140300000001,540.1162790697674,150.18947477334163
2333,1744,13630 Riverdale Ct,Saratoga,95070,4,2.0,2013,0.321,1960,2,2100000,0.0,0.0,1043.2190760059614,150.18494202861237
2334,3656,737 Traviso Cir,Livermore,94550,5,4.5,3655,0.218,2003,3,1425000,0.0,0.0,389.8768809849521,150.06192028710794
2335,1213,1021 Malott Dr,San Jose,95121,3,2.0,1444,0.142,1967,2,928000,-121.8328697,37.30805314,642.6592797783934,150.02780687799896
2336,2014,2416 Maine Ave,Richmond,94804,2,1.0,836,0.057,1957,0,372500,-122.3463963,37.92790588,445.5741626794258,150.02497059913327
2337,1154,5471 Escover Ln,San Jose,95118,3,3.0,1506,0.153,1962,1,999000,-121.8820613,37.25079748,663.3466135458167,149.89466861124615
2338,990,2048 Gosser St,Milpitas,95035,3,2.0,1130,0.153,1960,4,998888,-121.9032394,37.4617459,883.9716814159293,149.8778636033538
2339,2886,2048 Gosser St,Milpitas,95035,3,2.0,1130,0.153,1960,4,998888,-121.9032394,37.4617459,883.9716814159293,149.8778636033538
2340,2112,775 Pradera Way,San Ramon,94583,4,3.0,2715,0.22,1999,2,1435000,-121.9988466,37.77190877,528.5451197053407,149.74121379080054
2341,986,293 Bixby Dr,Milpitas,95035,4,2.0,1102,0.138,1960,2,899888,-121.8738091,37.43345857,816.5952813067149,149.69989752598443
2342,2882,293 Bixby Dr,Milpitas,95035,4,2.0,1102,0.138,1960,2,899888,-121.8738091,37.43345857,816.5952813067149,149.69989752598443
2343,627,801 Kelmore St,Moss Beach,94038,4,3.0,1980,0.165,1973,2,1075000,-122.511748,37.529712,542.929292929293,149.5672983276289
2344,2985,5969 Sherwood Dr,Oakland,94611,3,2.0,1709,0.138,1939,1,899000,-122.2144935,37.84015833,526.0386190754828,149.55217524387484
2345,3671,769 Via Del Sol,Livermore,94550,4,3.0,2086,0.138,1966,2,899000,-121.7882435,37.66117547,430.96836049856176,149.55217524387484
2346,3886,5969 Sherwood Dr,Oakland,94611,3,2.0,1709,0.138,1939,1,899000,-122.2144935,37.84015833,526.0386190754828,149.55217524387484
2347,1222,2872 Plumas Dr,San Jose,95121,4,3.0,1903,0.152,1977,0,990000,-121.822331,37.30791152,520.2312138728323,149.52153110047848
2348,2013,1131 S 57th St,Richmond,94804,3,2.0,1952,0.115,1941,2,749000,-122.3154056,37.91605788,383.7090163934426,149.5189044596159
2349,4401,1 Kite Hill Rd,Santa Cruz,95060,4,3.5,3553,0.43,1973,2,2800000,-122.027953,37.011266,788.0664227413454,149.48640741452581
2350,1419,1762 Scott St,San Jose,95128,3,2.0,1161,0.138,1950,2,898000,-121.9242933,37.3195159,773.4711455641689,149.3858213225802
2351,3205,1762 Scott St,San Jose,95128,3,2.0,1161,0.138,1950,2,898000,-121.9242933,37.3195159,773.4711455641689,149.3858213225802
2352,1209,3291 Denton Way,San Jose,95121,3,2.0,1219,0.146,1965,2,950000,-121.7964752,37.31007689,779.3273174733388,149.37670603922163
2353,3633,4336 Veronica Avenue,Castro Valley,94546,3,1.0,1106,0.115,1952,2,748000,-122.0593831,37.69636905,676.3110307414105,149.31927975406234
2354,130,4190 Laguna Ave,Oakland,94602,3,3.0,2481,0.153,1957,2,995000,-122.2040075,37.80535729,401.0479645304313,149.29448975794787
2355,2698,4190 Laguna Ave,Oakland,94602,3,3.0,2481,0.153,1957,2,995000,-122.2040075,37.80535729,401.0479645304313,149.29448975794787
2356,1253,292 Calero Ave,San Jose,95123,3,2.0,1675,0.152,1971,2,988000,-121.8163747,37.24097314,589.8507462686567,149.21946740128558
2357,1425,1657 Kingman Ave,San Jose,95128,3,2.0,1396,0.177,1964,2,1150000,-121.9216952,37.31343474,823.7822349570199,149.15461756756056
2358,3211,1657 Kingman Ave,San Jose,95128,3,2.0,1396,0.177,1964,2,1150000,-121.9216952,37.31343474,823.7822349570199,149.15461756756056
2359,3765,Cabrillo Dr,Fremont,94536,3,2.0,1108,0.131,1965,2,849999,-122.0155836,37.5510639,767.1471119133574,148.9564275650327
2360,1385,683 N White Rd,San Jose,95127,3,2.0,1698,0.154,1971,2,999000,-121.84185359999998,37.38313789,588.339222614841,148.92132660727702
2361,2198,2130 Roosevelt Ave,Richmond,94801,3,2.0,1188,0.069,1920,2,446800,-122.3491509,37.93989000000001,376.0942760942761,148.65386406888382
2362,2516,2545 Rolling Hills Court,Alamo,94507,4,3.5,3988,0.34,1979,3,2200000,-122.001321,37.85898155,551.6549648946841,148.544266191325
2363,1625,74 Oldwell Ct,San Jose,95138,3,2.0,1310,0.136,1980,2,879000,-121.789633,37.24908974,670.9923664122138,148.37546588883487
2364,1273,354 Colville Dr,San Jose,95123,3,2.0,1682,0.14400000000000002,1968,2,929900,-121.82212,37.24617744,552.8537455410226,148.24699010305068
2365,1240,1916 Sarasota Way,San Jose,95122,4,2.0,1329,0.124,1959,2,800000,-121.8369726,37.3276949,601.9563581640331,148.1086525074795
2366,1133,611 Fenley Ave,San Jose,95117,3,1.5,1380,0.18600000000000005,1954,2,1199900,-121.9568134,37.31430243,869.4927536231884,148.09631011977052
2367,1529,3179 Durant Ave,San Jose,95111,4,3.0,1672,0.124,1960,2,799900,-121.8364324,37.29032209,478.4090909090909,148.09013892591602
2368,1538,447 Independence Dr,San Jose,95111,3,2.0,1927,0.136,1962,0,875900,-121.838813,37.29485776,454.54073689673066,147.8521849511154
