,Unnamed: 0,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price,Longitude,Latitude
141,16,4324 Leach Ave,Oakland,94602,3,2,1920,0.101,1912,2,Single Family Residence,1488000,-122.2226222,37.80868454
142,17,3229 Monterey Blvd,Oakland,94602,3,2.5,2620,0.183,1962,2,Single Family Residence,1200000,-122.1922562,37.80467285
143,18,3833 Midvale,Oakland,94602,3,2,1015,0.116,1913,0,Single Family Residence,499000,-122.1982287,37.79624329
144,19,3238 Brunell Dr,Oakland,94602,3,3,4122,0.769,2018,0,Single Family Residence,3495000,-122.187105,37.80634018
145,20,3838 Lincoln Ave,Oakland,94602,3,1,1008,0.064,1920,1,Single Family Residence,748000,-122.2106396,37.80307751
146,0,10881 Pomber St,Castroville,95012,3,2,1401,0.122,1976,2,Single Family Residence,515000,-121.7553981,36.76663278
147,1,8335 Dolan Pl,Castroville,95012,3,3,1832,2.43,1978,4,Single Family Residence,735000,0,0
148,2,11620 Union St,Castroville,95012,3,2.5,1564,0.08,2007,2,Single Family Residence,524000,-121.7499215,36.7673215
149,0,256 Gambier St,San Francisco,94134,2,2,825,0.071,1908,1,Single Family Residence,888000,-122.421674,37.72615943
150,1,1360 Wayland St,San Francisco,94134,4,2,2262,0.057,1981,2,Single Family Residence,1498000,-122.4155397,37.72327218
151,0,375 Thistle St,Hollister,95023,3,2.5,1928,0.141,2019,2,Single Family Residence,625900,0,0
152,1,1951 Spruce Dr,Hollister,95023,3,2,1460,0.137,1995,2,Single Family Residence,539000,-121.3677054,36.84310781
153,2,460 Tevis Trl,Hollister,95023,4,3.5,2735,5.7,1997,4,Single Family Residence,1350000,0,0
154,3,1253 Hamilton Dr,Hollister,95023,4,3,2270,0.13,2016,2,Single Family Residence,659500,0,0
155,4,1057 Victoria St,Hollister,95023,4,2,1600,0.107,1900,3,Single Family Residence,505000,0,0
156,5,460 Bordeaux Pl,Hollister,95023,4,2.5,2178,0.138,1995,2,Single Family Residence,609888,-121.3928432,36.8527463
157,6,2410 Paradise Cir,Hollister,95023,4,3,3020,0.14,1999,2,Single Family Residence,675000,-121.3774827,36.82482471
158,7,141 Arroyo Seco Dr,Hollister,95023,5,3,4000,5.11,1985,5,Single Family Residence,1200000,0,0
159,8,1225 Quail Ridge Way,Hollister,95023,4,2.5,2977,0.28,1999,3,Single Family Residence,769900,0,0
160,9,1951 Ponderosa Ct,Hollister,95023,4,2,1627,0.147,1995,2,Single Family Residence,557000,-121.3681447,36.84169846
161,10,2160 Alturas Ct,Hollister,95023,4,2.5,3165,0.153,2000,3,Single Family Residence,649950,-121.3764525,36.82920531
162,11,840 Lanini Dr,Hollister,95023,3,2,1900,0.23,1986,2,Single Family Residence,600000,0,0
163,12,2671 Valley View Rd,Hollister,95023,4,3,2200,0.141,1998,2,Single Family Residence,635000,-121.3752074,36.82514557
164,13,355 Linda Dr,Hollister,95023,3,2,2300,0.3,1997,2,Single Family Residence,729000,0,0
165,14,1632 Goldenstar Ct,Hollister,95023,3,2.5,1850,0.124,2019,2,Single Family Residence,623450,0,0
166,15,1665 Goldenstar Ct,Hollister,95023,4,2,2003,0.243,2019,2,Single Family Residence,699310,0,0
167,16,1205 S Ridgemark Dr,Hollister,95023,4,2.5,2600,0.232,1989,2,Single Family Residence,749900,0,0
168,17,1951 Sycamore Ct,Hollister,95023,4,2,1620,0.169,1995,2,Single Family Residence,549900,-121.3680022,36.84240134
169,18,1201 Brighton Dr,Hollister,95023,3,2,1080,0.161,1997,2,Single Family Residence,524900,-121.379859,36.825571
170,19,1340 Trieste Dr,Hollister,95023,3,2,1690,0.14,1988,2,Single Family Residence,545000,-121.3867222,36.8414485
171,20,604 Calais Ct,Hollister,95023,5,2.5,2778,0.144,2016,2,Single Family Residence,695000,-121.3898916,36.83986867
172,21,1620 Iris St,Hollister,95023,3,2,1768,0.184,1965,2,Single Family Residence,599000,-121.3823729,36.8370185
173,22,1637 Santana Ranch Dr,Hollister,95023,4,3,2698,0.166,2016,2,Single Family Residence,749000,0,0
174,23,557 Ruben's Ct,Hollister,95023,5,3.5,3309,4.78,2016,5,Single Family Residence,1495000,0,0
175,24,4661 Fairview Rd,Hollister,95023,7,7,5035,16.08,2005,5,Single Family Residence,2800000,-121.3635958,36.8431848
176,25,710 La Baig Dr,Hollister,95023,4,3,1847,0.154,1999,2,Single Family Residence,589000,-121.3884732,36.8558512
177,26,1481 Mcdonald Cir,Hollister,95023,3,2.5,1851,0.196,1999,2,Single Family Residence,608000,-121.3761839,36.83980639
178,27,1870 Carousel Dr,Hollister,95023,4,3,2591,0.145,1999,3,Single Family Residence,670000,-121.3879746,36.83345778
179,28,961 Bonnie View Dr,Hollister,95023,4,3,2300,0.147,2019,2,Single Family Residence,629000,-121.3778586,36.84532876
180,29,2291 Fairhaven Dr,Hollister,95023,3,2.5,2131,0.146,1997,2,Single Family Residence,586800,-121.3788431,36.82695606
181,30,1656 Foxtail Ct,Hollister,95023,4,3,2698,0.124,2016,2,Single Family Residence,719900,0,0
182,0,488 28th Ave,San Mateo,94403,2,1,1260,0.129,1940,2,Single Family Residence,1188000,-122.3118667,37.53807436
183,1,748 Pico Ave,San Mateo,94403,4,3,2510,0.145,1954,2,Single Family Residence,2199000,-122.3201352,37.53900377
184,2,3320 Countryside Dr,San Mateo,94403,3,2.5,2526,0.281,1962,2,Single Family Residence,1988000,-122.3242443,37.52988519
185,3,1235 Homewood Ave,San Mateo,94403,4,3,2925,0.251,1964,2,Single Family Residence,2195000,-122.3232444,37.52770408
186,4,3401 Kettering Ct,San Mateo,94403,4,4,2646,0.234,1955,2,Single Family Residence,2688000,-122.3158584,37.5294947
187,5,3239 Countryside Dr,San Mateo,94403,4,2.5,2470,0.165,1964,2,Single Family Residence,1880000,-122.3251185,37.53176536
188,6,3041 Beverly St,San Mateo,94403,3,3,1976,0.119,1948,1,Single Family Residence,1788000,-122.3150794,37.53344029
189,7,844 Overlook Ct,San Mateo,94403,4,3,2660,0.17,1974,3,Single Family Residence,2599000,0,0
190,8,144 E Hillsdale Blvd,San Mateo,94403,3,2.5,1820,0.138,1945,1,Single Family Residence,1495000,-122.292697,37.54010632
191,9,1658 S Norfolk St,San Mateo,94403,3,2,1220,0.138,1954,2,Single Family Residence,1424000,-122.299535,37.561741
192,10,2334 David Ct,San Mateo,94403,3,2,1060,0.117,1956,2,Single Family Residence,1188000,-122.2905842,37.54961667
193,11,308 Almaden Way,San Mateo,94403,3,2,1490,0.115,1948,1,Single Family Residence,1528000,-122.2888671,37.53945097
194,12,4224 Bettina Ave,San Mateo,94403,4,2,1830,0.152,1957,2,Single Family Residence,1699000,-122.3060121,37.5231347
195,13,423 W 38th Ave,San Mateo,94403,3,2.5,1960,0.19,1949,3,Single Family Residence,2000000,-122.304521,37.52902809
196,14,519 Madera Dr,San Mateo,94403,2,1,1310,0.165,1951,2,Single Family Residence,1580000,-122.3197267,37.54379156
197,15,1642 Roberta Dr,San Mateo,94403,6,2.5,2220,0.134,1958,2,Single Family Residence,1498000,-122.293717,37.56163548
198,16,2629 Monterey St,San Mateo,94403,5,3.5,2490,0.158,1959,2,Single Family Residence,2300000,-122.320572,37.53593157
199,17,4241 Wooster Ave,San Mateo,94403,4,3.5,2700,0.166,1960,2,Single Family Residence,1828000,-122.306579,37.52279181
200,0,527 E Capistrano Way,San Mateo,94402,2,1.5,1370,0.187,1942,1,Single Family Residence,1675000,-122.3238261,37.55997386
201,1,1318 Rainbow Dr,San Mateo,94402,4,3,1470,0.355,1959,2,Single Family Residence,1898000,-122.347825,37.5324585
202,2,945 S Grant St,San Mateo,94402,3,2,1476,0.115,1932,1,Single Family Residence,1350000,-122.312323,37.56452528
203,3,400 Dorchester Rd,San Mateo,94402,5,3,1990,0.213,1948,2,Single Family Residence,2398000,-122.34344,37.566203
204,4,1786 Los Altos Dr,San Mateo,94402,4,2.5,2520,0.234,1970,2,Single Family Residence,2098000,-122.3367737,37.52802492
205,5,1070 S Claremont St,San Mateo,94402,2,1,830,0.092,1949,1,Single Family Residence,1038000,-122.3137037,37.55998386
206,6,15 Stoney Point Pl,San Mateo,94402,3,2,1510,0.177,1957,2,Single Family Residence,1328000,0,0
207,7,727 9th Ave,San Mateo,94402,2,1.5,1540,0.15,1929,2,Single Family Residence,1399000,-122.3143897,37.56419032
208,8,4224 Bettina,San Mateo,94402,4,2,1830,0.152,1957,2,Single Family Residence,1699000,-122.3060121,37.5231347
209,9,722 Guildford Ave,San Mateo,94402,3,1,1180,0.103,1947,1,Single Family Residence,1348950,-122.3076677,37.55921625
210,10,401 Colgate Way,San Mateo,94402,3,2,2020,0.165,1940,2,Single Family Residence,2349000,-122.335548,37.552735
211,11,430 Costa Rica Ave,San Mateo,94402,4,3.5,3084,0.172,1941,2,Single Family Residence,3295000,-122.3454911,37.56556121
212,12,715 Nevada Ave,San Mateo,94402,3,2.5,2530,0.138,1948,1,Single Family Residence,2648000,-122.3340494,37.55091208
213,13,64 Valley View Ct,San Mateo,94402,3,2,1830,0.253,1963,2,Single Family Residence,1988888,-122.3440195,37.52896994
214,14,141 W Bellevue Ave,San Mateo,94402,4,3.5,3980,0.428,1907,3,Single Family Residence,4950000,-122.3407897,37.56895477
215,15,408 Warren Rd,San Mateo,94402,5,5,5097,0.367,1917,4,Single Family Residence,3980000,-122.3477476,37.56960268
216,16,901 Bromfield Rd,San Mateo,94402,4,3,3340,0.206,1930,2,Single Family Residence,3900000,-122.353619,37.563936
217,17,400 Warren Rd,San Mateo,94402,4,4.5,3800,0.278,1908,3,Single Family Residence,3988888,-122.347649,37.569636
218,0,107 Grand Blvd,San Mateo,94401,2,1,1060,0.082,1918,1,Single Family Residence,1198000,-122.3374605,37.57269419
219,1,114 N Claremont St,San Mateo,94401,3,1,1370,0.132,1902,0,Single Family Residence,950000,-122.3252197,37.57076479
220,2,128 Prague,San Mateo,94401,2,1,1200,0.115,1947,1,Single Family Residence,999000,-122.3143182,37.57873633
