,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
10,420 Leon Ct,Clayton,94517,6,4.5,5758,4.84,1989,3,Single Family Residence,1849950
11,4725 Morgan Territory Rd,Clayton,94517,0,0,3268,1.35,1971,2,Single Family Residence,3680000
12,1980 Curry Canyon Road,Clayton,94517,5,2.5,4435,21,1989,0,Single Family Residence,3950000
13,1855 Yolanda Cir,Clayton,94517,4,2.5,2381,0.202,1984,2,Single Family Residence,869000
14,5900 Wallace Dr,Clayton,94517,4,2,2178,0.36,1963,2,Single Family Residence,865000
15,4201 Morgan Territory Rd,Clayton,94517,3,2,2396,4.38,1972,0,Single Family Residence,989000
16,463 Obsidian Way,Clayton,94517,4,3,3008,0.188,1994,3,Single Family Residence,950000
17,140 El Portal Place,Clayton,94517,4,2.5,2390,0.221,1990,3,Single Family Residence,879000
18,208 Falcon Place,Clayton,94517,5,3.5,2520,0.138,1993,3,Single Family Residence,876000
19,1185 Pine Lane,Clayton,94517,6,5,7000,5.23,1940,4,Single Family Residence,2299000
20,3548 Oak Hill Ln,Clayton,94517,3,2.5,2760,5.75,1992,0,Single Family Residence,1165000
21,221 Tumbleweed Ct,Clayton,94517,4,3,2532,0.92,1978,2,Single Family Residence,1129000
22,5679 Pine Hollow Road,Clayton,94517,4,2.5,2647,0.35,2019,2,Single Family Residence,1175000
23,324 Ahwanee Lane,Clayton,94517,5,3,3606,0.201,1991,3,Single Family Residence,1192500
24,728 Black Point Place,Clayton,94517,3,2,1681,0.28,1978,2,Single Family Residence,889000
25,1006 Pebble Beach Dr,Clayton,94517,4,4.5,4186,0.25,1997,3,Single Family Residence,1372000
0,998 Baypoint Way,Rodeo,94572,3,2,1203,0.207,1975,2,Single Family Residence,550000
1,880 Mariners Point,Rodeo,94572,3,2,1224,0.153,1978,2,Single Family Residence,539000
2,461 Suisun Ave,Rodeo,94572,2,1,1077,0.143,1939,1,Single Family Residence,350000
3,884 Hawthorne Dr,Rodeo,94572,3,3,1796,0.177,1964,2,Single Family Residence,689000
4,896 Sandy Cove Dr,Rodeo,94572,4,3,1927,0.26,1978,2,Single Family Residence,599500
5,647 Rodeo Ave,Rodeo,94572,3,2,1604,0.158,1956,0,Single Family Residence,519999
6,505 Sonoma Ave,Rodeo,94572,3,1,1083,0.117,1943,1,Single Family Residence,459000
7,126 Garretson Avenue,Rodeo,94572,3,2,2136,0.115,1913,2,Single Family Residence,599900
8,910 Mariposa,Rodeo,94572,3,2,1348,0.172,1990,2,Single Family Residence,475000
9,520 Barnes Way,Rodeo,94572,4,3,2272,0.31,1958,0,Single Family Residence,630000
10,326 Rodeo Ave,Rodeo,94572,3,2,1288,0.1,1998,2,Single Family Residence,509900
0,", Crockett",Crockett,94525,2,1,866,0.115,1910,1,Single Family Residence,440000
1,1014 2nd Ave,Crockett,94525,2,1.5,1158,0.041,1948,0,Single Family Residence,499950
2,455 Edwards St,Crockett,94525,4,2.5,2006,0.115,2006,2,Single Family Residence,649500
3,475 Alhambra Street,Crockett,94525,4,3,2040,0.25,1989,2,Single Family Residence,749000
4,351 Duperu Dr,Crockett,94525,4,3,2228,0.193,1981,2,Single Family Residence,870000
0,3025 Stone Rd,Bethel Island,94511,1,1,701,0.115,1949,0,Single Family Residence,289000
1,51 Taylor Pl,Bethel Island,94511,3,2,1762,0.207,1961,2,Single Family Residence,539999
2,4095 Willow Way,Bethel Island,94511,2,1,667,0.176,1947,0,Single Family Residence,299000
3,3848 Stone,Bethel Island,94511,3,2,1680,0.47,1990,2,Single Family Residence,350000
4,3643 N Willow Rd,Bethel Island,94511,4,3,2909,0.215,1979,0,Single Family Residence,575000
0,2067 Alameda Diablo,Diablo,94528,4,3,3198,0.3,1925,2,Single Family Residence,2600000
1,1528 Avenida Nueva,Diablo,94528,5,4.5,4515,0.89,1952,3,Single Family Residence,3125000
2,1822 El Nido,Diablo,94528,5,7,7400,1.18,2019,4,Single Family Residence,6650000
3,2332 Caballo Ranchero Dr,Diablo,94528,3,4,3201,1.08,1962,2,Single Family Residence,1799999
4,1744 El Nido,Diablo,94528,5,4,3510,0.64,1974,2,Single Family Residence,1899000
5,Alameda Diablo,Diablo,94528,4,4.5,5000,5,1976,5,Single Family Residence,4200000
0,1751 Newport Dr,Discovery Bay,94505,4,3.5,3249,0.22,1999,3,Single Family Residence,1249000
1,2411 Sand Point Ct,Discovery Bay,94505,3,2,1648,0.231,1985,2,Single Family Residence,839000
2,5671 Starboard Dr,Discovery Bay,94505,6,4,4316,0.168,1987,3,Single Family Residence,1299000
3,4740 Discovery Pt,Discovery Bay,94505,3,2,1778,0.234,1981,2,Single Family Residence,649000
4,5690 Augusta Ct,Discovery Bay,94505,3,3,3359,0.226,1988,3,Single Family Residence,870000
5,1402 Sail Ct,Discovery Bay,94505,3,2,2283,0.193,1980,2,Single Family Residence,649950
6,4059 Pier Pt,Discovery Bay,94505,3,2,1965,0.165,1997,2,Single Family Residence,790000
7,2149 Firwood Ct,Discovery Bay,94505,4,3,2388,0.143,1988,2,Single Family Residence,550000
8,2248 Winchester Loop,Discovery Bay,94505,5,3,3394,0.149,2003,3,Single Family Residence,625000
9,4336 Monterey Ct,Discovery Bay,94505,3,2.5,2410,0.189,1989,3,Single Family Residence,899000
10,5581 Starboard Dr,Discovery Bay,94505,3,2,1827,0.209,1984,2,Single Family Residence,795000
11,2321 Wayfarer Dr,Discovery Bay,94505,5,4,3644,0.175,1990,2,Single Family Residence,818000
12,6870 New Melones Cir,Discovery Bay,94505,5,4,4011,0.152,2005,2,Single Family Residence,648888
13,4108 Windward Ct,Discovery Bay,94505,5,3,3566,0.165,1989,3,Single Family Residence,1448000
14,6316 Crystal Springs Cir,Discovery Bay,94505,4,3,3092,0.138,2005,3,Single Family Residence,699000
15,2101 Firwood Ct,Discovery Bay,94505,3,3,1992,0.154,1988,2,Single Family Residence,505950
16,7379 Bay Harbor Way,Discovery Bay,94505,3,3,2642,0.165,2017,2,Single Family Residence,624000
17,3429 Keystone Loop,Discovery Bay,94505,6,4,4285,0.165,2003,2,Single Family Residence,667500
18,3122 Castle Rock Loop,Discovery Bay,94505,4,3,3578,0.15,2004,3,Single Family Residence,689000
19,263 Tahoe Ct,Discovery Bay,94505,5,3,2698,0.164,2004,2,Single Family Residence,649900
20,4940 Discovery Pt,Discovery Bay,94505,4,3,4202,0.165,1979,2,Single Family Residence,2000000
21,8329 Brookhaven Cir,Discovery Bay,94505,3,0,1869,0.117,2014,2,Single Family Residence,550000
22,5608 Berwick Ct,Discovery Bay,94505,3,2.5,3252,0.21,1990,3,Single Family Residence,887000
23,735 Beaver Lane,Discovery Bay,94505,3,2.5,2481,0.165,1987,2,Single Family Residence,629000
24,8410 Pinehollow Cir,Discovery Bay,94505,4,3,2695,0.134,2015,2,Single Family Residence,609995
25,2353 Wayfarer Dr,Discovery Bay,94505,4,3,2762,0.172,1990,3,Single Family Residence,624000
26,4850 Spinnaker Way,Discovery Bay,94505,4,3.5,3464,0.193,2006,3,Single Family Residence,1049000
27,512 Harbor Cove Cir,Discovery Bay,94505,5,4.5,3975,0.154,2016,2,Single Family Residence,749900
28,2223 Prestwick Dr,Discovery Bay,94505,3,2.5,2646,0.175,1991,3,Single Family Residence,624900
29,9506 Pescadero Circle,Discovery Bay,94505,4,3,2254,0.158,2019,3,Single Family Residence,627141
30,611 Topaz Ct,Discovery Bay,94505,5,4,4088,0.171,2002,3,Single Family Residence,685000
0,4838 Foothill Blvd,Oakland,94601,3,2.5,1391,0.131,1923,2,Single Family Residence,599000
1,2512 Rawson St,Oakland,94601,2,1,1199,0.099,1918,1,Single Family Residence,695000
2,2635 Cole St,Oakland,94601,3,2,1368,0.111,1922,1,Single Family Residence,749000
3,Davis St,Oakland,94601,3,2.5,2814,0.141,1902,2,Single Family Residence,899000
4,2421 Monticello Ave,Oakland,94601,3,2,1559,0.133,1950,1,Single Family Residence,749000
5,2177 50th Ave,Oakland,94601,2,1,946,0.103,1942,0,Single Family Residence,485000
6,1521 51st Ave,Oakland,94601,7,3,3037,0.166,1890,4,Single Family Residence,799000
7,4838 Foothill Blvd,Oakland,94601,3,3,1391,0.131,1959,2,Single Family Residence,599000
8,2469 Potter St,Oakland,94601,2,1,1000,0.077,1908,1,Single Family Residence,399000
9,2421 Harrington Ave,Oakland,94601,2,1,864,0.083,1923,0,Single Family Residence,499000
10,2600 Fruitvale Ave,Oakland,94601,3,2,912,0.072,1924,1,Single Family Residence,559000
11,2875 Glascock St,Oakland,94601,1,1,985,0,2002,1,Single Family Residence,599000
12,1432 24th Avenue,Oakland,94601,2,1,1058,0.088,1914,0,Single Family Residence,599000
13,2252 Vicksburg,Oakland,94601,2,1,960,0.022,1925,1,Single Family Residence,475000
14,919 39th Ave,Oakland,94601,3,2,1493,0.143,1905,0,Single Family Residence,599000
15,4515 Congress Ave,Oakland,94601,2,1,953,0.047,1925,1,Single Family Residence,359000
0,51 Hillcroft Way,Walnut Creek,94597,4,3,3062,0.66,1997,2,Single Family Residence,1750000
1,2860 Buena Vista Ave,Walnut Creek,94597,5,3,2331,0.23,1956,2,Single Family Residence,1060000
2,101 Galen Dr,Walnut Creek,94597,4,3.5,2458,0.33,1958,2,Single Family Residence,1185000
3,2473 Encinal Dr.,Walnut Creek,94597,6,3,3176,0.26,1951,2,Single Family Residence,1099000
4,1389 Cornwall Court,Walnut Creek,94597,3,2,1990,0.4,1969,2,Single Family Residence,1194999
5,525 Jones Pl,Walnut Creek,94597,3,1.5,1124,0.041,1973,0,Single Family Residence,580000
6,1430 Springbrook Rd,Walnut Creek,94597,1,1,529,0.15,1930,1,Single Family Residence,600000
7,2093 Essenay Ave,Walnut Creek,94597,3,2,1612,0.35,1957,2,Single Family Residence,999900
8,721 Pagosa Ct,Walnut Creek,94597,4,3,2501,0.239,2006,4,Single Family Residence,1249600
9,2162 Overlook Dr,Walnut Creek,94597,3,3,2203,0.051,2016,1,Single Family Residence,1399000
10,1600 Mendota Ct,Walnut Creek,94597,4,3,2103,0.25,1962,2,Single Family Residence,1575000
11,147 Calle Nogales,Walnut Creek,94597,7,4,3189,0.252,1965,0,Single Family Residence,1350000
12,1846 Lynvale Ln,Walnut Creek,94597,4,4,2985,0.27,2019,2,Single Family Residence,1698800
0,6181 Hillmont Dr,Oakland,94605,2,1,992,0.17,1952,1,Single Family Residence,599000
1,7850 Michigan Ave,Oakland,94605,3,2,1870,0.171,1946,1,Single Family Residence,785000
2,2927 56th Ave,Oakland,94605,2,1,1194,0.092,1926,2,Single Family Residence,629000
3,4923 Stacy,Oakland,94605,4,2.5,2070,0.212,1958,2,Single Family Residence,959000
4,2624 55th Ave,Oakland,94605,3,2,1344,0.115,1993,0,Single Family Residence,699000
5,2480 Seminary Ave,Oakland,94605,4,2,1335,0.101,1939,2,Single Family Residence,538888
6,6006 Leona St,Oakland,94605,2,1,1182,0.12,1940,1,Single Family Residence,650000
7,6500 Buena Ventura Ave,Oakland,94605,2,2,1742,0.157,1926,2,Single Family Residence,799000
8,3068 Tully Pl,Oakland,94605,3,2,1846,0.108,1930,1,Single Family Residence,799000
9,2442 66th Ave,Oakland,94605,3,1,1153,0.78,1927,1,Single Family Residence,440000
10,2215 57th Ave,Oakland,94605,2,1,852,0.066,1923,1,Single Family Residence,479950
11,10401 Foothill Blvd,Oakland,94605,3,1,1126,0.101,1946,1,Single Family Residence,499000
12,7575 Sterling Dr,Oakland,94605,4,3,2120,0.149,1925,1,Single Family Residence,775000
13,41 Donna Way,Oakland,94605,5,2.5,3736,0.34,1965,2,Single Family Residence,1200000
14,8301 Ney Ave,Oakland,94605,4,2,2070,0.08,1929,1,Single Family Residence,750000
15,2526 Ritchie St,Oakland,94605,2,1,881,0.105,1941,1,Single Family Residence,299000
16,11753 Cranford Way,Oakland,94605,3,2.5,2087,0.28,1966,2,Single Family Residence,749000
17,6107 Hilton St,Oakland,94605,3,2,1501,0.121,1902,1,Single Family Residence,585000
18,3939 Edgemoor Pl,Oakland,94605,2,1.5,996,0.143,1927,1,Single Family Residence,519950
19,3939 Edgemoor Pl,Oakland,94605,2,1.5,996,0.143,1927,1,Single Family Residence,519950
20,8483 Ney Ave,Oakland,94605,5,3,2636,0.213,1957,2,Single Family Residence,799000
21,4728 Shetland Ave,Oakland,94605,3,2,1505,0.138,1960,2,Single Family Residence,865000
22,5949 Hilton St,Oakland,94605,4,2,1925,0.241,1962,2,Single Family Residence,749999
23,5514 Laverne,Oakland,94605,2,1,986,0.08,1922,0,Single Family Residence,569000
24,2507 84th Ave,Oakland,94605,3,1,1259,0.08,1926,0,Single Family Residence,480000
25,7521 Deerwood Ave,Oakland,94605,2,1,1038,0.091,1941,0,Single Family Residence,489888
26,2473 68th Ave,Oakland,94605,2,1,956,0.087,1922,2,Single Family Residence,469000
27,8360 Golf Links Rd,Oakland,94605,3,1.5,1568,0.092,1942,1,Single Family Residence,575000
28,5306 Camden,Oakland,94605,2,1,1162,0.114,1930,0,Single Family Residence,658000
29,2945 60th Ave,Oakland,94605,4,2,1401,0.1,1924,0,Single Family Residence,599000
30,2726 60th Ave,Oakland,94605,3,2,1905,0.101,1922,1,Single Family Residence,650000
0,2 Millington Ct,Alameda,94502,2,2,1035,0.052,1989,2,Single Family Residence,775000
1,2775 Shaner Dr,Alameda,94502,2,2.5,1198,0.048,1990,2,Single Family Residence,788000
2,397 Capetown Dr,Alameda,94502,4,2.5,2172,0.096,1981,2,Single Family Residence,1299000
3,42 Britt Ct,Alameda,94502,4,2.5,1769,0.072,1997,2,Single Family Residence,1080000
4,138 Lawrence Rd,Alameda,94502,4,3,2685,0.099,1992,3,Single Family Residence,1395000
0,1871 Tiffin Rd,Oakland,94602,5,2.5,3161,0.152,1937,2,Single Family Residence,1049000
1,3175 Monterey Blvd,Oakland,94602,5,4.5,3122,0.121,1990,2,Single Family Residence,1095000
2,2129 Funston Place,Oakland,94602,3,1.5,1501,0.119,1939,2,Single Family Residence,899000
3,1815 Montana St,Oakland,94602,2,2,1662,0.11,1928,0,Single Family Residence,795000
4,1815 Montana St,Oakland,94602,2,1.5,1662,0.11,1928,0,Single Family Residence,795000
5,4190 Laguna Ave,Oakland,94602,3,3,2481,0.153,1957,2,Single Family Residence,995000
6,4042 Lyman Rd,Oakland,94602,3,1.5,1252,0.26,1915,2,Single Family Residence,849000
7,3373 Arkansas St,Oakland,94602,2,1,848,0.073,1928,1,Single Family Residence,555000
8,3313 Burdeck Drive,Oakland,94602,4,3.5,2260,0.54,1972,2,Single Family Residence,995000
9,3257 Georgia Street,Oakland,94602,2,1,762,0.085,1947,1,Single Family Residence,600000
10,3326 Arkansas St,Oakland,94602,3,1,1054,0.057,1922,1,Single Family Residence,449000
11,1419 E 32nd St,Oakland,94602,2,1,1135,0.078,1924,1,Single Family Residence,599000
12,930 Glendome Cir,Oakland,94602,3,2,1680,0.084,1927,2,Single Family Residence,995000
13,3344 Brookdale Ave,Oakland,94602,2,2,1632,0.209,1946,2,Single Family Residence,637570
14,3926 Linwood Ave,Oakland,94602,4,2,1870,0.092,1922,0,Single Family Residence,1188000
15,4015 Waterhouse Rd,Oakland,94602,2,1.5,1039,0.074,1928,0,Single Family Residence,749000
16,4324 Leach Ave,Oakland,94602,3,2,1920,0.101,1912,2,Single Family Residence,1488000
17,3229 Monterey Blvd,Oakland,94602,3,2.5,2620,0.183,1962,2,Single Family Residence,1200000
18,3833 Midvale,Oakland,94602,3,2,1015,0.116,1913,0,Single Family Residence,499000
19,3238 Brunell Dr,Oakland,94602,3,3,4122,0.769,2018,0,Single Family Residence,3495000
20,3838 Lincoln Ave,Oakland,94602,3,1,1008,0.064,1920,1,Single Family Residence,748000
0,9963 Empire Rd,Oakland,94603,3,1,896,0.144,1944,0,Single Family Residence,445000
1,9963 Empire Rd,Oakland,94603,3,1,896,0.144,1944,0,Single Family Residence,445000
2,2415 106th Ave,Oakland,94603,2,2,1113,0.085,1939,1,Single Family Residence,525000
3,2253 Warner Ave,Oakland,94603,3,2,1246,0.149,1942,2,Single Family Residence,549000
4,1288 107th Ave,Oakland,94603,3,2,1200,0.056,1926,1,Single Family Residence,499000
5,1321 93rd Ave,Oakland,94603,3,1,1073,0.104,1922,1,Single Family Residence,440000
6,17 Malta Ct,Oakland,94603,3,1,825,0.093,1943,0,Single Family Residence,399800
7,2118 107th,Oakland,94603,2,1,895,0.093,1913,2,Single Family Residence,439000
8,2415 106th Ave,Oakland,94603,2,1,1113,0.085,1939,1,Single Family Residence,525000
9,10628 Pearmain St,Oakland,94603,3,2,1170,0.057,2019,0,Single Family Residence,475000
10,2275 106th Ave,Oakland,94603,3,1,1025,0.091,1940,1,Single Family Residence,499900
11,1368 102nd Ave,Oakland,94603,2,1,1001,0.124,1940,0,Single Family Residence,319000
12,1317 107th Ave,Oakland,94603,2,2,820,0.057,1983,0,Single Family Residence,425000
13,10057 Bernhardt Dr,Oakland,94603,3,2,1419,0.099,1943,0,Single Family Residence,465000
14,10545 Pippin St,Oakland,94603,3,2,1170,0.057,2019,0,Single Family Residence,475000
15,10224 Dante Ave,Oakland,94603,2,1,1050,0.115,1946,1,Single Family Residence,510000
16,9870 Walnut St,Oakland,94603,3,2,760,0.162,1927,1,Single Family Residence,439000
17,9862 Springfield St,Oakland,94603,3,2,1500,0.099,1941,0,Single Family Residence,399000
18,1606 100th Ave,Oakland,94603,3,2,988,0.087,1920,0,Single Family Residence,449900
19,2033 96th Ave,Oakland,94603,3,2,1478,0.061,1921,0,Single Family Residence,510000
20,1273 104th,Oakland,94603,3,2,1242,0.087,1924,1,Single Family Residence,545000
21,9744 Maddux Dr,Oakland,94603,2,1,809,0.087,1942,0,Single Family Residence,430000
22,1224 103rd,Oakland,94603,2,1,1066,0.087,1923,2,Single Family Residence,480000
23,2000 90th Ave,Oakland,94603,3,1,1408,0.138,1912,2,Single Family Residence,500300
0,132 San Marino,Vallejo,94589,3,1.5,1420,0.15,1951,2,Single Family Residence,439000
1,2618 Tuolumne St.,Vallejo,94589,4,2.5,1701,0.15,1984,2,Single Family Residence,430000
2,167 Cotta Way,Vallejo,94589,3,2.5,1614,0.115,1990,2,Single Family Residence,465000
0,3079 San Mateo Way,Union City,94587,4,2,1762,0.138,1971,2,Single Family Residence,829950
1,316 Appian Way,Union City,94587,4,2,1496,0.33,1966,2,Single Family Residence,950000
2,423 Riviera Dr,Union City,94587,5,2,1932,0.124,1967,2,Single Family Residence,899888
3,2881 Pelican Dr,Union City,94587,4,3,1837,0.146,1977,2,Single Family Residence,988000
4,122 Marge Ct,Union City,94587,3,2,1260,0.14,1960,2,Single Family Residence,769888
5,1759 Baylor St,Union City,94587,5,3,1468,0.145,1960,1,Single Family Residence,889000
6,34325 Sandburg Dr,Union City,94587,5,3.5,2320,0.081,2000,2,Single Family Residence,1199000
7,105 Cascades Cir,Union City,94587,5,3.5,2320,0.083,1999,2,Single Family Residence,1250000
8,32493 Joyce Way,Union City,94587,4,2,1659,0.146,1973,2,Single Family Residence,1025000
9,32493 Joyce Way,Union City,94587,4,2,1659,0.146,1973,2,Single Family Residence,1025000
10,4500 Alvarado Blvd,Union City,94587,4,3,1889,0.115,1995,2,Single Family Residence,1130000
11,4500 Alvarado Blvd,Union City,94587,4,3,1889,0.115,1995,2,Single Family Residence,1130000
12,30731 Oxford Way,Union City,94587,4,2.5,2092,0.128,2001,2,Single Family Residence,1150000
13,423 Riviera,Union City,94587,5,2,1932,0.124,1967,2,Single Family Residence,899888
14,32451 Lois Way,Union City,94587,3,2,1320,0.14,1972,2,Single Family Residence,898888
15,33720 15th St,Union City,94587,3,2,1120,0.115,1976,1,Single Family Residence,699000
16,32412 Woodland Drive,Union City,94587,4,2,1389,0.14,1974,2,Single Family Residence,795000
17,355 Riviera Dr,Union City,94587,5,3,2362,0.101,1964,2,Single Family Residence,1050000
18,3800 Horner St,Union City,94587,3,2,1035,0.084,1976,2,Single Family Residence,779888
19,502 Appian Way,Union City,94587,4,2,1608,0.113,1977,2,Single Family Residence,849888
20,34463 Torrey Pine Ln,Union City,94587,5,3,2459,0.095,2000,2,Single Family Residence,1235000
21,32212 Claremont St,Union City,94587,3,2,1720,0.142,1968,2,Single Family Residence,929000
22,34751 Sandburg Ct,Union City,94587,4,2.5,1881,0.08,2000,2,Single Family Residence,1150000
23,2416 Andrew Court,Union City,94587,3,2,1728,0.138,1994,2,Single Family Residence,1149000
24,5067 Anaheim Loop,Union City,94587,6,3.5,2471,0.167,1984,3,Single Family Residence,1149000
25,2416 Andrew Ct,Union City,94587,3,2,1728,0.138,1994,2,Single Family Residence,1149000
26,32212 Claremont St,Union City,94587,3,2,1720,0.142,1968,2,Single Family Residence,929000
27,4554 Ellen Way,Union City,94587,4,2.5,1907,0.143,1972,2,Single Family Residence,970000
28,349 Whipple Rd,Union City,94587,2,1,720,0.135,1910,0,Single Family Residence,529000
29,32305 Derby St,Union City,94587,4,3,2335,0.141,1997,3,Single Family Residence,1238800
30,353 Monaco Ave,Union City,94587,4,2,1899,0.194,1965,2,Single Family Residence,988000
0,4025 Jackie Ct,Pleasanton,94588,4,2,2065,0.142,1970,2,Single Family Residence,1060000
1,1584 Foothill Rd,Pleasanton,94588,4,3,2770,0.51,1951,2,Single Family Residence,1579000
2,7596 Driftwood Way,Pleasanton,94588,4,2.5,1810,0.144,1966,2,Single Family Residence,1129000
3,3510 Dickens Ct,Pleasanton,94588,4,3,1942,0.172,1970,2,Single Family Residence,1130000
4,6745 Menlo Ct,Pleasanton,94588,3,2,1579,0.144,1973,2,Single Family Residence,1000000
5,4575 Carver Ct,Pleasanton,94588,3,2,1334,0.15,1968,2,Single Family Residence,900000
6,6853 Massey Ct,Pleasanton,94588,3,2,1372,0.142,1975,2,Single Family Residence,975000
7,7638 Maywood Dr,Pleasanton,94588,4,3,2717,0.195,1989,3,Single Family Residence,1600000
8,3114 Lansdown Ct,Pleasanton,94588,4,3,2471,0.16,1971,2,Single Family Residence,1175000
9,7802 Medinah Ct,Pleasanton,94588,2,3,2493,0.157,1994,2,Single Family Residence,1400000
10,4156 Payne Road,Pleasanton,94588,4,2,1947,0.149,1971,2,Single Family Residence,1070000
11,8303 Regency Dr,Pleasanton,94588,4,3.5,4383,0.46,1997,4,Single Family Residence,2448000
12,4264 Dorman Rd,Pleasanton,94588,3,2,1660,0.151,1968,2,Single Family Residence,1030000
13,3645 Dunsmuir Cir,Pleasanton,94588,4,2.5,2434,0.174,1986,2,Single Family Residence,1200000
