,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude,SF time,PA time,School score,Commute time
1141,1828 29th Ave,San Francisco,CA,94122,1068000,2,1,1162,3049,37.753161,-122.486812,28,80,60.2,28
1142,1559 32nd Ave,San Francisco,CA,94122,1348888,2,2.5,2472,3049,37.758105,-122.491044,28,80,60.2,28
1143,1917 Judah St,San Francisco,CA,94122,1100000,2,1.5,1000,2614,37.761198,-122.482784,28,80,60.2,28
1144,1679 21st Ave,San Francisco,CA,94122,1780000,4,4.5,2309,3049,37.756419,-122.479102,28,80,60.2,28
1145,1483 19th Ave,San Francisco,CA,94122,1100000,3,2,1495,2326,37.760172,-122.477179,28,80,60.2,28
1146,1839 40th Ave,San Francisco,CA,94122,998000,3,2,,3049,37.752472,-122.499247,28,80,60.2,28
1147,1622 39th Ave,San Francisco,CA,94122,1588000,4,3,1725,3049,37.756556,-122.4978,28,80,60.2,28
1148,1578 34th Ave,San Francisco,CA,94122,1488000,4,2,1682,3049,37.757691,-122.492507,28,80,60.2,28
1149,4021 Kirkham St,San Francisco,CA,94122,975000,2,2,825,2614,37.758387,-122.504086,28,80,60.2,28
1150,1663 26th Ave,San Francisco,CA,94122,1299000,3,3,1700,43560,37.756457,-122.484481,28,80,60.2,28
1151,1547 20th Ave,San Francisco,CA,94122,1300000,2,1,1304,3485,37.758884,-122.478202,28,80,60.2,28
1152,1883 40th Ave,San Francisco,CA,94122,998000,3,2,1214,2178,37.751719,-122.499152,28,80,60.2,28
1153,1866 23rd Ave,San Francisco,CA,94122,1500000,2,1,1500,3049,37.752826,-122.480344,28,80,60.2,28
1154,2820 Scott St,San Francisco,CA,94123,27500000,7,11,16000,6970,37.795901,-122.439947,25,88,69.7,25
1155,3107 Franklin St,San Francisco,CA,94123,3890000,3,5,,,37.803172,-122.426896,25,88,69.7,25
1156,3733 Broderick St,San Francisco,CA,94123,5795000,4,3.5,4341,5227,37.804793,-122.445874,25,88,69.7,25
1157,3624 Scott St,San Francisco,CA,94123,3495000,3,3.5,,2508,37.803433,-122.441682,25,88,69.7,25
1158,2833 Vallejo St,San Francisco,CA,94123,19000000,4,6.5,6050,3485,37.793825,-122.443872,25,88,69.7,25
1159,3560 Baker St,San Francisco,CA,94123,8750000,5,4.5,6055,3920,37.804107,-122.446782,25,88,69.7,25
1160,2265 Union St,San Francisco,CA,94123,4900000,4,2.5,3545,3485,37.796672,-122.436514,25,88,69.7,25
1161,2536 Greenwich St,San Francisco,CA,94123,8455000,4,6.5,6016,4356,37.798523,-122.441491,25,88,69.7,25
1162,2290 Green St,San Francisco,CA,94123,6750000,5,4.5,4198,2614,37.79622,-122.436655,25,88,69.7,25
1163,154 Alhambra St,San Francisco,CA,94123,2495000,2,1,2164,3485,37.802181,-122.439086,25,88,69.7,25
1164,3520 Baker St,San Francisco,CA,94123,6749000,4,3.5,,,37.803632,-122.446686,25,88,69.7,25
1165,2816 Laguna St,San Francisco,CA,94123,3995000,4,3.5,2934,,37.797417,-122.430204,25,88,69.7,25
1166,1974 Filbert St,San Francisco,CA,94123,5250000,4,3,3670,2614,37.798773,-122.432024,25,88,69.7,25
1167,1815 Vallejo St,San Francisco,CA,94123,4895000,5,3,3600,6534,37.796013,-122.427263,25,88,69.7,25
1168,1906 Greenwich St,San Francisco,CA,94123,2995000,4,2,2346,,37.799754,-122.43142,25,88,69.7,25
1169,2008 Vallejo St,San Francisco,CA,94123,5000000,5,3,,3485,37.796069,-122.430538,25,88,69.7,25
1170,1650 Bay St,San Francisco,CA,94123,2995000,3,2.5,2399,2178,37.803198,-122.434241,25,88,69.7,25
1171,114 Bridgeview Dr,San Francisco,CA,94124,899000,3,2,1475,3049,37.735102,-122.395737,27,65,24.6,27
1172,1262 Quesada Ave,San Francisco,CA,94124,749000,3,2,1356,2614,37.728922,-122.383124,27,65,24.6,27
1173,84 Exeter St,San Francisco,CA,94124,699000,3,2.5,1840,2614,37.721674,-122.399157,27,65,24.6,27
1174,1641-1643 Palou Ave,San Francisco,CA,94124,899000,5,3.5,1565,2614,37.734288,-122.391988,27,65,24.6,27
1175,1421 Ingalls St,San Francisco,CA,94124,1099000,5,3.5,2908,3920,37.729995,-122.382904,27,65,24.6,27
1176,11 Carpenter Ct,San Francisco,CA,94124,1248888,3,2.5,1838,3485,37.734915,-122.385281,27,65,24.6,27
1177,1091-1095 Gilman Ave,San Francisco,CA,94124,899000,3,1,3700,2614,37.719021,-122.390066,27,65,24.6,27
1178,1119 Hollister Ave,San Francisco,CA,94124,1150000,4,3,1700,2614,37.719752,-122.393021,27,65,24.6,27
1179,1426 Underwood Ave,San Francisco,CA,94124,799995,5,2,1596,3349,37.728185,-122.388488,27,65,24.6,27
1180,1484 Newcomb Ave,San Francisco,CA,94124,759000,3,1,798,2614,37.734166,-122.387392,27,65,24.6,27
1181,1712 LA Salle Ave,San Francisco,CA,94124,699000,2,1,841,2614,37.738013,-122.390817,27,65,24.6,27
1182,833 Ingerson Ave,San Francisco,CA,94124,1499000,5,3.5,2401,2614,37.717247,-122.390272,27,65,24.6,27
1183,1344 Thomas Ave,San Francisco,CA,94124,649000,2,1,1205,2614,37.727905,-122.386329,27,65,24.6,27
1184,1466 Revere Ave,San Francisco,CA,94124,859000,3,2,1789,2614,37.730454,-122.387489,27,65,24.6,27
1185,1406 Thomas Ave,San Francisco,CA,94124,1095000,3,2.5,,1742,37.728578,-122.387589,27,65,24.6,27
1186,1519 LA Salle Ave,San Francisco,CA,94124,995000,3,1,,2614,37.735454,-122.387374,27,65,24.6,27
1187,1606 Quesada Ave,San Francisco,CA,94124,799000,2,1,,2614,37.7326,-122.389616,27,65,24.6,27
1188,1647 Quesada Ave,San Francisco,CA,94124,798000,3,2,1670,2614,37.732597,-122.390681,27,65,24.6,27
1189,3225 Ingalls St,San Francisco,CA,94124,799000,2,2,825,2614,37.718626,-122.393074,27,65,24.6,27
1190,1819 Palou Ave,San Francisco,CA,94124,725000,3,1,790,2600,37.736324,-122.395582,27,65,24.6,27
1191,1370 Quesada Ave,San Francisco,CA,94124,814900,4,1.5,1211,2495,37.73006,-122.385129,27,65,24.6,27
1192,1947 Palou Ave,San Francisco,CA,94124,749000,2,1,1164,2614,37.737464,-122.397595,27,65,24.6,27
1193,1630 Wallace Loop,San Francisco,CA,94124,755000,2,1,1064,2614,37.728026,-122.391546,27,65,24.6,27
1194,1638 Quesada Ave,San Francisco,CA,94124,895000,3,1,,,37.732919,-122.390179,27,65,24.6,27
1195,1216 Newhall St,San Francisco,CA,94124,899000,3,2,1472,1125,37.736562,-122.391699,27,65,24.6,27
1196,2083 Palou Ave,San Francisco,CA,94124,899000,3,2,1067,2614,37.738867,-122.400059,27,65,24.6,27
1197,1487 Underwood Ave,San Francisco,CA,94124,950000,5,2,1488,2614,37.728376,-122.389897,27,65,24.6,27
1198,1430 Oakdale Ave,San Francisco,CA,94124,1275000,3,2,1450,2614,37.733036,-122.387039,27,65,24.6,27
1199,1670 Newcomb Ave,San Francisco,CA,94124,850000,2,1,1041,2495,37.736219,-122.390991,27,65,24.6,27
1200,6 Flora St,San Francisco,CA,94124,995000,3,2,1942,2178,37.732606,-122.394431,27,65,24.6,27
1201,1463 Thomas Ave,San Francisco,CA,94124,888000,2,1,995,2614,37.72876,-122.388908,27,65,24.6,27
1202,176 Topeka Ave,San Francisco,CA,94124,995000,2,1,1034,2178,37.73329,-122.398215,27,65,24.6,27
1203,607 Los Palmos Dr,San Francisco,CA,94127,2495000,3,2.5,3440,6534,37.73457,-122.455765,30,72,68.2,30
1204,117 Robinhood Dr,San Francisco,CA,94127,3800000,5,4.5,4005,8276,37.737029,-122.456512,30,72,68.2,30
1205,111 Santa Paula Ave,San Francisco,CA,94127,3300000,3,3,,5663,37.737747,-122.462991,30,72,68.2,30
1206,300 Molimo Dr,San Francisco,CA,94127,3300000,4,5.5,3338,4356,37.736928,-122.45185,30,72,68.2,30
1207,88 Los Palmos Dr,San Francisco,CA,94127,1195000,3,2,1260,3920,37.735176,-122.447535,30,72,68.2,30
1208,35 Rockwood Ct,San Francisco,CA,94127,2600000,3,3,3018,,37.742683,-122.456992,30,72,68.2,30
1209,190 San Benito Way,San Francisco,CA,94127,3175000,4,4,2975,4792,37.733409,-122.467305,30,72,68.2,30
1210,608 Foerster St,San Francisco,CA,94127,1295000,2,2,1345,2614,37.733269,-122.448599,30,72,68.2,30
1211,2235 Ocean Ave,San Francisco,CA,94127,1450000,4,2.5,,5663,37.728117,-122.467956,30,72,68.2,30
1212,35 Keystone Way,San Francisco,CA,94127,2398000,4,5,2429,3049,37.726377,-122.462859,30,72,68.2,30
1213,59 Rosewood Dr,San Francisco,CA,94127,1585000,3,2.5,2395,4356,37.733678,-122.459893,30,72,68.2,30
1214,672 Teresita Blvd,San Francisco,CA,94127,1295000,2,1.5,1300,3049,37.736131,-122.446473,30,72,68.2,30
1215,222 Juanita Way,San Francisco,CA,94127,1225000,2,2,1395,3049,37.741202,-122.455841,30,72,68.2,30
1216,262 Evelyn Way,San Francisco,CA,94127,1049000,3,1,1006,2614,37.742411,-122.449065,30,72,68.2,30
1217,107 Marietta Dr,San Francisco,CA,94127,2695000,4,3.5,2355,2614,37.74114,-122.448048,30,72,68.2,30
1218,2 Rosewood Dr,San Francisco,CA,94127,2695000,4,3,3387,4356,37.734595,-122.461343,30,72,68.2,30
1219,638 Foerster St,San Francisco,CA,94127,1295000,3,2,1744,2614,37.733612,-122.448602,30,72,68.2,30
1220,2623 15th Ave,San Francisco,CA,94127,2200000,3,2,2262,3049,37.739013,-122.471403,30,72,68.2,30
1221,80 Keystone Way,San Francisco,CA,94127,1495000,3,2,1831,3485,37.727433,-122.462335,30,72,68.2,30
1222,234 Molimo Dr,San Francisco,CA,94127,1259000,4,2,1580,3049,37.737086,-122.450067,30,72,68.2,30
1223,279 Cresta Vista Dr,San Francisco,CA,94127,1699888,4,3,1828,4046,37.735518,-122.453827,30,72,68.2,30
1224,27 Santa Monica Way,San Francisco,CA,94127,2175000,3,2,2189,4792,37.739127,-122.465175,30,72,68.2,30
1225,543 30th St,San Francisco,CA,94131,995000,2,1,1300,1307,37.74163,-122.431874,25,75,48.9,25
1226,717 Panorama Dr,San Francisco,CA,94131,1570000,3,2,2012,8712,37.753038,-122.453254,25,75,48.9,25
1227,3040 Castro St,San Francisco,CA,94131,999000,2,1,865,3049,37.735298,-122.432684,25,75,48.9,25
1228,50 Farview Ct,San Francisco,CA,94131,1195000,2,2,1452,3920,37.754905,-122.450591,25,75,48.9,25
1229,17 Laidley St,San Francisco,CA,94131,749000,1,1,570,436,37.741392,-122.431684,25,75,48.9,25
1230,1613 Church St,San Francisco,CA,94131,4085000,4,3.5,,2614,37.744847,-122.426463,25,75,48.9,25
1231,2131 Castro St,San Francisco,CA,94131,1995000,2,1,1386,2614,37.744379,-122.433094,25,75,48.9,25
1232,129 Laidley St,San Francisco,CA,94131,1650000,2,2,1536,2614,37.739904,-122.42939,25,75,48.9,25
1233,379 Dellbrook Ave,San Francisco,CA,94131,1399000,3,2.5,1588,5227,37.753016,-122.452498,25,75,48.9,25
1234,599 Oak Park Dr,San Francisco,CA,94131,2850000,5,3.5,3250,8712,37.756906,-122.46074,25,75,48.9,25
1235,310 Duncan St,San Francisco,CA,94131,3995000,4,5.5,3450,2614,37.746296,-122.427466,25,75,48.9,25
1236,407-A 30th St,San Francisco,CA,94131,1795000,2,2.5,,,37.741603,-122.429265,25,75,48.9,25
1237,139 Charles St,San Francisco,CA,94131,1195000,2,2,1090,2610,37.738147,-122.425781,25,75,48.9,25
1238,205 Dellbrook Ave,San Francisco,CA,94131,1495000,4,2,1755,3920,37.749459,-122.453396,25,75,48.9,25
1239,48 Turquoise Way,San Francisco,CA,94131,1748000,3,2,,,37.744433,-122.445937,25,75,48.9,25
1240,1753 Noe St,San Francisco,CA,94131,6250000,6,4.5,,3920,37.741009,-122.430523,25,75,48.9,25
1241,55 Elk St,San Francisco,CA,94131,1495000,2,2,1500,2614,37.7365,-122.439465,25,75,48.9,25
1242,527 29th St,San Francisco,CA,94131,1795000,3,2,2122,3049,37.743143,-122.431796,25,75,48.9,25
1243,6 Portola Dr,San Francisco,CA,94131,1195000,3,2,1177,1742,37.750426,-122.444194,25,75,48.9,25
1244,22 Portola Dr,San Francisco,CA,94131,2495000,4,3.5,3029,1742,37.750184,-122.444029,25,75,48.9,25
1245,119 Skyview Way,San Francisco,CA,94131,1265000,3,2,1418,3485,37.751688,-122.450248,25,75,48.9,25
1246,55 Woodhaven Ct,San Francisco,CA,94131,1398000,3,3,1745,3049,37.755893,-122.456264,25,75,48.9,25
1247,340 Warren Dr,San Francisco,CA,94131,1930000,3,3,1800,3920,37.75578,-122.461049,25,75,48.9,25
1248,4019 Cesar Chavez St,San Francisco,CA,94131,2195000,3,2,1800,3049,37.747286,-122.429795,25,75,48.9,25
1249,325 Laidley St,San Francisco,CA,94131,1995000,3,2,1996,3049,37.737338,-122.428467,25,75,48.9,25
1250,210 Laidley St,San Francisco,CA,94131,8995000,3,5,6600,4356,37.738508,-122.428275,25,75,48.9,25
1251,99 Christopher Dr,San Francisco,CA,94131,1195000,3,2,1282,3049,37.756686,-122.457187,25,75,48.9,25
1252,153 Warren Dr,San Francisco,CA,94131,1688000,3,3,1800,3485,37.753319,-122.458939,25,75,48.9,25
1253,224 Day St,San Francisco,CA,94131,2495000,4,2.5,2189,1742,37.743045,-122.427328,25,75,48.9,25
1254,147 Stillings Ave,San Francisco,CA,94131,1498000,3,2,1700,2614,37.734342,-122.443147,25,75,48.9,25
1255,255 Crestmont Dr,San Francisco,CA,94131,2199000,4,3.5,2739,3049,37.757204,-122.460066,25,75,48.9,25
1256,752 27th St,San Francisco,CA,94131,4495000,4,3.5,3496,3049,37.746533,-122.437061,25,75,48.9,25
1257,1525 Noe St,San Francisco,CA,94131,2250000,3,2,1990,2614,37.744647,-122.430894,25,75,48.9,25
1258,30 Conrad St,San Francisco,CA,94131,3295000,4,3.5,3018,2614,37.737845,-122.436477,25,75,48.9,25
1259,265 Amber Dr,San Francisco,CA,94131,1798000,4,2.5,1953,2752,37.744371,-122.44346,25,75,48.9,25
1260,351 Lakeshore Dr,San Francisco,CA,94132,1495000,4,3.5,1995,3136,37.73258,-122.4973,37,68,64.5,37
1261,230 Shields St,San Francisco,CA,94132,1298000,3,2,1961,2614,37.718125,-122.465025,37,68,64.5,37
1262,537 Garfield St,San Francisco,CA,94132,888000,2,1,1000,2178,37.719463,-122.467823,37,68,64.5,37
1263,323 Byxbee St,San Francisco,CA,94132,1195000,4,2,,2614,37.720179,-122.470136,37,68,64.5,37
1264,140 Winston Dr,San Francisco,CA,94132,1888000,4,3.5,3112,5249,37.72706,-122.473946,37,68,64.5,37
1265,901 Sloat Blvd,San Francisco,CA,94132,1549000,3,2,1805,4792,37.734202,-122.481385,37,68,64.5,37
1266,956 Junipero Serra Blvd,San Francisco,CA,94132,1148000,2,2,1602,3485,37.720424,-122.472964,37,68,64.5,37
1267,83 Forest View Dr,San Francisco,CA,94132,1299000,3,2,1565,2614,37.73272,-122.483929,37,68,64.5,37
1268,20 Ardenwood Way,San Francisco,CA,94132,1795000,3,3,2125,3485,37.735504,-122.472887,37,68,64.5,37
1269,278 Vernon St,San Francisco,CA,94132,1495000,5,3,2140,2614,37.717518,-122.467756,37,68,64.5,37
1270,1059 Vallejo St,San Francisco,CA,94133,6900000,2,2,2780,1742,37.79765,-122.414675,28,80,60.8,28
1271,950 Lombard St,San Francisco,CA,94133,45000000,6,7.5,9500,15681.6,37.802603,-122.417083,28,80,60.8,28
1272,233 Chestnut St,San Francisco,CA,94133,8300000,5,5.5,5274,3920,37.804221,-122.407215,28,80,60.8,28
1273,35 Dartmouth St,San Francisco,CA,94134,1049000,3,1,1575,2178,37.730589,-122.413283,30,65,32.9,30
1274,124 Garrison Ave,San Francisco,CA,94134,950000,5,3,1719,1424,37.709451,-122.413383,30,65,32.9,30
1275,1357 Brussels St,San Francisco,CA,94134,649950,1,1,488,1307,37.715669,-122.400562,30,65,32.9,30
1276,105 Yale St,San Francisco,CA,94134,918000,2,1,1121,1751,37.727763,-122.41762,30,65,32.9,30
1277,52 Teddy Ave,San Francisco,CA,94134,899000,2,3,1521,,37.713655,-122.40316,30,65,32.9,30
1278,60 Racine Ln,San Francisco,CA,94134,1398000,6,4,2315,1742,37.712631,-122.401893,30,65,32.9,30
1279,61 Somerset St,San Francisco,CA,94134,699000,2,1,800,1307,37.730519,-122.409011,30,65,32.9,30
1280,244 Goettingen St,San Francisco,CA,94134,1288000,4,2,2350,3049,37.728613,-122.407624,30,65,32.9,30
1281,2 Sparta St,San Francisco,CA,94134,1195000,5,3,2826,2614,37.718234,-122.403746,30,65,32.9,30
1282,241 Harkness Ave,San Francisco,CA,94134,848000,4,2,2223,3049,37.717141,-122.402157,30,65,32.9,30
1283,441 Wilde Ave,San Francisco,CA,94134,998000,3,2.5,1295,2614,37.717307,-122.40626,30,65,32.9,30
1284,215 Gambier St,San Francisco,CA,94134,1398000,4,4,2028,2178,37.726678,-122.421498,30,65,32.9,30
1285,1360 Wayland St,San Francisco,CA,94134,1398000,4,2,2262,2614,37.723386,-122.415638,30,65,32.9,30
1286,1174 Goettingen St,San Francisco,CA,94134,724500,2,1,780,1742,37.717513,-122.402931,30,65,32.9,30
1287,919 Silver Ave,San Francisco,CA,94134,849000,3,1,1131,2614,37.729042,-122.417044,30,65,32.9,30
1288,309 Sawyer St,San Francisco,CA,94134,758000,2,1,800,1742,37.714093,-122.413752,30,65,32.9,30
1289,130 Felton St,San Francisco,CA,94134,999000,3,2.5,2100,2614,37.729845,-122.406213,30,65,32.9,30
1290,256 Gambier St,San Francisco,CA,94134,888000,2,2,825,3049,37.726077,-122.421858,30,65,32.9,30
1291,106 Gaven St,San Francisco,CA,94134,849000,2,1,1375,2178,37.733797,-122.407885,30,65,32.9,30
1292,125 Schwerin St,San Francisco,CA,94134,888000,3,2,1050,2640,37.71165,-122.410567,30,65,32.9,30
1293,601 Woolsey St,San Francisco,CA,94134,799000,2,1,1600,3049,37.723698,-122.407604,30,65,32.9,30
1294,130 Hamilton St,San Francisco,CA,94134,998000,2,1,1605,3485,37.72915,-122.41112,30,65,32.9,30
1295,226 Brookdale Ave,San Francisco,CA,94134,799000,2,1,1040,2614,37.710545,-122.423216,30,65,32.9,30
1296,143 Gaven St,San Francisco,CA,94134,899000,2,1,1219,1742,37.733229,-122.408438,30,65,32.9,30
1297,1 Cielito Dr,San Francisco,CA,94134,689000,3,2,1304,2178,37.710154,-122.421495,30,65,32.9,30
1298,76 Cielito Dr,San Francisco,CA,94134,1300000,4,2,1174,2178,37.709423,-122.422265,30,65,32.9,30
1299,632-632 Sawyer St,San Francisco,CA,94134,899000,4,2,1540,2178,37.709256,-122.4162,30,65,32.9,30
1300,815 Goettingen St,San Francisco,CA,94134,775000,3,1,1267,1742,37.721871,-122.404277,30,65,32.9,30
1301,375 Oxford St,San Francisco,CA,94134,998000,3,1,1200,1742,37.725328,-122.418802,30,65,32.9,30
1302,35 Dartmouth St,San Francisco,CA,94134,1049000,3,1,1575,2178,37.730589,-122.413283,30,65,32.9,30
1303,124 Garrison Ave,San Francisco,CA,94134,950000,5,3,1719,1424,37.709451,-122.413383,30,65,32.9,30
1304,1357 Brussels St,San Francisco,CA,94134,649950,1,1,488,1307,37.715669,-122.400562,30,65,32.9,30
1305,105 Yale St,San Francisco,CA,94134,918000,2,1,1121,1751,37.727763,-122.41762,30,65,32.9,30
1306,52 Teddy Ave,San Francisco,CA,94134,899000,2,3,1521,,37.713655,-122.40316,30,65,32.9,30
1307,60 Racine Ln,San Francisco,CA,94134,1398000,6,4,2315,1742,37.712631,-122.401893,30,65,32.9,30
1308,61 Somerset St,San Francisco,CA,94134,699000,2,1,800,1307,37.730519,-122.409011,30,65,32.9,30
1309,244 Goettingen St,San Francisco,CA,94134,1288000,4,2,2350,3049,37.728613,-122.407624,30,65,32.9,30
1310,2 Sparta St,San Francisco,CA,94134,1195000,5,3,2826,2614,37.718234,-122.403746,30,65,32.9,30
1311,241 Harkness Ave,San Francisco,CA,94134,848000,4,2,2223,3049,37.717141,-122.402157,30,65,32.9,30
1312,441 Wilde Ave,San Francisco,CA,94134,998000,3,2.5,1295,2614,37.717307,-122.40626,30,65,32.9,30
1313,215 Gambier St,San Francisco,CA,94134,1398000,4,4,2028,2178,37.726678,-122.421498,30,65,32.9,30
1314,1360 Wayland St,San Francisco,CA,94134,1398000,4,2,2262,2614,37.723386,-122.415638,30,65,32.9,30
1315,1174 Goettingen St,San Francisco,CA,94134,724500,2,1,780,1742,37.717513,-122.402931,30,65,32.9,30
1316,919 Silver Ave,San Francisco,CA,94134,849000,3,1,1131,2614,37.729042,-122.417044,30,65,32.9,30
1317,309 Sawyer St,San Francisco,CA,94134,758000,2,1,800,1742,37.714093,-122.413752,30,65,32.9,30
1318,130 Felton St,San Francisco,CA,94134,999000,3,2.5,2100,2614,37.729845,-122.406213,30,65,32.9,30
1319,256 Gambier St,San Francisco,CA,94134,888000,2,2,825,3049,37.726077,-122.421858,30,65,32.9,30
1320,106 Gaven St,San Francisco,CA,94134,849000,2,1,1375,2178,37.733797,-122.407885,30,65,32.9,30
1321,125 Schwerin St,San Francisco,CA,94134,888000,3,2,1050,2640,37.71165,-122.410567,30,65,32.9,30
1322,601 Woolsey St,San Francisco,CA,94134,799000,2,1,1600,3049,37.723698,-122.407604,30,65,32.9,30
1323,130 Hamilton St,San Francisco,CA,94134,998000,2,1,1605,3485,37.72915,-122.41112,30,65,32.9,30
1324,226 Brookdale Ave,San Francisco,CA,94134,799000,2,1,1040,2614,37.710545,-122.423216,30,65,32.9,30
1325,143 Gaven St,San Francisco,CA,94134,899000,2,1,1219,1742,37.733229,-122.408438,30,65,32.9,30
1326,1 Cielito Dr,San Francisco,CA,94134,689000,3,2,1304,2178,37.710154,-122.421495,30,65,32.9,30
1327,76 Cielito Dr,San Francisco,CA,94134,1300000,4,2,1174,2178,37.709423,-122.422265,30,65,32.9,30
1328,632-632 Sawyer St,San Francisco,CA,94134,899000,4,2,1540,2178,37.709256,-122.4162,30,65,32.9,30
1329,815 Goettingen St,San Francisco,CA,94134,775000,3,1,1267,1742,37.721871,-122.404277,30,65,32.9,30
1330,375 Oxford St,San Francisco,CA,94134,998000,3,1,1200,1742,37.725328,-122.418802,30,65,32.9,30
1331,369 Churchill Ave,Palo Alto,CA,94301,39988000,5,7.5,10877,48787.2,37.439161,-122.148659,78,5,80.9,5
1332,1600 Bryant St,Palo Alto,CA,94301,18750000,6,3.5,6225,22651.2,37.43686,-122.147888,78,5,80.9,5
1333,1995 Waverley St,Palo Alto,CA,94301,20500000,5,4.5,6120,19602,37.435741,-122.14147,78,5,80.9,5
1334,51 Crescent Dr,Palo Alto,CA,94301,16800000,5,6.5,7145,22651.2,37.45786,-122.145011,78,5,80.9,5
1335,1039 University Ave,Palo Alto,CA,94301,13500000,5,4.5,5617,20037.6,37.455197,-122.152995,78,5,80.9,5
1336,1246 Pitman Ave,Palo Alto,CA,94301,6198000,5,4.5,3014,8259,37.451718,-122.145974,78,5,80.9,5
1337,543 Seale Ave,Palo Alto,CA,94301,11880000,7,6.5,5673,10018.8,37.438214,-122.14149,78,5,80.9,5
1338,2130 Byron St,Palo Alto,CA,94301,7495000,5,4.5,4591,6599,37.43717,-122.137319,78,5,80.9,5
1339,1019 Harker Ave,Palo Alto,CA,94301,4595000,5,3,2785,8773,37.446941,-122.14593,78,5,80.9,5
1340,2281 Byron St,Palo Alto,CA,94301,7488000,5,5.5,5665,11761.2,37.436268,-122.13504,78,5,80.9,5
1341,711 Addison Ave,Palo Alto,CA,94301,4998000,4,4.5,2600,5550,37.44718,-122.150579,78,5,80.9,5
1342,741 Homer Ave,Palo Alto,CA,94301,6698000,5,5.5,3750,10018.8,37.449254,-122.152759,78,5,80.9,5
1343,435 Santa Rita Ave,Palo Alto,CA,94301,12880000,4,3.5,3321,14810.4,37.435445,-122.140615,78,5,80.9,5
1344,123 Tennyson Ave,Palo Alto,CA,94301,7988000,5,5.5,6044,12196.8,37.433944,-122.147741,78,5,80.9,5
1345,439 Lincoln Ave,Palo Alto,CA,94301,11800000,5,3.5,3652,20037.6,37.443219,-122.152683,78,5,80.9,5
1346,1220 Hamilton Ave,Palo Alto,CA,94301,4198000,2,2,2056,7749,37.454068,-122.146414,78,5,80.9,5
1347,1429 Emerson St,Palo Alto,CA,94301,7388000,5,3.5,4253,10018.8,37.437478,-122.150626,78,5,80.9,5
1348,2065 Alma St,Palo Alto,CA,94301,2288000,3,2,1386,5000,37.431378,-122.144337,78,5,80.9,5
1349,526 Center Dr,Palo Alto,CA,94301,6500000,4,3.5,3131,14374.8,37.455827,-122.144119,78,5,80.9,5
1350,1136 Waverley St,Palo Alto,CA,94301,6275000,5,2.5,2976,9100,37.441757,-122.152354,78,5,80.9,5
1351,575 Everett Ave,Palo Alto,CA,94301,3998000,4,3.5,2441,5075,37.45101,-122.160963,78,5,80.9,5
