,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
19,"
                  564 Liberty St,
                  ",San Francisco,CA,94114,"$2,995,000",4,3,"2,845","3,049",37.75718,-122.433833
20,"
                  52 Yukon St,
                  ",San Francisco,CA,94114,"$2,988,000",5,3.5+,"2,938","2,287",37.758749,-122.442405
21,"
                  170 Palo Alto Ave,
                  ",San Francisco,CA,94114,"$2,914,250",4,3,"2,683","6,098",37.756996,-122.449991
22,"
                  571 Noe St,
                  ",San Francisco,CA,94114,"$4,200,000",3,3.5,,"2,614",37.759912,-122.43236
23,"
                  52 Clarendon Ave,
                  ",San Francisco,CA,94114,"$4,295,000",3,5,"3,730","2,614",37.759048,-122.450222
24,"
                  140 Clarendon Ave,
                  ",San Francisco,CA,94114,"$4,995,000",4,3.5,"4,350","6,970",37.758589,-122.452371
25,"
                  688 Clipper St,
                  ",San Francisco,CA,94114,"$2,800,000",4,3.5,"2,388","3,523",37.74883,-122.439962
26,"
                  4273 22nd St,
                  ",San Francisco,CA,94114,"$1,995,000",3,2,"1,795","3,049",37.753893,-122.440286
1,"
                  2104 Divisadero St,
                  ",San Francisco,CA,94115,"$3,895,000",4,3,"2,740","2,178",37.789302,-122.440403
2,"
                  2919 California St,
                  ",San Francisco,CA,94115,"$4,800,000",4,3.5,,"2,614",37.787443,-122.442913
3,"
                  2115 Bush St,
                  ",San Francisco,CA,94115,"$5,250,000",4,4.5,"3,500","4,356",37.786868,-122.432399
4,"
                  2440 Scott St,
                  ",San Francisco,CA,94115,"$5,995,000",4,3.5,"4,392","2,614",37.792403,-122.439368
5,"
                  145 Presidio Ave,
                  ",San Francisco,CA,94115,"$7,495,000",4,4.5,"4,701",,37.790185,-122.447635
6,"
                  2814 Clay St,
                  ",San Francisco,CA,94115,"$3,995,000",6,4.5,,"3,920",37.790254,-122.439923
7,"
                  2148 Pine St,
                  ",San Francisco,CA,94115,"$4,200,000",4,3.5,"3,539","3,485",37.788549,-122.431195
8,"
                  1960 Golden Gate Ave,
                  ",San Francisco,CA,94115,"$2,299,000",3,3,,"2,614",37.778365,-122.443237
9,"
                  2094 Bush St,
                  ",San Francisco,CA,94115,"$2,790,000",3,2.5,"2,346","2,060",37.787466,-122.431702
10,"
                  2787 Pine St,
                  ",San Francisco,CA,94115,"$1,650,000",4,4,"2,244","2,178",37.786721,-122.441564
11,"
                  1335 Divisadero St,
                  ",San Francisco,CA,94115,"$2,495,000",4,2.5,"2,124","2,614",37.781982,-122.43953
12,"
                  2406 Bush St,
                  ",San Francisco,CA,94115,"$3,500,000",3,3,"2,375","2,614",37.786796,-122.437057
1,"
                  2662 46th Ave,
                  ",San Francisco,CA,94116,"$1,038,000",2,2,900,"3,049",37.73689,-122.503949
2,"
                  464 Dewey Blvd,
                  ",San Francisco,CA,94116,"$1,199,000",3,1.5,,,37.746411,-122.460754
3,"
                  1845 Pacheco St,
                  ",San Francisco,CA,94116,"$1,298,888",3,2,"1,951","2,060",37.750151,-122.480294
4,"
                  2005 21st Ave,
                  ",San Francisco,CA,94116,"$1,388,000",3,3,"1,705","2,178",37.75019,-122.478624
5,"
                  2179 27th Ave,
                  ",San Francisco,CA,94116,"$1,350,000",2,1,"1,400","3,049",37.746809,-122.484883
6,"
                  2621 24th Ave,
                  ",San Francisco,CA,94116,"$1,149,500",2,1,"1,160","3,049",37.738588,-122.481081
7,"
                  2563 47th Ave,
                  ",San Francisco,CA,94116,"$995,000",2,1,878,"3,049",37.738682,-122.505806
8,"
                  2122 14th Ave,
                  ",San Francisco,CA,94116,"$2,498,000",6,4.5,"4,144",,37.748482,-122.470264
