Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
15 Saddle Ln,Novato,CA,94947,1677000,5,3,5001,51400.8,38.104755,-122.622268
1367 Monte Maria Ave,Novato,CA,94947,759000,3,2,1278,8999,38.086686,-122.565152
5 Rebelo Ln,Novato,CA,94947,2095000,5,4.5,4000,82764,38.101125,-122.628312
2 Tenaya Ln,Novato,CA,94947,1350000,4,3.5,3295,21780,38.093594,-122.576982
2463 Vineyard Rd,Novato,CA,94947,1749000,4,3,3588,22651.2,38.102704,-122.619174
65 Palomino Cir,Novato,CA,94947,1375000,4,3.5,3725,22651.2,38.099286,-122.621852
14 Santa Maria Dr,Novato,CA,94947,950000,4,2.5,2326,13068,38.103802,-122.607844
147 Wild Horse Valley Dr,Novato,CA,94947,1375000,4,2.5,2962,72309.6,38.0933,-122.621611
1378 Denlyn St,Novato,CA,94947,750000,3,2,1132,7501,38.084825,-122.564479
1 Syosset Ln,Novato,CA,94947,1395000,3,2,1698,40075.2,38.092267,-122.599955
33 Balra Dr,Novato,CA,94947,725000,3,2.5,1301,11761.2,38.085101,-122.567606
11 Gothic Dr,Novato,CA,94947,775000,4,2,1924,9121,38.101401,-122.584021
795 Eucalyptus Ave,Novato,CA,94947,1495000,3,2.5,2284,14374.8,38.110325,-122.605046
100 Stasia Ct,Novato,CA,94947,790000,3,2,1241,9487,38.111295,-122.61805
648 Louise Ave,Novato,CA,94947,849000,3,2,1225,8481,38.103562,-122.601159
14 Jackson Ct,Novato,CA,94947,839999,4,2,1737,18295.2,38.085559,-122.579605
1 Hune Ct,Novato,CA,94947,949000,4,2,2270,10018.8,38.110596,-122.602686
69 Laurie Dr,Novato,CA,94947,995000,4,2.5,2144,12632.4,38.107959,-122.600297
6 Pastel Ct,Novato,CA,94947,875000,3,2,1768,11325.6,38.09334,-122.567079
76 Pico Vista,Novato,CA,94947,849000,3,2,1172,7701,38.114124,-122.592113
22 Hillswood Dr,Novato,CA,94947,855000,4,2,1941,7501,38.086452,-122.5676
47 Santa Maria Dr,Novato,CA,94947,1090000,4,2.5,2157,12196.8,38.101163,-122.609116
55 San Joaquin Pl,Novato,CA,94947,849000,3,2,1733,14810.4,38.107782,-122.615645
650 Midway Blvd,Novato,CA,94947,899000,4,3,1997,10890,38.080066,-122.563823
475 Arthur St,Novato,CA,94947,679000,3,2,1331,8999,38.091815,-122.568754
2147 Mill Rd,Novato,CA,94947,1097000,5,2.5,2576,10454.4,38.103688,-122.606703
2579 Center Rd,Novato,CA,94947,825000,3,2,1872,8050,38.111295,-122.621729
71 Blanca Dr,Novato,CA,94947,1198000,6,2.5,,,38.098934,-122.609101
6050 Lucas Valley Rd,Nicasio,CA,94946,1198000,3,2,2672,276606,38.058402,-122.660851
130 Camino Margarita,Nicasio,CA,94946,1995000,3,2,3109,410335.2,38.041772,-122.649722
2100 Nicasio Valley Rd,Nicasio,CA,94946,3500000,3,3,2717,2341785.6,38.040446,-122.680207
200 Road to Rnch # None,Nicasio,CA,94946,5250000,3,2,3000,3267000,38.052187,-122.713094
1 Lafranchi Ln,Nicasio,CA,94946,2249000,3,3,3400,184694.4,38.062608,-122.702086
435 School Rd,Novato,CA,94945,1299000,4,3,2805,130680,38.110842,-122.527761
610 Manuel Dr,Novato,CA,94945,740000,3,2,1247,7500,38.1017,-122.559847
202 San Carlos Way,Novato,CA,94945,1005000,4,2,1927,7802,38.118226,-122.59742
10 Summit Ln,Novato,CA,94945,1495000,4,3.5,4277,96703.2,38.111333,-122.521797
36 Owl Ridge Ct,Novato,CA,94945,1878000,5,5.5,5089,23522.4,38.100949,-122.50903
30 Trailview Ct,Novato,CA,94945,2149000,4,3.5,3970,37026,38.121001,-122.550372
2528 Laguna Vista Dr,Novato,CA,94945,1399000,4,2.5,3736,60548.4,38.121582,-122.537519
106 Kristin Marie Ct,Novato,CA,94945,2198000,5,6,4626,161607.6,38.116097,-122.550233
10 Olive Ct,Novato,CA,94945,1149000,5,4.5,3154,9239,38.106271,-122.550909
1182 Simmons Ln,Novato,CA,94945,1018000,3,3,1743,10890,38.120136,-122.5854
302 Norton Ave,Novato,CA,94945,995000,2,2,1928,10018.8,38.105563,-122.496348
2116 Laguna Vista Dr,Novato,CA,94945,949000,4,3,2664,15681.6,38.118829,-122.527447
35 Harbor Dr,Novato,CA,94945,1595000,4,3,4708,40946.4,38.109234,-122.506962
42 Lockton Ln,Novato,CA,94945,2349000,4,3,5062,62290.8,38.110335,-122.518515
333 San Marin Dr,Novato,CA,94945,895000,3,2.5,2012,7870,38.123479,-122.594878
37 Nunes Dr,Novato,CA,94945,2299000,4,3,4568,54450,38.129909,-122.575926
123 Stonetree Ln,Novato,CA,94945,1799000,4,3.5,4845,27007.2,38.103846,-122.502601
97 Pinheiro Cir,Novato,CA,94945,1349000,5,3.5,3861,9858,38.114873,-122.57195
664 Plum St,Novato,CA,94945,725000,3,1,1087,7000,38.111686,-122.559585
70 Atherton Oaks Dr,Novato,CA,94945,1829000,3,2.5,2794,74487.6,38.108983,-122.522402
2573 Topaz Dr,Novato,CA,94945,784500,3,2.5,1752,7200,38.122797,-122.526725
82 Glen Rd,Novato,CA,94945,760000,2,1,810,42688.8,38.107438,-122.511056
214 Ranch Ct,Novato,CA,94945,1130000,4,3.5,2857,7601,38.113426,-122.572916
120 Iolanthus Ave,Novato,CA,94945,850000,3,3,2378,19602,38.106009,-122.497437
360 San Carlos Way,Novato,CA,94945,988000,4,2.5,2430,7667,38.123048,-122.591137
1162 Lea Dr,Novato,CA,94945,890000,3,2,1560,7518,38.103387,-122.550556
727 Alice St,Novato,CA,94945,899000,4,2,1673,19602,38.100916,-122.563634
5 Jacob Ct,Novato,CA,94945,1295000,4,3,3212,18295.2,38.106158,-122.546862
322 Laurel Ave,Novato,CA,94945,925000,2,1.5,1232,20037.6,38.104722,-122.497383
288 Olive Ave,Novato,CA,94945,2099000,4,4,3865,43995.6,38.107781,-122.541434
1142 Simmons Ln,Novato,CA,94945,940000,3,2.5,1650,39204,38.118187,-122.584616
8 Reichert Ct,Novato,CA,94945,919000,4,2.5,2283,7700,38.102608,-122.564758
1150 Santolina Dr,Novato,CA,94945,1100000,4,2.5,2284,16988.4,38.11856,-122.571755
68 Rockrose Way,Novato,CA,94945,1195000,4,3,2504,9448,38.119001,-122.574235
33 Bridge Rd,Novato,CA,94945,1125000,1,1,1667,23958,38.114908,-122.509604
1361 Main St,Montara,CA,94037,1995000,4,4,3088,5615,,
496 6th St,Montara,CA,94037,3100000,4,2.5,9763,40075.2,37.540374,-122.51015
771 Rivera Rd,Montara,CA,94037,10000000,3,2.5,2600,10715760,37.545572,-122.493579
659 George St,Montara,CA,94037,1100000,3,2,1952,6251,37.541083,-122.505788
586 6th St,Montara,CA,94037,1345000,4,2.5,2220,5001,37.539666,-122.5079
741 Harte St,Montara,CA,94037,1165000,3,2,1800,6251,37.539128,-122.506211
320 10th St,Montara,CA,94037,1175000,3,2,1580,8999,37.539169,-122.514878
202 11th St,Montara,CA,94037,1978000,4,3,3087,8999,37.539011,-122.516387
800 Edgewood Ave,Mill Valley,CA,94941,3595000,6,6.5,5607,241758,37.907352,-122.569182
372 Richardson Way,Mill Valley,CA,94941,1395000,4,2,2208,11325.6,37.875721,-122.533082
6 Dawn Pl,Mill Valley,CA,94941,2895000,5,4.5,3255,15246,37.915758,-122.53383
13 Olive St,Mill Valley,CA,94941,1549000,2,2,1270,1899,37.905526,-122.55163
153 Chapel Dr,Mill Valley,CA,94941,6495000,5,4.5,6573,22215.6,37.885026,-122.508318
280 Ralston Ave,Mill Valley,CA,94941,2650000,5,3.5,5339,51400.8,37.917792,-122.557058
666 Sequoia Valley Rd,Mill Valley,CA,94941,899000,2,1,1523,20908.8,37.89891,-122.558976
115 Highland Ln,Mill Valley,CA,94941,3750000,5,4,,10018.8,37.888472,-122.52741
61 N Knoll Rd,Mill Valley,CA,94941,3270000,7,5,5072,12196.8,37.904618,-122.512688
259 Corte Madera Ave,Mill Valley,CA,94941,1495000,3,2,1786,7022,37.914113,-122.552516
9 Bay Vista Dr,Mill Valley,CA,94941,1325000,2,1,1368,13503.6,37.899828,-122.504862
166 Hillside Ave,Mill Valley,CA,94941,1629000,3,2.5,1938,16988.4,37.908784,-122.54329
30 Sunnycrest Ave,Mill Valley,CA,94941,2199000,4,3,3463,17424,37.901713,-122.56117
7 Strawberry Lndg,Mill Valley,CA,94941,4495000,3,2,,15246,37.887798,-122.501219
74 Sycamore Ave,Mill Valley,CA,94941,2395000,3,2,1951,7000,37.901766,-122.539885
752 Marin Dr,Mill Valley,CA,94941,1250000,3,3,1724,8050,37.878264,-122.543894
315 Ralston Ave,Mill Valley,CA,94941,2595000,5,3.5,3742,41817.6,37.9184,-122.559121
110 Reed St,Mill Valley,CA,94941,1700000,3,2,1988,10454.4,37.894904,-122.537693
354 Starling Rd,Mill Valley,CA,94941,1049000,2,1,,6098,37.878068,-122.528912
11 Sky Rd,Mill Valley,CA,94941,3695000,5,3,3458,20037.6,37.90157,-122.506611
38 Topside Way,Mill Valley,CA,94941,2645000,5,3.5,3650,14374.8,37.880991,-122.501277
29 Bay Vista Dr,Mill Valley,CA,94941,2995000,4,3,3120,13068,37.900174,-122.50528
10 Manzanita Pl,Mill Valley,CA,94941,1895000,3,2.5,2136,22651.2,37.919498,-122.557589
54 Woodside Ln,Mill Valley,CA,94941,1295000,3,2,1456,6325,37.89924,-122.541278
365 Lovell Ave,Mill Valley,CA,94941,3600000,4,3.5,3455,11325.6,37.91167,-122.558968
395 Lowell Ave,Mill Valley,CA,94941,1395000,3,2,1780,9901,37.884338,-122.532627
420 Monte Vista Ave,Mill Valley,CA,94941,1975000,5,3.5,3696,43560,37.910945,-122.563963
4 Courtney Ln,Mill Valley,CA,94941,1295000,3,2.5,1956,4417,37.906686,-122.513306
8 Deer Hill Ct,Mill Valley,CA,94941,2150000,4,2.5,3250,12196.8,37.893095,-122.509137
2 Shayan Ct,Mill Valley,CA,94941,1259000,3,2.5,1796,4944,37.900934,-122.512402
3 Pine Ridge Way,Mill Valley,CA,94941,1795000,5,4,2793,16117.2,37.88499,-122.534431
16 Manzanita Pl,Mill Valley,CA,94941,2995000,4,3,3414,27878.4,37.91918,-122.555694
431 Median Way,Mill Valley,CA,94941,2800000,5,3,3298,10890,37.885539,-122.533729
139 Richardson Dr,Mill Valley,CA,94941,1195000,3,2,1672,6242,37.89882,-122.507968
304 Bristol Pl,Mill Valley,CA,94941,1895000,4,2.5,2171,7735,37.874576,-122.529964
13 Eton Way,Mill Valley,CA,94941,2350000,4,3,3037,68389.2,37.911035,-122.52717
669 Northern Ave,Mill Valley,CA,94941,1249000,3,2,1554,13503.6,37.87792,-122.546456
523 Brookline Ave,Mill Valley,CA,94941,1649000,4,2.5,2225,12632.4,37.883494,-122.543907
258 Hillside Ave,Mill Valley,CA,94941,3495000,5,5,4614,10890,37.909228,-122.543902
604 Panoramic Hwy,Mill Valley,CA,94941,1595000,2,2.5,2573,7070,37.904634,-122.57006
12 Manzanita Pl,Mill Valley,CA,94941,2795000,4,3.5,3504,23086.8,37.919303,-122.557198
215 Benson Cir,Mill Valley,CA,94941,2850000,5,3.5,4218,10890,37.914852,-122.519682
50 Quarry Rd,Mill Valley,CA,94941,1895000,3,3.5,2280,10890,37.919946,-122.553223
24 Hillcrest Rd,Mill Valley,CA,94941,2600000,3,2,4019,8394,37.907719,-122.539958
1058 Arroyo Grande Dr,Napa,CA,94558,299975,3,2,1049,12632.4,38.512624,-122.185474
1073 Broadmoor Dr,Napa,CA,94558,695000,3,2,1371,9927,38.312454,-122.345829
3982 Lucero St,Napa,CA,94558,745000,3,2,2015,6247,38.336332,-122.311681
2440 Soda Canyon Rd,Napa,CA,94558,675000,3,2,1268,230868,38.41248,-122.293518
2773 Clifford St,Napa,CA,94558,625000,3,2.5,1534,7079,38.281358,-122.307595
4155 Ortez Ct,Napa,CA,94558,619000,3,2,1666,6660,38.330188,-122.325709
42 Harrison Ave,Napa,CA,94558,465000,2,1,765,5780,38.295127,-122.3052
6235 Dry Creek Rd,Napa,CA,94558,799000,2,1.5,2037,321037.2,38.409832,-122.450692
214 Jasmine Ct,Napa,CA,94558,479000,3,2,1152,44431.2,38.517564,-122.182999
3450 Twin Oaks Dr,Napa,CA,94558,599000,4,2,1568,9422,38.302799,-122.340435
1600 Rainier Ave,Napa,CA,94558,765000,4,2.5,2810,9322,38.329218,-122.308317
3681 Oxford St,Napa,CA,94558,555000,3,2,1680,5898,38.32316,-122.317489
1648 Bryce Ct,Napa,CA,94558,560000,3,2,1510,6303,38.33384,-122.312019
642 Cunard Dr,Napa,CA,94558,620000,4,2,1765,8019,38.316212,-122.2831
27 Edgefield Ct,Napa,CA,94558,830000,4,2.5,2322,6255,38.333762,-122.330001
265 Roosevelt St,Napa,CA,94558,625000,2,2,1372,6896,38.290761,-122.308681
189 Dewitt Ave,Napa,CA,94558,489000,3,1,1017,7392,38.299319,-122.313682
30 Chelsea Ave,Napa,CA,94558,529800,3,1,855,5384,38.296169,-122.310455
1248 Regina Dr,Napa,CA,94558,569000,3,2,1281,6534,38.330917,-122.303921
2505 Macmillan St,Napa,CA,94558,565000,3,2,1080,6016,38.317824,-122.322854
2025 Morlan Dr,Napa,CA,94558,675000,3,2,1471,27878.4,38.312091,-122.30852
1033 Pueblo Ave,Napa,CA,94558,524500,2,1,1065,8076,38.315695,-122.296166
4420 Dumas St,Napa,CA,94558,855000,4,3,2407,5217,38.33284,-122.326652
2336 England Ln,Napa,CA,94558,580000,3,2,1292,8577,38.305958,-122.306551
10 Lone Oak Ct,Napa,CA,94558,1179000,3,2.5,2593,8904,38.307098,-122.311141
4410 Meadowlark Dr,Napa,CA,94558,625000,3,2,1420,5976,38.344144,-122.31425
1415 Rubicon St,Napa,CA,94558,595000,3,2,1189,6098,38.323697,-122.302795
1126 Deerfield Dr,Napa,CA,94558,899000,4,2,1873,10454.4,38.309129,-122.337774
,Napa,CA,94558,669000,4,2,1553,5837,38.316926,-122.323717
480 Pickwick Dr,Napa,CA,94558,589900,4,2,1383,6098,38.284831,-122.305528
3301 Shadow Hill Ln,Napa,CA,94558,697000,3,2,1644,7754,38.302686,-122.317182
1089 Green Valley Rd,Napa,CA,94558,6200000,5,6.5,8700,1661378.4,38.289124,-122.233189
3408 Deerfield Ct,Napa,CA,94558,919995,4,3,2128,10454.4,38.309307,-122.338717
1014 Broadmoor Dr,Napa,CA,94558,699000,3,2,1355,10018.8,38.309247,-122.344177
1491 Sherman Ave,Napa,CA,94558,530000,3,2,1203,7200,38.317627,-122.302864
4185 Burgundy Way,Napa,CA,94558,689000,4,2,1549,6338,38.32654,-122.33445
51 Syar Dr,Napa,CA,94558,1295000,3,2,2410,16552.8,38.319028,-122.270312
2754 Pine St,Napa,CA,94558,625000,2,1,1014,15681.6,38.291603,-122.307031
376 Saint Andrews Dr,Napa,CA,94558,2650000,4,3.5,3028,15246,38.348555,-122.252486
10 Lupine Hill Rd,Napa,CA,94558,5726000,3,3.5,4830,517928.4,38.313041,-122.25463
1297 Leaning Oak Dr,Napa,CA,94558,2495000,3,4,4053,40510.8,38.297712,-122.344898
1590 McKinley Rd,Napa,CA,94558,2100000,2,2,1699,217800,38.336423,-122.276828
1543 Estee Ave,Napa,CA,94558,2950000,3,2,2970,217800,38.342434,-122.27274
5950 State Highway 128,Napa,CA,94558,1750000,7,9,3146,1846944,38.441903,-122.147351
18140 State Route 1 Hwy,Marshall,CA,94940,1295000,2,2,1534,32670,38.142092,-122.874171
22825 State Route 1 None,Marshall,CA,94940,1375000,2,2,1460,26136,38.194342,-122.919384
19865 State Route 1 Rte,Marshall,CA,94940,1500000,2,1,1250,9805,38.157494,-122.89335
123 Elm Ave,Larkspur,CA,94939,1895000,4,3,2271,10454.4,37.930541,-122.526256
219 Hawthorne Ave,Larkspur,CA,94939,4500000,5,4.5,3400,14810.4,37.937713,-122.537281
325 Madrone Ave,Larkspur,CA,94939,1999900,3,3.5,2320,10454.4,37.931668,-122.547177
41 Piedmont Ct,Larkspur,CA,94939,1695000,3,2,1626,3350,37.929449,-122.536958
22 Drakes Cove Ct,Larkspur,CA,94939,2600000,4,3.5,3289,11325.6,37.945603,-122.503682
84 Polhemus Way,Larkspur,CA,94939,1095000,3,2,1364,14810.4,37.933344,-122.550804
60 Olive Ave,Larkspur,CA,94939,2395000,3,3,2350,23958,37.93456,-122.542223
2 Crystal Creek Ct,Larkspur,CA,94939,1950000,3,3.5,2763,7449,37.94173,-122.537806
59 Madrone Ave,Larkspur,CA,94939,2050000,2,2,1859,5249,37.93081,-122.537253
119 King St,Larkspur,CA,94939,2275000,3,2.5,2035,2736,37.933901,-122.536698
105 Wilson Way,Larkspur,CA,94939,1295000,3,2,1540,9800,37.932758,-122.550168
321 W Baltimore Ave,Larkspur,CA,94939,1649000,4,3,1728,8999,37.937759,-122.526642
37 Creek View Cir,Larkspur,CA,94939,1695000,3,2.5,2303,5127,37.941815,-122.536297
32 Yale Ave,Larkspur,CA,94939,1895000,3,3,2117,7405,37.946379,-122.542528
26 Barranca Rd,Lagunitas,CA,94938,1188000,2,2.5,1786,199504.8,38.023308,-122.698359
27 Spring Rd,Lagunitas,CA,94938,1475000,3,2,,54885.6,38.008621,-122.702756
35 Lagunitas Rd,Lagunitas,CA,94938,1399999,3,3,2200,25264.8,38.009908,-122.700719
140 E Cintura Ave,Lagunitas,CA,94938,1100000,4,3,2443,42253.2,38.016025,-122.698597
21 Sandy Ct,Orinda,CA,94563,2095000,4,3.5,3507,28749.6,37.859004,-122.159824
60 LA Espiral,Orinda,CA,94563,1995000,5,4,3914,26571.6,37.89628,-122.182815
56 Donna Maria Way,Orinda,CA,94563,1395000,3,2,1667,15681.6,37.844785,-122.156183
48 Oak Dr,Orinda,CA,94563,2765000,4,3.5,3990,41382,37.85897,-122.166211
258 Glorietta Blvd,Orinda,CA,94563,1275000,3,2,1846,13068,37.872209,-122.160853
3 Honey Hill Ct,Orinda,CA,94563,2795000,6,4.5,4506,31363.2,37.900095,-122.16892
35 Los Dedos Rd,Orinda,CA,94563,1750000,3,3.5,2481,31363.2,37.897346,-122.180951
37 Sleepy Hollow Ln,Orinda,CA,94563,1695000,4,2.5,2529,27442.8,37.904894,-122.194033
24 Tarabrook Dr,Orinda,CA,94563,1188000,4,2,1680,17859.6,37.879052,-122.171736
428 Moraga Way,Orinda,CA,94563,1130000,3,2.5,2108,49658.4,37.85954,-122.164753
48 Oak Rd,Orinda,CA,94563,2295000,3,3,3585,46173.6,37.870858,-122.181148
64 Brookwood Rd,Orinda,CA,94563,888000,3,2,1351,2800,37.875371,-122.183663
114 Goodfellow Dr,Orinda,CA,94563,1675000,5,4,2735,20908.8,37.862671,-122.143014
4 Oak Flat Rd,Orinda,CA,94563,1795000,4,3.5,3007,28749.6,37.896595,-122.169824
25 Moraga Via,Orinda,CA,94563,2195000,5,4.5,3369,15246,37.866886,-122.160996
7 Carisbrook Dr,Orinda,CA,94563,1150000,4,2,1877,11761.2,37.845461,-122.146684
88 Van Ripper Ln,Orinda,CA,94563,1395000,4,2,2031,10018.8,37.907855,-122.183286
25 Rustic Way,Orinda,CA,94563,4250000,6,5.5,8514,354578.4,37.865588,-122.15799
3 Nonie Rd,Orinda,CA,94563,1395000,3,2,2243,15681.6,37.878971,-122.168571
21 Woodcrest Rd,Orinda,CA,94563,1375000,3,3,2750,32670,37.865651,-122.161398
309 El Toyonal,Orinda,CA,94563,1275000,5,2.5,2350,10018.8,37.88332,-122.209525
96 Claremont Ave,Orinda,CA,94563,849000,2,2,1672,4875,37.88994,-122.208093
1 Sycamore Rd,Orinda,CA,94563,3250000,5,4.5,3977,54014.4,37.905974,-122.179153
516 Moraga Way,Orinda,CA,94563,1650000,4,3,2552,43124.4,37.85394,-122.153031
18 Daisy Ln,Orinda,CA,94563,1395000,4,2.5,2614,33541.2,37.860016,-122.154848
24 Orchard Rd,Orinda,CA,94563,3495000,5,4,4187,44431.2,37.869589,-122.176389
65 Mira Loma Rd,Orinda,CA,94563,1495000,4,3.5,2888,19602,37.886998,-122.188523
64 Dolores Way,Orinda,CA,94563,935000,3,2,1984,20037.6,37.84406,-122.15804
200 Hall Dr,Orinda,CA,94563,3180000,5,3.5,4400,220849.2,37.861127,-122.155023
573 Miner Rd,Orinda,CA,94563,2195000,4,3,3007,37026,37.907292,-122.179945
100 Acacia Dr,Orinda,CA,94563,1999888,4,2.5,2426,20037.6,37.896664,-122.198679
8 Hidden Ln,Orinda,CA,94563,1750000,5,3.5,4562,57063.6,37.908566,-122.194918
12 Lind Ct,Orinda,CA,94563,1589000,3,2,2240,22651.2,37.867558,-122.147823
10 Broadview Ter,Orinda,CA,94563,1675000,4,3,2500,28314,37.875991,-122.16796
325 Miller Ct,Orinda,CA,94563,2599000,5,4,3939,43995.6,37.869086,-122.182432
29 Canyon View Dr,Orinda,CA,94563,1995000,5,4,4000,40946.4,37.909229,-122.168183
18 Ardor Dr,Orinda,CA,94563,1850000,4,3,3285,36154.8,37.859088,-122.156069
537 The Glade,Orinda,CA,94563,1399000,3,2,2127,5750,37.886943,-122.185604
125 Sleepy Hollow Ln,Orinda,CA,94563,2495000,6,4,4099,22651.2,37.906596,-122.192889
52 Camino Don Miguel,Orinda,CA,94563,1850000,4,3.5,2434,12632.4,37.897153,-122.195415
104 Coral Dr,Orinda,CA,94563,1395000,4,3,2041,10890,37.848029,-122.143966
19 Donald Dr,Orinda,CA,94563,1795000,3,3,3294,20908.8,37.864047,-122.157636
18 Via Hermosa,Orinda,CA,94563,2495000,4,3,2411,17859.6,37.895432,-122.185509
Residence 4X,Orinda,CA,94563,2125000,4,4.5,3592,,37.864098,-122.187953
330 Drakes View Dr,Inverness,CA,94937,1350000,2,2.5,1680,69260.4,38.075067,-122.843384
216 Vallejo Ave,Inverness,CA,94937,699000,3,1.5,2100,20908.8,38.068781,-122.831543
,Inverness,CA,94937,1650000,3,3.5,2466,42688.8,38.07053,-122.841762
84 Portola Ave,Inverness,CA,94937,673000,1,1,663,11325.6,0,0
2 Roberts Rd,Inverness,CA,94937,1150000,3,3,1990,43995.6,38.078748,-122.840456
75 Drakes View Dr,Inverness,CA,94937,1025000,3,2,1724,43560,38.076102,-122.835542
1208 Pierce Point Rd,Inverness,CA,94937,6000000,3,2,1400,192099.6,38.123976,-122.902544
36 Rosario Rd,Forest Knolls,CA,94933,430000,3,2,2200,10890,38.011291,-122.687319
259 Castro St,Forest Knolls,CA,94933,1100000,3,3,3207,40075.2,38.014703,-122.693753
112 Cypress Dr,Fairfax,CA,94930,925000,3,1.5,1908,11761.2,37.98159,-122.597982
93 Meernaa Ave,Fairfax,CA,94930,449000,2,1,528,5898,37.979042,-122.590241
62 Cascade Dr,Fairfax,CA,94930,995000,2,2,1426,5502,37.981538,-122.59472
15 Shemran Ct,Fairfax,CA,94930,870000,3,2.5,1582,2339,38.001009,-122.605024
11 Holly Rd,Fairfax,CA,94930,1349000,1,1.5,1565,145490.4,37.988013,-122.60271
16 Shemran Ct,Fairfax,CA,94930,1080000,4,2.5,2411,,38.001056,-122.60442
792 Bolinas Rd,Fairfax,CA,94930,1699000,4,4,3730,80150.4,37.974026,-122.608791
34 Bothin Rd,Fairfax,CA,94930,1997000,4,3,3053,14374.8,37.994319,-122.596104
139 Forrest Ave,Fairfax,CA,94930,699000,3,2,1326,9291,37.982048,-122.583216
300 Bothin Rd,Fairfax,CA,94930,2495000,4,2.5,2282,765349.2,37.994664,-122.607077
58 Ridge Rd,Fairfax,CA,94930,799000,3,2,1391,13503.6,37.985683,-122.599659
22 Shemran Ct,Fairfax,CA,94930,880000,3,2.5,1627,3598,38.001294,-122.604673
79 Willow Ave,Fairfax,CA,94930,699000,2,1,807,1999,37.989234,-122.583682
63 Wreden Ave,Fairfax,CA,94930,799000,2,2,1126,2749,37.98594,-122.594247
190 Cascade Dr,Fairfax,CA,94930,720000,2,2,1069,26136,37.979909,-122.598239
150 Cascade Dr,Fairfax,CA,94930,1345000,4,2,2622,11325.6,37.980355,-122.596628
30 Glen Dr,Fairfax,CA,94930,899000,4,3,1672,1024,38.001993,-122.60491
60 Canyon Rd,Fairfax,CA,94930,899000,3,2,1416,7000,37.975727,-122.607387
440 Oak Manor Dr,Fairfax,CA,94930,925000,3,2,1490,7540,38.003712,-122.593851
130 Redwood Rd,Fairfax,CA,94930,1100000,4,2,1840,10454.4,37.989653,-122.600288
107 Spruce Rd,Fairfax,CA,94930,775000,3,2,1152,4051,37.988033,-122.595294
50 Dominga Ave,Fairfax,CA,94930,1200000,5,2,1234,8999,37.986358,-122.58852
18 Kailua Way,Dillon Beach,CA,94929,2150000,4,4.5,3535,14374.8,38.254674,-122.96774
459 Oceana Dr,Dillon Beach,CA,94929,1450000,4,4,2947,9601,38.256925,-122.962722
703 Brett Ave,Rohnert Park,CA,94928,450000,3,2,1434,6299,38.333583,-122.695192
1120 Emily Ave,Rohnert Park,CA,94928,549000,3,2,1400,6891,38.357325,-122.691417
6070 Dolores Dr,Rohnert Park,CA,94928,660000,3,2,2096,7649,38.352919,-122.702436
5109 Kolton Pl,Rohnert Park,CA,94928,649000,3,2.5,2007,3023,38.347522,-122.680088
444 Anson Ave,Rohnert Park,CA,94928,547500,4,2,1600,7200,38.338849,-122.703696
1435 Georgia Ct,Rohnert Park,CA,94928,549000,3,2,1459,5118,38.365232,-122.682331
7604 Adrian Dr,Rohnert Park,CA,94928,583500,4,2,1861,6000,38.332748,-122.702304
,Rohnert Park,CA,94928,569000,3,2,1358,5545,38.371424,-122.678672
6061 Diane Ct,Rohnert Park,CA,94928,749000,4,2,1911,9901,38.354085,-122.698253
117 Adele Ave,Rohnert Park,CA,94928,509000,3,2,1425,7000,38.338999,-122.71076
4497 Flores Ave,Rohnert Park,CA,94928,765000,5,3,3076,6978,38.368399,-122.706436
7835 Medallion Way,Rohnert Park,CA,94928,609000,3,2.5,1846,5554,38.32953,-122.685984
1161 Cielo Cir,Rohnert Park,CA,94928,589000,4,2,1586,7240,38.336702,-122.687246
776 Carlita Cir,Rohnert Park,CA,94928,539000,3,2,1391,6652,38.342523,-122.697574
5117 Kolton Pl,Rohnert Park,CA,94928,674888,3,2.5,2182,3232,38.347273,-122.680085
6041 Elsa Ave,Rohnert Park,CA,94928,849000,5,2.5,2647,7048,38.354218,-122.693862
5416 Evonne Ave,Rohnert Park,CA,94928,590000,4,2,1408,6782,38.358273,-122.688445
4405 Hollingsworth Cir,Rohnert Park,CA,94928,689000,4,3,2202,9862,38.369266,-122.701084
5707 Davis Cir,Rohnert Park,CA,94928,775000,3,2.5,2431,9182,38.358047,-122.69816
5529 Country Club Dr,Rohnert Park,CA,94928,685000,3,2,1376,9718,38.357753,-122.694264
6080 Elsa Ave,Rohnert Park,CA,94928,625000,5,3,2226,6752,38.352238,-122.694198
129 Alma Ave,Rohnert Park,CA,94928,589000,3,2,1214,7876,38.336248,-122.710865
1368 Garmont Ct,Rohnert Park,CA,94928,549000,3,2,1470,4500,38.369361,-122.682717
839 Lunar Ct,Rohnert Park,CA,94928,629000,5,2.5,2449,6299,38.325564,-122.688553
7241 Roxanne Ln,Rohnert Park,CA,94928,799000,5,3,2808,6368,38.338339,-122.684999
8886 Lancaster Dr,Rohnert Park,CA,94928,579000,4,2,1344,6652,38.320356,-122.685498
959 Ellen Ct,Rohnert Park,CA,94928,669000,4,2,1408,7710,38.354534,-122.690538
6039 Dolores Dr,Rohnert Park,CA,94928,730000,4,3,2224,11761.2,38.354566,-122.703316
4565 Hillview Ct,Rohnert Park,CA,94928,569000,3,2,1470,3681,38.364494,-122.689523
4449 Hollingsworth Cir,Rohnert Park,CA,94928,675000,4,3,2202,7139,38.368411,-122.698208
