Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
5506 San Pablo Dam Rd,El Sobrante,CA,94803,694000,3,2,2037,8398,37.957809,-122.281468
747 Alhambra Rd,El Sobrante,CA,94803,589000,3,2,1262,6540,37.97526,-122.313647
442 Colina Way,El Sobrante,CA,94803,679000,3,2.5,2033,2178,,
4469 Whitecliff Way,Richmond,CA,94803,579000,3,2,1326,6000,37.973529,-122.292269
4240 Jana Vista Rd,El Sobrante,CA,94803,535000,3,2,1064,7750,37.963761,-122.305445
5270 Heavenly Ridge Ln,Richmond,CA,94803,699000,3,2.5,2131,9000,37.968919,-122.276494
5443 Hackney Ln,Richmond,CA,94803,739000,4,3,2362,7841,37.966355,-122.253335
5695 Olinda Rd,El Sobrante,CA,94803,695000,4,2,1868,10018.8,37.958654,-122.27509
716 El Centro Rd,El Sobrante,CA,94803,559900,3,2,1371,7200,37.974596,-122.312075
1951 Heath Dr,El Sobrante,CA,94803,659000,3,3,1819,8200,37.981262,-122.292165
160 Poppy Ct,Hercules,CA,94547,609000,4,2.5,1689,9600,38.009369,-122.255425
1045 Sanderling Dr,Hercules,CA,94547,700000,4,3.5,1888,2388,38.018565,-122.282567
235 Beechnut Dr,Hercules,CA,94547,650000,4,3,2409,6767,38.000028,-122.243214
1000 Shorebird Dr,Hercules,CA,94547,789000,4,3,2730,6277,38.024926,-122.268871
1836 Lupine Rd,Hercules,CA,94547,525000,3,2,1216,8250,38.007388,-122.256917
199 Lilac Cir,Hercules,CA,94547,699950,4,3,3468,13503.6,38.005421,-122.240458
109 Toyon Ct,Hercules,CA,94547,660500,4,2.5,2645,6200,38.007827,-122.260962
109 Lookout Ct,Hercules,CA,94547,649000,4,3,2462,4480,38.011879,-122.281741
151 Watermark Ter,Hercules,CA,94547,920000,5,4.5,3489,10018.8,38.027576,-122.271176
346 Lilac Cir,Hercules,CA,94547,629000,4,2,1868,10890,38.006184,-122.241461
145 Oxford St,Hercules,CA,94547,575000,3,2.5,1475,4725,38.014788,-122.262128
109 Ridgepoint Ct,Hercules,CA,94547,699999,5,3,2353,4480,38.011449,-122.281389
1054 Waverly Cir,Hercules,CA,94547,799000,5,3,2703,4147,38.02305,-122.26656
127 Nautical Cv,Hercules,CA,94547,832000,4,3,3212,6043,38.027598,-122.274021
Plan 2,Hercules,CA,94547,709000,4,4,2440,,38.019331,-122.277912
Plan 1,Hercules,CA,94547,717000,4,4,2354,,38.019331,-122.277912
2054 Lewis St,Hercules,CA,94547,604700,3,2.5,1700,1649,38.014759,-122.277436
1299 Turquoise Dr,Hercules,CA,94547,739000,4,2.5,1908,8450,37.994671,-122.260993
2009 Shasta Ln,Hercules,CA,94547,752179,4,4,2419,1914,38.019386,-122.279448
2021 DE Anza Ln,Hercules,CA,94547,679000,4,2.5,2006,2533,38.01633,-122.27664
115 Tamarack Dr,Hercules,CA,94547,695000,4,2.5,1927,9940,38.002188,-122.246457
1442 Partridge Dr,Hercules,CA,94547,725000,4,2.5,1963,11325.6,38.005264,-122.270901
157 Driftwood Cv,Hercules,CA,94547,735000,4,3,2274,4826,38.023965,-122.269164
1015 Maybeck Ln,Hercules,CA,94547,740000,4,3,2400,4008,38.021458,-122.266657
1999 Tioga Loop,Hercules,CA,94547,750094,4,4,2440,1914,38.019855,-122.279341
100 Kensington Cir,Hercules,CA,94547,699000,4,2.5,2259,3981,38.013825,-122.289523
127 Maritime Ter,Hercules,CA,94547,899000,5,4.5,3489,5787,38.026134,-122.272014
1189 Waverly Cir,Hercules,CA,94547,740000,5,3,2703,4577,38.023534,-122.268089
145 Montego Dr,Hercules,CA,94547,649850,3,2.5,1802,5500,37.992717,-122.231942
1042 Rock Harbor Pt,Hercules,CA,94547,949000,5,5,3638,6060,38.030845,-122.273628
1096 Waverly Cir,Hercules,CA,94547,725000,4,3,2400,3488,38.023858,-122.26695
160 Trestle Cv,Hercules,CA,94547,888888,4,3,2937,5140,38.028774,-122.275747
208 Cinnabar Way,Hercules,CA,94547,659000,4,3,1922,6840,38.00315,-122.276854
118 Nautical Cv,Hercules,CA,94547,949000,6,5,3373,6485,38.027209,-122.273525
1111 N Shelter Bay,Hercules,CA,94547,1188000,5,4.5,4022,8712,38.031818,-122.273433
1202 Earnest St,Hercules,CA,94547,774999,4,3,2483,4100,38.018931,-122.286715
421 Grenadine Way,Hercules,CA,94547,865000,6,4,2985,5663,37.989496,-122.232412
2008 Tioga Loop,Hercules,CA,94547,735000,4,4,2442,1914,38.020051,-122.279706
157 Watermark Ter,Hercules,CA,94547,920000,5,4.5,3389,6091,38.027505,-122.271413
1997 Shasta Ln,Hercules,CA,94547,742288,4,4,2440,1914,38.019364,-122.279241
190 Mandalay Ave,Hercules,CA,94547,749000,5,3,2603,5500,37.991401,-122.234135
1786 Yosemite Pl,Hercules,CA,94547,796270,4,3.5,2599,3381,38.018251,-122.276457
1020 Villa Nueva Dr,El Cerrito,CA,94530,1485000,4,3.5,3588,18295.2,37.9226,-122.290006
1508 Richmond St,El Cerrito,CA,94530,725900,2,1,770,2500,37.921106,-122.309824
5909 Charles Ave,El Cerrito,CA,94530,839000,3,2.5,2118,5000,37.937831,-122.315106
7716 Eureka Ave,El Cerrito,CA,94530,549000,3,1,1211,5775,37.910079,-122.290828
2512 Edwards Ave,El Cerrito,CA,94530,739000,3,2,2113,6912,37.935025,-122.315456
7038 Cutting Blvd,El Cerrito,CA,94530,849000,3,2,1484,3750,37.930943,-122.310882
1 San Carlos Ave,El Cerrito,CA,94530,821000,2,1.5,1175,3000,37.897568,-122.289285
9955 San Pablo Ave,El Cerrito,CA,94530,598000,3,1.5,1919,2500,37.899586,-122.302496
1538 Elm St,El Cerrito,CA,94530,525000,2,1,783,2500,37.921601,-122.311199
2001 Tamalpais Ave,El Cerrito,CA,94530,989000,3,3,2487,7560,37.929542,-122.30911
5611 Central Ave,El Cerrito,CA,94530,450000,2,1,520,1792,37.901429,-122.308533
1620 Roger Ct,El Cerrito,CA,94530,869000,3,2,1335,5610,37.925167,-122.304917
5427 Hillside Ave,El Cerrito,CA,94530,1195000,5,2,2390,6900,37.935566,-122.318155
123 Behrens St,El Cerrito,CA,94530,699000,2,1,966,6550,37.899012,-122.29419
914 Clark Pl,El Cerrito,CA,94530,998000,5,3.5,2584,6106,37.921212,-122.285296
1306 Navellier St,El Cerrito,CA,94530,895000,5,3.5,2454,7500,37.920286,-122.302275
8231 Terrace Dr,El Cerrito,CA,94530,1395000,5,4,3547,21344.4,37.916649,-122.290998
5424 Hillside Ave,El Cerrito,CA,94530,1099000,4,3.5,3047,4370,37.935138,-122.318361
6417 Alta Vista Dr,El Cerrito,CA,94530,698000,2,1,1066,4500,37.938118,-122.309762
1508 Everett St,El Cerrito,CA,94530,799000,4,2,1653,5000,37.921485,-122.309056
1146 King Dr,El Cerrito,CA,94530,1150000,3,3,2422,7956,37.920969,-122.294928
6438 Hagen Blvd,El Cerrito,CA,94530,599000,1,1,845,4792,37.928598,-122.317547
1641 Arlington Blvd,El Cerrito,CA,94530,1790000,4,3.5,3590,8904,37.929456,-122.303355
923 Leneve Pl,El Cerrito,CA,94530,1295000,5,3,3024,7910,37.920963,-122.284565
2218 Humboldt Ave,El Cerrito,CA,94530,625000,2,1,878,2500,37.930922,-122.320114
7017 Carol Ct,El Cerrito,CA,94530,877750,3,1,1559,4956,37.925366,-122.310305
733 Pomona Ave,El Cerrito,CA,94530,899000,3,2,1120,6550,37.909413,-122.296367
2424 Tulare Ave,El Cerrito,CA,94530,719000,2,1.5,1308,4386,37.933814,-122.314203
8227 Terrace Dr,El Cerrito,CA,94530,1185000,4,3,2437,14810.4,37.916412,-122.290899
7829 Terrace Dr,El Cerrito,CA,94530,1025000,3,2,2016,5031,37.912265,-122.291166
8403 Wildcat Dr,El Cerrito,CA,94530,1060000,3,2,1866,20037.6,37.931159,-122.2945
701 Hancock Way,El Cerrito,CA,94530,1250000,4,3,1871,8712,37.911417,-122.288862
642 Kearney St,El Cerrito,CA,94530,925000,2,1,1104,3500,37.905992,-122.303757
6618 Gatto Ave,El Cerrito,CA,94530,749000,3,2,1281,5000,37.929937,-122.317199
2625 Carquinez Ave,El Cerrito,CA,94530,879000,3,2,1621,6300,37.937424,-122.312714
1038 Everett St,El Cerrito,CA,94530,759000,3,1,1008,4875,37.914738,-122.303756
129 San Carlos Ave,El Cerrito,CA,94530,895000,2,1.5,1404,4000,37.899568,-122.289268
664 Bourne Ct,Danville,CA,94506,1389000,5,3,3369,11325.6,37.810053,-121.901361
240 Crestridge Dr,Danville,CA,94506,1625000,4,2.5,2958,15246,37.792933,-121.927755
312 Windchime Dr,Danville,CA,94506,1099000,4,2,1860,7020,37.793917,-121.923877
261 Stetson Dr,Danville,CA,94506,1089000,4,2.5,1984,4800,37.793505,-121.917532
86 Snow Mountain Ct,Danville,CA,94506,1299900,4,3,3281,7980,37.809696,-121.898648
328 Squirrel Ridge Way,Danville,CA,94506,1048000,4,3,1941,6500,37.799312,-121.902569
411 Gold Lake Ct,Danville,CA,94506,1328000,4,3,3278,6960,37.805194,-121.896699
3861 Sheffield Cir,Danville,CA,94506,1314900,5,3,3240,8400,37.801164,-121.914373
4075 Westminster Pl,Danville,CA,94506,1448800,4,3,3349,10890,37.802589,-121.911657
28 Nerine Ct,Danville,CA,94506,1080000,3,2.5,2023,6426,37.798187,-121.896246
1152 Blue Spur Cir,Danville,CA,94506,1325000,4,3,2464,6199,37.797942,-121.887418
3451 Cashmere St,Danville,CA,94506,1575000,4,4.5,3995,8416,37.798537,-121.880172
355 Jacaranda Dr,Danville,CA,94506,1049800,2,2,1834,5300,37.818815,-121.919685
404 Antelope Ridge Way,Danville,CA,94506,1095000,4,2.5,1866,5600,37.798548,-121.902809
139 Shelterwood Ln,Danville,CA,94506,1549000,5,3.5,3698,8000,37.794036,-121.897165
5402 Belarus St,Danville,CA,94506,1395000,4,4,2804,8147,37.792973,-121.875642
3923 Welshland St,Danville,CA,94506,1549000,5,4.5,3431,8388,37.792728,-121.883563
1076 Cheshire Cir,Danville,CA,94506,1258888,4,3,2565,8100,37.802423,-121.901308
755 Liquidamber Pl,Danville,CA,94506,1649000,4,2.5,2859,16552.8,37.817169,-121.913679
133 Shadow Creek Ct,Danville,CA,94506,1349900,4,3,3237,7550,37.80301,-121.898408
457 Bengali Ct,Danville,CA,94506,1698000,5,3.5,4255,10454.4,37.794771,-121.880333
1724 Cottswald St,Danville,CA,94506,1199000,4,2.5,2628,5290,37.797291,-121.89327
1183 Cheshire Cir,Danville,CA,94506,1315000,4,3,3401,7300,37.802775,-121.904671
370 Bridgeside Cir,Danville,CA,94506,774000,2,2,1001,3800,37.804436,-121.944316
3571 Shadow Creek Dr,Danville,CA,94506,1275000,4,3,3237,7820,37.801801,-121.893594
42 Cameron Ct,Danville,CA,94506,1999000,4,3.5,3300,20037.6,37.830149,-121.950132
3098 Deer Meadow Dr,Danville,CA,94506,1549500,4,2.5,2706,12632.4,37.822204,-121.918854
300 Cottswald Ct,Danville,CA,94506,1529800,5,5.5,3611,9451,37.797102,-121.892086
108 Sunhaven Rd,Danville,CA,94506,1649000,4,2.5,3483,14810.4,37.821687,-121.936207
3266 Blackhawk Meadow Dr,Danville,CA,94506,1799800,5,4,3826,15681.6,37.816286,-121.896192
23 Baltana Pl,Danville,CA,94506,2279750,6,6.5,5177,9244,37.79078,-121.87691
25 Carlyle Ct,Danville,CA,94506,1249900,4,3,2670,6300,37.799695,-121.929849
3436 Deer Ridge Dr,Danville,CA,94506,1998800,5,3.5,4430,16988.4,37.811136,-121.881072
5445 Belarus St,Danville,CA,94506,1318800,4,4,2804,4362,37.793179,-121.877016
27 Woodranch Cir,Danville,CA,94506,1750000,4,3.5,3136,14374.8,37.79927,-121.938603
676 Blue Spruce Dr,Danville,CA,94506,1749000,5,5,4158,6600,37.815606,-121.914163
11 Brightwood Cir,Danville,CA,94506,2699000,5,5.5,5324,20473.2,37.823243,-121.945321
3556 Deer Crest Dr,Danville,CA,94506,1599888,5,3,3635,7260,37.808185,-121.882589
124 Red Alder Ct,Danville,CA,94506,2688800,5,6,5341,20037.6,37.813356,-121.920854
5247 Blackhawk Dr,Danville,CA,94506,2898000,4,4,5200,18295.2,37.813942,-121.897971
102 Julia Loop,Danville,CA,94506,1843374,4,4.5,3443,5554,37.821311,-121.913176
108 Julia Loop,Danville,CA,94506,1768374,3,4.5,2954,5198,37.821311,-121.913176
1430 Bent Oak Ln,Danville,CA,94506,2650000,5,5.5,5833,16552.8,37.811164,-121.89432
25 Hidden Crest Ct,Danville,CA,94506,2198000,5,3.5,3976,13939.2,37.798993,-121.931519
10 Heritage Ct,Walnut Creek,CA,94597,979000,3,2,1304,14810.4,37.913288,-122.074995
9 Sheldon Ct,Walnut Creek,CA,94597,845000,3,2,1501,11325.6,37.92075,-122.070721
41 Frances Way,Walnut Creek,CA,94597,1450000,4,3,2461,13503.6,37.921291,-122.054643
1532 Springbrook Rd,Walnut Creek,CA,94597,1249000,3,2,1893,30056.4,37.901064,-122.079431
1430 Springbrook Rd,Walnut Creek,CA,94597,550000,1,1,529,6534,37.900032,-122.076633
126 Hillcroft Way,Walnut Creek,CA,94597,1269000,4,3,1820,17859.6,37.899715,-122.080643
8 Pine Grove Ct,Walnut Creek,CA,94597,1359950,5,3,3450,11761.2,37.922183,-122.053841
376 Jasmine Ct,Walnut Creek,CA,94597,995000,4,2.5,2543,8712,37.929135,-122.066971
1600 Mendota Ct,Walnut Creek,CA,94597,1575000,4,3,2561,10890,37.920273,-122.08902
2099 Geary Rd,Walnut Creek,CA,94597,799000,8,3,2935,8500,37.926023,-122.081711
2452 Larkey Ln,Walnut Creek,CA,94597,599000,3,2,1660,16552.8,37.915492,-122.078012
721 Pagosa Ct,Walnut Creek,CA,94597,1249600,4,3,2501,10454.4,37.919852,-122.071446
110 Cora Ct,Walnut Creek,CA,94597,1500000,4,3,2923,21780,37.921682,-122.050586
89 Kings Oak Pl,Walnut Creek,CA,94597,1500000,5,3,2922,14374.8,37.921137,-122.050742
1900 2nd Ave,Walnut Creek,CA,94597,1395000,5,3,3488,20037.6,37.922107,-122.075776
2862 Via Dominguez,Walnut Creek,CA,94597,899999,4,2,1598,7050,37.925735,-122.0841
3288 Eccleston Ave,Walnut Creek,CA,94597,879500,3,2,1605,8500,37.930463,-122.073269
51 Hillcroft Way,Walnut Creek,CA,94597,1750000,4,3,3062,28749.6,37.899376,-122.078932
1850 San Luis Rd,Walnut Creek,CA,94597,1669000,4,4,2985,8930,37.917446,-122.07521
147 Calle Nogales,Walnut Creek,CA,94597,1350000,7,4,3189,10890,37.932615,-122.052671
139 Hall Ln,Walnut Creek,CA,94597,819950,2,3.5,1515,3640,37.924969,-122.066804
61 Picardy Ct,Walnut Creek,CA,94597,998000,3,2,1602,12196.8,37.91848,-122.072973
101 Galen Dr,Walnut Creek,CA,94597,1150000,4,3.5,2458,14810.4,37.907436,-122.079889
35 Iron Horse Ln,Walnut Creek,CA,94597,690000,1,2,1414,,37.931155,-122.055573
2940 Putnam Blvd,Walnut Creek,CA,94597,825000,3,2,1632,4800,37.927617,-122.072924
1389 Cornwall Ct,Walnut Creek,CA,94597,1194999,3,2,1990,16117.2,37.918151,-122.083329
1841 Alvarado Ave,Walnut Creek,CA,94597,918888,3,3,1580,10454.4,37.914422,-122.072079
2473 Encinal Dr,Walnut Creek,CA,94597,1099000,6,3,3176,11761.2,37.916653,-122.069385
230 Via Del Sol,Walnut Creek,CA,94597,899000,4,2,1439,19602,37.930151,-122.06808
2860 Buena Vista Ave,Walnut Creek,CA,94597,1060000,5,3,2331,10018.8,37.925312,-122.07321
853 Rosewood Ct,Walnut Creek,CA,94596,749000,3,1,1490,25264.8,37.884698,-122.028016
2929 Trotter Way,Walnut Creek,CA,94596,1350000,5,4,2398,12196.8,37.86671,-122.028505
508 Bridle Ct,Walnut Creek,CA,94596,1300000,5,3,3521,16552.8,37.871077,-122.032442
120 Andrea Dr,Walnut Creek,CA,94596,1199000,3,2,1470,10454.4,37.892167,-122.052208
161 Santa Rita Dr,Walnut Creek,CA,94596,1474000,4,3,3508,21780,37.890221,-122.050619
2516 Fox Cir,Walnut Creek,CA,94596,1450000,6,3,2604,10454.4,37.873104,-122.021013
1181 Scots Ln,Walnut Creek,CA,94596,1250000,3,2,2220,20908.8,37.89192,-122.041639
1020 Gregg Way,Walnut Creek,CA,94596,1895000,5,3,3510,10018.8,37.902987,-122.051514
1021 Knightwood Ct,Walnut Creek,CA,94596,1025000,4,2,1908,8500,37.880882,-122.029188
2102 Stewart Ave,Walnut Creek,CA,94596,1145000,3,3,2256,15681.6,37.879033,-122.034655
Plan 2AR,Walnut Creek,CA,94596,1199010,3,2.5,1998,,37.898601,-122.054607
2803 Dapplegray Ln,Walnut Creek,CA,94596,989000,3,2,1400,10454.4,37.869104,-122.030299
2365 Benham Ct,Walnut Creek,CA,94596,1299000,4,2,2347,8800,37.874917,-122.015961
628 Sugarloaf Ct,Walnut Creek,CA,94596,2095000,5,3.5,3898,50529.6,37.87982,-122.04088
11 Serena Gdns,Walnut Creek,CA,94596,1350000,3,2,2213,25264.8,37.894573,-122.045835
1929 Whitecliff Ct,Walnut Creek,CA,94596,1099000,4,2.5,2010,7300,37.881991,-122.027282
7 Santa Rita Dr,Walnut Creek,CA,94596,1475000,4,2.5,1895,23086.8,37.891171,-122.050043
6 Sellings Ct,Walnut Creek,CA,94596,1900000,6,4.5,3700,20037.6,37.892365,-122.033088
385 Shady Glen Rd,Walnut Creek,CA,94596,1689000,5,5.5,3519,22215.6,37.889891,-122.04414
2225 Lariat Ln,Walnut Creek,CA,94596,1425000,3,2.5,2560,16988.4,37.870961,-122.032966
52 Horseshoe Ct,Walnut Creek,CA,94596,1518997,5,3.5,2525,17424,37.872047,-122.034335
1781 Almond Ave,Walnut Creek,CA,94596,1750000,4,3,2526,3850,37.90008,-122.065844
123 Cara Ct,Walnut Creek,CA,94596,1799000,5,3.5,3861,11325.6,37.905381,-122.052083
55 Amigo Ln,Walnut Creek,CA,94596,1850000,4,2.5,2707,47044.8,37.887305,-122.026758
2834 Salvio St,Concord,CA,94519,499000,2,1.5,1136,8712,37.98108,-122.026513
1844 Lynwood Dr,Concord,CA,94519,649900,3,2,1519,12196.8,37.98783,-121.998467
2148 Dena Dr,Concord,CA,94519,575000,3,2,1126,6120,37.98957,-122.025456
3643 Crenna Ave,Concord,CA,94519,729900,4,2.5,1850,10018.8,37.979043,-122.00818
2986 Bella Dr,Concord,CA,94519,619000,3,3.5,1861,2077,37.974716,-122.023045
2949 Concord Blvd,Concord,CA,94519,519950,4,1.5,1808,6000,37.977753,-122.021875
3904 Hidden Grove Ln,Concord,CA,94519,634000,3,2.5,2233,3653,37.989999,-122.004728
3336 Claudia Dr,Concord,CA,94519,550000,3,2,1278,6100,37.993676,-122.030407
2830 Salvio St,Concord,CA,94519,719888,5,3,2369,8276,37.981008,-122.026711
3307 Woodhaven Ln,Concord,CA,94519,579000,4,2,1209,7000,37.990945,-122.024491
1886 Lynwood Dr,Concord,CA,94519,650000,4,2.5,2055,7000,37.990203,-122.002259
1877 Landana Dr,Concord,CA,94519,450000,4,2,1736,6600,37.988471,-122.003829
3170 Consuelo Rd,Concord,CA,94519,599000,4,3,1490,5400,37.98215,-122.019272
3628 Walnut Ave,Concord,CA,94519,709000,5,3,2398,8400,37.974461,-122.007321
2820 Euclid Ave,Concord,CA,94519,585000,1,1.5,560,7000,37.978328,-122.025912
1692 Tammy Ln,Concord,CA,94519,649000,4,2,1664,8964,37.973976,-122.004082
3605 Wren Ave,Concord,CA,94519,575000,3,2,1566,9148,37.980976,-122.00928
102 Cordova Way,Concord,CA,94519,559900,3,1,1430,6840,37.975905,-122.024429
1615 Chestnut Grove Way,Concord,CA,94519,875000,4,2.5,2570,6704,37.97259,-122.005075
3175 Willow Pass Rd,Concord,CA,94519,450000,3,1,1199,5225,37.981779,-122.019455
3599 Village Rd,Concord,CA,94519,625000,4,2,1798,9380,37.983109,-122.006761
3000 Bella Dr,Concord,CA,94519,629000,4,2.5,1750,2175,37.974508,-122.022764
3524 Clayton Rd,Concord,CA,94519,699000,2,1,900,24393.6,37.969885,-122.011714
3460 Esperanza Dr,Concord,CA,94519,595000,3,2,1238,6000,37.996298,-122.02331
1622 McCarl Ln,Concord,CA,94519,535000,2,1,821,8276,37.972983,-121.998783
3755 Sierrawood Ct,Concord,CA,94519,625000,3,2,1482,7000,37.983074,-122.001483
3978 Cottonwood Dr,Concord,CA,94519,665000,4,3,1800,7000,37.983006,-121.993441
1735 6th St,Concord,CA,94519,535000,2,1,1010,8750,37.976848,-122.018988
3104 Meadowbrook Dr,Concord,CA,94519,579000,3,2,1108,6120,37.986206,-122.030379
3185 Willow Pass Rd,Concord,CA,94519,479000,3,1.5,1200,5225,37.981856,-122.019291
3126 Hacienda Dr,Concord,CA,94519,525000,3,1,1016,5488,37.98543,-122.023481
3236 Fitzpatrick Dr,Concord,CA,94519,530000,3,2,1235,6030,37.990627,-122.030092
1831 Farm Bureau Rd,Concord,CA,94519,600000,2,1,888,13068,37.979205,-122.01142
2812 Pacheco St,Concord,CA,94519,459999,2,1,880,5400,37.982559,-122.027819
3100 Ida Dr,Concord,CA,94519,589000,3,2,1357,7740,37.985511,-122.030932
3490 Royal Rd,Concord,CA,94519,499000,3,1,1080,6180,37.984303,-122.011817
3384 Shadelands Ct,Concord,CA,94519,739000,3,2,2250,16552.8,37.972399,-122.014521
4014 Majestic Ct,Concord,CA,94519,570000,3,2,1196,10890,37.9833,-121.990707
2272 Holbrook Dr,Concord,CA,94519,598000,3,2,1240,7056,37.992307,-122.029163
2037 Altura Dr,Concord,CA,94519,580000,3,1.5,1144,7728,37.98461,-122.023432
3611 Los Flores Ave,Concord,CA,94519,490000,3,1,1003,9000,37.98531,-122.008199
3984 Majestic Dr,Concord,CA,94519,634500,3,2,1359,7560,37.982362,-121.991719
1117 Alberdan Cir,Pinole,CA,94564,460000,4,2,1896,10454.4,37.993815,-122.306839
1522 Mann Dr,Pinole,CA,94564,599000,3,2,1476,11761.2,37.999657,-122.304111
2539 Rebecca Dr,Pinole,CA,94564,499000,3,1.5,1044,16117.2,37.991989,-122.298002
601 Maiden Ln,Pinole,CA,94564,749000,4,2.5,2205,4085,38.005193,-122.298597
863 Jones Ave,Pinole,CA,94564,575000,3,2,1334,6536,38.003086,-122.295964
2806 Vincent Dr,Pinole,CA,94564,699000,4,2.5,1984,6750,37.987002,-122.24985
2119 Sarah Dr,Pinole,CA,94564,649000,4,3,2080,9000,37.994506,-122.289581
1097 Alberdan Cir,Pinole,CA,94564,575000,4,2,2010,8976,37.99394,-122.30664
517 Dohrmann Ln,Pinole,CA,94564,580000,3,2.5,1549,2592,38.00776,-122.311525
2800 Poulos Ct,Pinole,CA,94564,799000,4,3,2166,10018.8,37.989767,-122.263061
2365 Martinez Ct,Pinole,CA,94564,630000,3,2,1597,6500,37.981081,-122.26577
1839 Canyon Dr,Pinole,CA,94564,539950,4,2.5,1297,3587,37.994921,-122.295555
2629 Tamalpais Dr,Pinole,CA,94564,789000,4,2,2132,13503.6,37.987423,-122.273392
1989 Ebsen Ct,Pinole,CA,94564,595000,3,2,1650,21780,37.99345,-122.289116
2790 Doidge Ave,Pinole,CA,94564,590000,3,2,1390,47916,37.98302,-122.250615
2674 Moraga Dr,Pinole,CA,94564,499000,3,2,1681,6972,37.988012,-122.27168
117 Woy Cir,Pinole,CA,94564,439995,3,1.5,1095,1880,38.00924,-122.30464
1469 Hutchinson Ct,Pinole,CA,94564,682000,4,3,2224,6380,38.009024,-122.297475
2832 Poulos Ct,Pinole,CA,94564,899000,5,3,2543,21780,37.990101,-122.2641
748 Crestview Dr,Pinole,CA,94564,599500,4,2,1829,22215.6,38.002665,-122.309447
3237 Estates Ave,Pinole,CA,94564,598000,3,2,1731,7700,37.987385,-122.279751
516 Lopes Ct,Pinole,CA,94564,750000,4,3.5,1934,11761.2,38.006099,-122.297487
1795 Marlesta Rd,Pinole,CA,94564,468000,3,1.5,1050,6500,38.001683,-122.296486
924 E Meadow Ave,Pinole,CA,94564,595000,4,2,1592,6000,38.003099,-122.307734
2336 Monte Vista Dr,Pinole,CA,94564,649000,4,2,1598,15681.6,37.984175,-122.271585
2808 Appaloosa Ct,Pinole,CA,94564,850000,4,3,2342,8778,37.989327,-122.264787
1130 McDonald Dr,Pinole,CA,94564,564900,3,2,1240,7475,38.00093,-122.305051
2302 LA Salle Dr,Pinole,CA,94564,479900,3,2,1045,5740,38.008847,-122.29294
2632 Appaloosa Trl,Pinole,CA,94564,679000,4,2,1788,7300,37.98697,-122.266594
2553 Santa Barbara Dr,Pinole,CA,94564,649000,4,2,1536,10018.8,37.98875,-122.275606
2050 Sarah Dr,Pinole,CA,94564,564000,3,2,1650,11325.6,37.993763,-122.291072
436 Felice Cir,Pinole,CA,94564,770000,4,3.5,2259,2964,38.003946,-122.309537
2682 Alice Way,Pinole,CA,94564,585000,3,2,1355,6300,38.007016,-122.283749
2674 Alice Way,Pinole,CA,94564,575000,3,2,1355,6000,38.006713,-122.283546
910 3rd Ave,Pinole,CA,94564,569000,3,2,1231,4850,38.003144,-122.301223
2328 Monte Vista Dr,Pinole,CA,94564,579950,3,2,1408,15246,37.983422,-122.271091
930 Kilkenny Way,Pinole,CA,94564,599900,4,3,1847,14374.8,37.999455,-122.308688
2979 Higuera Ave,Pinole,CA,94564,575000,3,2,1103,10890,37.991602,-122.279434
2641 Shady Draw,Pinole,CA,94564,650000,3,2,1295,37897.2,37.985411,-122.263166
2310 Simas Ave,Pinole,CA,94564,499000,3,2,1140,5900,37.984851,-122.280108
1150 Willow St,Pinole,CA,94564,508000,3,1,971,8750,38.002089,-122.289772
60 LA Espiral,Orinda,CA,94563,1995000,5,4,3914,26571.6,37.89628,-122.182815
21 Sandy Ct,Orinda,CA,94563,2095000,4,3.5,3507,28749.6,37.859004,-122.159824
56 Donna Maria Way,Orinda,CA,94563,1395000,3,2,1667,15681.6,37.844785,-122.156183
48 Oak Dr,Orinda,CA,94563,2765000,4,3.5,3990,41382,37.85897,-122.166211
258 Glorietta Blvd,Orinda,CA,94563,1275000,3,2,1846,13068,37.872209,-122.160853
3 Honey Hill Ct,Orinda,CA,94563,2795000,6,4.5,4506,31363.2,37.900095,-122.16892
35 Los Dedos Rd,Orinda,CA,94563,1750000,3,3.5,2481,31363.2,37.897346,-122.180951
24 Tarabrook Dr,Orinda,CA,94563,1188000,4,2,1680,17859.6,37.879052,-122.171736
37 Sleepy Hollow Ln,Orinda,CA,94563,1695000,4,2.5,2529,27442.8,37.904894,-122.194033
428 Moraga Way,Orinda,CA,94563,1130000,3,2.5,2108,49658.4,37.85954,-122.164753
48 Oak Rd,Orinda,CA,94563,2295000,3,3,3585,46173.6,37.870858,-122.181148
64 Brookwood Rd,Orinda,CA,94563,888000,3,2,1351,2800,37.875371,-122.183663
114 Goodfellow Dr,Orinda,CA,94563,1675000,5,4,2735,20908.8,37.862671,-122.143014
4 Oak Flat Rd,Orinda,CA,94563,1795000,4,3.5,3007,28749.6,37.896595,-122.169824
25 Moraga Via,Orinda,CA,94563,2195000,5,4.5,3369,15246,37.866886,-122.160996
7 Carisbrook Dr,Orinda,CA,94563,1150000,4,2,1877,11761.2,37.845461,-122.146684
88 Van Ripper Ln,Orinda,CA,94563,1395000,4,2,2031,10018.8,37.907855,-122.183286
25 Rustic Way,Orinda,CA,94563,4250000,6,5.5,8514,354578.4,37.865588,-122.15799
3 Nonie Rd,Orinda,CA,94563,1395000,3,2,2243,15681.6,37.878971,-122.168571
21 Woodcrest Rd,Orinda,CA,94563,1375000,3,3,2750,32670,37.865651,-122.161398
