School Code,Score,Zip Code,School Name
6015770,29.81875,91406,Anatola Avenue Elementary
115212,30.408,91406,Magnolia Science Academy 2
6017255,30.6,91406,Gault Street Elementary
6016547,33.10875,91406,Cohasset Street Elementary
6058184,35.41375,91406,William Mulholland Middle
6017842,47.53,91406,Lemay Street Elementary
120360,47.735,91406,Daniel Pearl Journalism & Communications Magnet
1931716,49.665625,91406,Valley Alternative Magnet
1931047,49.825,91406,Birmingham Community Charter High
6019319,60.65875,91406,Stagg Street Elementary
100677,76.88,91406,High Tech La
1931534,6.12,91411,Will Rogers Continuation
6019418,14.76625,91411,Sylvan Park Elementary
6058333,22.35125,91411,Van Nuys Middle
1938968,52.525,91411,Van Nuys Senior High
6017727,69.4775,91411,Kester Avenue Elementary
6058150,50.79875,91423,Robert A. Millikan Affiliated Charter & Performing
6018923,52.70375,91423,Riverside Drive Charter
6016778,72.515,91423,Dixie Canyon Community Charter
133736,98.0525,91423,Science Academy Stem Magnet
112060,70.92142857,91436,Hesby Oaks Leadership Charter
6017768,74.17375,91436,Lanai Road Elementary
6011894,59.99875,91501,Ralph Emerson Elementary
6011969,65.5125,91501,Joaquin Miller Elementary
1931187,54.295,91502,Burbank High
6012025,56.8825,91504,George Washington Elementary
6066724,61.38625,91504,John Muir Middle
6011928,62.9325,91504,Thomas Jefferson Elementary
6057533,47.045,91505,Luther Burbank Middle
131573,49.57,91505,Burbank Unified Independent Learning Academy (Buil
6011910,57.2,91505,Bret Harte Elementary
6011993,60.855,91505,Providencia Elementary
6012017,64.615,91505,R. L. Stevenson Elementary
6012009,73.95875,91505,Theodore Roosevelt Elementary
1933332,14.08,91506,Monterey High (Continuation)
6057525,50.555,91506,David Starr Jordan Middle
6011951,53.23375,91506,William Mckinley Elementary
1931237,55.865,91506,Burroughs High
6011878,56.34125,91506,Walt Disney Elementary
6011886,66.56125,91506,Thomas Edison Elementary
112037,12.415,91601,East Valley Senior High
109397,26.6075,91601,Maurice Sendak Elementary
1931377,27.5,91601,Amelia Earhart Continuation
6017784,38.9975,91601,Lankershim Elementary
128371,43.59285714,91601,New Horizons Charter Academy
1936350,52.75,91601,North Hollywood Senior High
6019517,62.1075,91601,Toluca Lake Elementary
6069157,33.246,91602,Berenece Carlson Home Hospital
6062699,55.545,91602,Walter Reed Middle
6018907,64.7325,91602,Rio Vista Elementary
6016356,76.53125,91604,Carpenter Community Charter
6016273,22.7975,91605,Camellia Avenue Elementary
122192,23.71875,91605,Julie Korenstein Elementary
6015879,26.97625,91605,Arminta Street Elementary
6019087,30.32,91605,Saticoy Elementary
6019368,31.4125,91605,Strathern Street Elementary
6061519,32.88125,91605,James Madison Middle
6016554,35.35,91605,Coldwater Canyon Elementary
117044,23.0175,91606,Roy Romer Middle
106914,29.55875,91606,Bellingham Elementary
6016984,35.675,91606,Fair Avenue Elementary
6018626,36.29625,91606,Oxnard Street Elementary
6019764,39.5975,91606,Victory Boulevard Elementary
6018196,45.8175,91606,John B. Monlux Elementary
123166,57.22928571,91606,Celerity Palmati Charter
6016182,44.8175,91607,Burbank Boulevard Elementary
6016562,78.43625,91607,Colfax Charter Elementary
6035216,46.724,91701,Alta Loma Elementary
6094940,51.146,91701,Jasper Elementary
3630225,53.57,91701,Alta Loma High
6101786,57.123,91701,Deer Canyon Elementary
6035224,58.43666667,91701,Alta Loma Junior High
3630571,62.065,91701,Rancho Cucamonga High
6035232,63.318,91701,Carnelian Elementary
6107510,64.506,91701,Victoria Groves Elementary
6112114,73.115,91701,Carleton P. Lightfoot Elementary
6098503,75.123,91701,Floyd M. Stork Elementary
6011258,23.5475,91702,Foothill Middle
6011324,25.06875,91702,Slauson Intermediate
6011266,29.13125,91702,Gladstone Street Elementary
6011308,29.99375,91702,Mountain View Elementary
6011225,30.51625,91702,Center Middle
6011332,32.4525,91702,Valleydale Elementary
6011274,32.885,91702,Henry Dalton Elementary
6011290,38.53,91702,Magnolia Elementary
6011241,39.5325,91702,Clifford D. Murray Elementary
6011340,41.68875,91702,Victor F. Hodge Elementary
6011357,42.32125,91702,W. R. Powell Elementary
1930528,43.48,91702,Azusa High
6011233,44.20625,91702,Charles H. Lee Elementary
6011316,49.1725,91702,Paramount Elementary
1936384,8.57,91706,North Park Continuation High
6011480,25.312,91706,Pleasant View Elementary
6011415,25.355,91706,Elwin Elementary
6011464,26.999,91706,Margaret Heath Elementary
6011456,28.245,91706,Jerry D. Holland Middle
6011431,28.95375,91706,Ernest R. Geddes Elementary
6011381,29.772,91706,Central Elementary
6011373,31.435,91706,Charles Bursch Elementary
6011399,31.49833333,91706,Charles D. Jones Junior High
6011506,32.57,91706,Vineland Elementary
6011472,33.8225,91706,Olive Middle
6011498,35.324,91706,Tracy Elementary
6011407,36.61,91706,De Anza Elementary
6096135,37.59,91706,Sierra Vista Junior High
6011423,38.977,91706,Foster Elementary
1938166,40.22,91706,Sierra Vista High
6011514,40.28125,91706,Walnut Elementary
1930601,46.02,91706,Baldwin Park High
6110043,53.59642857,91706,Santa Fe Fundamental
6011449,55.607,91706,Kenmore Elementary
120329,59.22,91708,Cal Aero Preserve Academy
3631587,4.55,91709,Boys Republic High
6035554,47.664,91709,Glenmeade Elementary
3631017,52.95,91709,Chino Hills High
110726,59.451,91709,Chaparral Elementary
6108666,61.582,91709,Butterfield Ranch Elementary
6105712,63.8,91709,Robert O. Townsend Junior High
6109813,64.56666667,91709,Canyon Hills Junior High
6106629,64.699,91709,Eagle Canyon Elementary
6106611,65.585,91709,Gerald F. Litel Elementary
3630522,66.075,91709,Ruben S. Ayala High
6107270,67.555,91709,Oak Ridge Elementary
6112833,71.395,91709,Hidden Trails Elementary
100586,74.839,91709,Michael G. Wickman Elementary
6108195,76.954,91709,Rolling Ridge Elementary
6111710,79.222,91709,Country Springs Elementary
3631769,10.58,91710,Buena Vista Continuation High
6061840,25.515,91710,Ramona Junior High
6035570,27.117,91710,Newman Elementary
6035588,28.927,91710,Walnut Avenue Elementary
3632502,28.98,91710,Chino High
6098347,29.211,91710,Dickson Elementary
6059372,30.25666667,91710,Magnolia Junior High
6035513,30.754,91710,E. J. Marshall Elementary
6098362,35.009,91710,Anna A. Borba Fundamental Elementary
3630035,37.155,91710,Don Antonio Lugo High
6098354,38.42,91710,Alicia Cortez Elementary
6107288,38.658,91710,Howard Cattle Elementary
6102974,42.685,91710,Lyle S. Briggs Fundamental
100578,68.513,91710,Edwin Rhodes Elementary
1931807,18.755,91711,San Antonio High (Continuation)
6012199,42.376,91711,Oakmont Elementary
6012207,45.292,91711,Sumner Elementary
6012181,46.29,91711,Mountain View Elementary
6057541,59.17666667,91711,El Roble Intermediate
6012165,60.689,91711,Condit Elementary
1931823,62.5,91711,Claremont High
6012223,63.385,91711,Vista Del Valle Elementary
6012215,64.786,91711,Sycamore Elementary
6012157,69.737,91711,Chaparral Elementary
6107304,57.25875,91719,Promenade Elementary
1931617,5.97,91722,Fairvalley High (Continuation)
6012538,34.15375,91722,Las Palmas Middle
6011217,38.82,91722,Alice M. Ellington Elementary
6012447,39.41875,91722,Ben Lomond Elementary
1936418,45.175,91722,Northview High
1933449,46.625,91722,Gladstone High
6012553,46.6975,91722,Merwin Elementary
6012546,53.56125,91722,Manzanita Elementary
6012611,38.50625,91723,Traweek Middle
1932086,38.655,91723,Covina High
6012595,42.465,91723,Sierra Vista Middle
6012470,47.35875,91723,Cypress Elementary
1938372,50.745,91723,South Hills High
6012439,58.60625,91723,Barranca Elementary
1931666,37.79,91724,Charter Oak High
6012090,43.981,91724,Glen Oak Elementary
6012041,46.164,91724,Badillo Elementary
6012116,47.17166667,91724,Royal Oak Middle
6012066,50.904,91724,Cedargrove Elementary
6035752,29.41,91730,Cucamonga Elementary
6035760,31.49,91730,Los Amigos Elementary
6035489,34.9875,91730,Central Elementary
6097646,35.9975,91730,Rancho Cucamonga Middle
6104525,38.18875,91730,Bear Gulch Elementary
6035497,46.6475,91730,Cucamonga Middle
6110704,50.063,91730,Ruth Musser Middle
6035505,51.37125,91730,Valle Vista Elementary
6099204,55.62,91730,Dona Merced Elementary
6106603,62.395,91730,Coyote Canyon Elementary
6112122,79.0975,91730,Terra Vista Elementary
1964501,6.25,91731,El Monte City District Level Program
1932664,36.82,91731,El Monte High
6013189,37.133,91731,Shirpser Elementary
6013155,37.33857143,91731,Columbia Elementary
6013197,46.23142857,91731,Gidley Elementary
6013205,50.255,91731,Legore Elementary
6013262,53.394,91731,Rio Vista Elementary
1938919,14.29,91732,Fernando R. Ledesma Continuation High
6020754,20.722,91732,Miramonte Elementary
6020788,23.918,91732,Willard F. Payne Elementary
6110571,25.53625,91732,Alfred S. Madrid Middle
6020770,27.021,91732,Parkview Elementary
6020705,29.39,91732,Charles T. Kranz Intermediate
6105407,30.969,91732,Twin Lakes Elementary
6020697,33.29875,91732,Baker Elementary
1932680,35.045,91732,Mountain View High
6020747,36.077,91732,Maxson Elementary
6020739,38.045,91732,Jerry Voorhis Elementary
6020721,40.9,91732,La Primaria Elementary
6020762,44.06357143,91732,Monte Vista Elementary
1930320,46.475,91732,Arroyo High
6013296,48.47,91732,Wright Elementary
6013130,50.916,91732,Cherrylee Elementary
6013171,51.13928571,91732,Durfee Elementary
6013221,31.703,91733,New Lexington Elementary
6013247,32.00928571,91733,Potrero Elementary
6013163,34.277,91733,Cortada Elementary
6020713,36.601,91733,Cogswell Elementary
6013288,43.048,91733,Wilkerson Elementary
6023345,45.366,91733,Dean L. Shively
1995661,50.92,91733,South El Monte High
6023337,59.44,91733,New Temple
6104475,49.978,91737,Hermosa Elementary
6108930,62.09166667,91737,Vineyard Junior High
3631058,63.94,91737,Los Osos High
6114649,72.629,91737,Banyan Elementary
6107569,74.43375,91737,Caryn Elementary
3630373,54.98,91739,Etiwanda High
6035786,58.00375,91739,Summit Intermediate
6035778,61.6575,91739,Etiwanda Intermediate
113688,62.075,91739,Perdew Elementary
6106595,64.79625,91739,Windrows Elementary
102939,71.77,91739,Etiwanda Colony Elementary
6119622,77.005,91739,Grapeland Elementary
6118467,79.10875,91739,John L. Golden Elementary
102947,79.51,91739,Day Creek Intermediate
1930312,8.995,91740,Arrow High (Continuation)
1931765,9.09,91740,Sierra High
1939677,16.28,91740,Whitcomb Continuation High
1995885,52.4625,91740,Oak Knoll Alternative
6013916,53.39375,91740,Stanton Elementary
6012140,57.751,91740,Willow Elementary
6012132,58.608,91740,Washington Elementary
6013924,67.5525,91740,Sutherland Elementary
6061329,52.6175,91741,Sandburg Middle
6013882,61.57875,91741,La Fetra Elementary
6013866,64.915,91741,Cullen Elementary
6057731,65.89875,91741,Goddard Middle
1933597,66.935,91741,Glendora High
6013908,70.41375,91741,Sellers Elementary
1930106,9.89,91744,Santana High (Continuation)
6022388,21.024,91744,Villacorta Elementary
6014393,22.155,91744,Temple Academy
6014351,26.01666667,91744,Sierra Vista Middle
6022412,30.376,91744,Yorbita Elementary
6022347,31.985,91744,Rorimer Elementary
6022321,32.167,91744,Northam Elementary
6014252,33.61428571,91744,Lassalette
6014302,34.141,91744,Nelson Elementary
6068811,34.39357143,91744,Valinda School Of Academics
6022263,34.42714286,91744,"Grandview, College Preparatory Academy"
6022396,34.565,91744,Wing Lane Elementary
6014369,35.251,91744,Sparks Elementary
6014419,35.574,91744,Workman Elementary
1936228,35.69,91744,Nogales High
1939925,35.715,91744,William Workman High
6014377,36.56333333,91744,Sparks Middle
6014153,36.633,91744,Del Valle Elementary
6022289,39.881,91744,Hurley Elementary
1934801,42.665,91744,La Puente High
6014385,45.07,91744,Sunset Elementary
6014112,46.067,91744,Baldwin Academy
6014138,47.64,91744,California Elementary
6014179,48.95142857,91744,Fairgrove Academy
1938935,2.15,91745,Valley Alternative High (Continuation)
6014328,36.9225,91745,Orange Grove Middle
6014237,37.46375,91745,Kwis Elementary
6014286,39.205,91745,Los Robles Academy
6014336,39.34375,91745,Palm Elementary
1935246,41.54,91745,Los Altos High
6014120,47.0275,91745,Bixby Elementary
122465,50.10071429,91745,Cedarlane Academy
6014310,50.54125,91745,Newton Middle
6014260,53.63,91745,Los Altos Elementary
1939834,57.33,91745,Glen A. Wilson High
6014294,67.89357143,91745,Mesa Robles
6014203,70.88625,91745,Grazide Elementary
6066757,75.155,91745,Wedgeworth Elementary
6014278,81.37375,91745,Los Molinos Elementary
1933316,6.33,91746,Puente Hills High
1936491,14.29,91746,Nueva Vista Continuation High
6057491,28.74625,91746,Torch Middle
6011571,33.9925,91746,Sunkist Elementary
6011563,40.74375,91746,J. E. Van Wig Elementary
6057483,45.69214286,91746,Edgewood Academy
1930700,46.93,91746,Bassett Senior High
6011530,49.7,91746,Don Julian Elementary
6022354,29.248,91748,Rowland Elementary
6022297,34.978,91748,Jellick Elementary
6022214,53.94833333,91748,Alvarado Intermediate
6022362,57.358,91748,Shelyn Elementary
1937564,61.38,91748,John A. Rowland High
6022305,62.648,91748,Killian Elementary
6022222,74.214,91748,Blandford Elementary
1931088,65.16,91750,Bonita High
6011837,65.66875,91750,J. Marion Roynon Elementary
6110035,80.2475,91750,Oak Mesa Elementary
127720,20.26833333,91752,Rivercrest Preparatory
6032221,22.138,91752,Troth Street Elementary
3330412,28.96,91752,Jurupa Valley High
6104491,30.843,91752,Sky Country Elementary
119321,47.596,91752,Louis Vandermolen Fundamental Elementary
6020523,52.205,91754,Bella Vista Elementary
6018931,57.678,91754,Robert Hill Lane Elementary
6011126,59.63642857,91754,Ynez Elementary
6011100,67.66785714,91754,Repetto Elementary
6011001,69.46785714,91754,Brightwood Elementary
6011076,71.48,91754,Monterey Highlands Elementary
6020572,34.4675,91755,Macy Intermediate
6013551,49.751,91755,Hillcrest Elementary
6013585,78.479,91755,Monterey Vista Elementary
6036065,62.14666667,91759,Mt. Baldy Joint Elementary
6036206,27.33833333,91761,De Anza Middle
6036149,28.377,91761,Bon View Elementary
6101513,33.026,91761,Levi H. Dickey Elementary
6036057,37.35125,91761,Mountain View Elementary
6111215,40.11166667,91761,Woodcrest Junior High
6105449,42.08375,91761,Creek View Elementary
6102909,43.25,91761,Grace Yokley Middle
6036412,44.055,91761,Sultana Elementary
6110050,45.285,91761,Ranch View Elementary
3631157,48.72,91761,Colony High
100594,54.069,91761,Liberty Elementary
6036438,27.005,91762,Vina Danks Middle
6036354,33.872,91762,Mission Elementary
100115,34.394,91762,Montera Elementary
6036263,35.576,91762,Hawthorne Elementary
6036230,35.613,91762,El Camino Elementary
6036255,35.999,91762,Euclid Elementary
6113476,36.60333333,91762,Oaks Middle
3632205,37.1,91762,Chaffey High
6036198,38.818,91762,Richard Haynes Elementary
6036248,43.172,91762,Elderberry Elementary
100107,44.651,91762,Vista Grande Elementary
3634482,49.23,91762,Ontario High
6036420,32.36333333,91763,Vernon Middle
6036297,33.904,91763,Kingsley Elementary
6036305,35.376,91763,Lehigh Elementary
6036370,42.161,91763,Moreno Elementary
6036388,44.466,91763,Ramona Elementary
6036271,45.38,91763,Howard Elementary
6036156,45.499,91763,Buena Vista Arts-Integrated
6036362,46.027,91763,Monte Vista Elementary
6036404,47.49,91763,Serrano Middle
3633906,48.26,91763,Montclair High
3637659,9.07,91764,Valley View High (Continuation)
136218,11.11,91764,Uplift California North Charter
134247,18.45066667,91764,California Steam San Bernardino
134866,19.765,91764,California Steam Santa Barbara
136754,22.545,91764,California Academy Of Sports Science Fresno
6036131,24.427,91764,Berlyn Elementary
6036347,25.4,91764,Mariposa Elementary
132753,27.814,91764,California Prep Sutter K-7
135111,29.62,91764,Uplift Monterey
132761,31.06833333,91764,California Prep Sutter 8-12
6036214,31.3175,91764,Del Norte Elementary
136747,32.54214286,91764,California Academy Of Sports Science
6036164,32.71857143,91764,Central Language Academy
6036289,32.85625,91764,Ray Wiltsey Middle
6109185,37.08625,91764,Ontario Center
6036123,38.1025,91764,Arroyo Elementary
6036172,38.7775,91764,Corona Elementary
6096283,38.813,91764,Lincoln Elementary
6036446,39.84428571,91764,Vineyard Elementary
136010,41.67,91764,Uplift California South Charter
126243,51.92,91764,Chaffey District Online High
6036222,62.91,91764,Edison Elementary
6066781,44.09333333,91765,Lorbeer Middle
6068787,48.913,91765,Armstrong Elementary
6021828,49.924,91765,Diamond Point Elementary
6021836,52.756,91765,Golden Springs Elementary
6023352,70.6825,91765,Castle Rock Elementary
1932862,71.52,91765,Diamond Bar High
6120653,72.424,91765,Pantera Elementary
6023378,75.2,91765,Evergreen Elementary
6096358,78.08625,91765,Chaparral Middle
6106918,81.665,91765,Quail Summit Elementary
6100309,82.28875,91765,Maple Hill Elementary
111047,24.325,91766,Lopez Elementary
1933324,25.795,91766,Garey High
6021968,27.0425,91766,Washington Elementary
6061634,27.25125,91766,Fremont Academy Of Engineering And Design
6021786,27.975,91766,Alcott Elementary
6101133,30.388,91766,Decker Elementary
6108914,31.38714286,91766,Vejar Elementary
6021935,31.558,91766,Philadelphia Elementary
6058523,32.9975,91766,Simons Middle
6021901,33.085,91766,Madison Elementary
6021976,34.992,91766,Westmont Elementary
6021885,41.99571429,91766,Lexington Elementary
1995901,42.795,91766,Diamond Ranch High
6108922,58.194,91766,Ranch Hills Elementary
1936772,2.22,91767,Park West High (Continuation)
115170,8.97,91767,School Of Extended Educational Options
6021919,16.65555556,91767,Montvue Elementary
6058507,22.8925,91767,Emerson Middle
6021877,23.06,91767,Kingsley Elementary
1937028,24.615,91767,Pomona High
6112437,26.235,91767,San Antonio Elementary
6061642,27.09625,91767,Palomares Academy Of Health Science
1996693,27.637,91767,School Of Arts And Enterprise
6021794,28.288,91767,Allison Elementary
6021851,28.30857143,91767,Harrison Elementary
6021927,28.558,91767,Barfield Elementary
6021950,31.23928571,91767,San Jose Elementary
6021984,32.504,91767,La Verne Science And Technology Charter
1996495,45.31,91767,Village Academy High School At Indian Hill
6021802,23.13,91768,Arroyo Elementary
6021893,26.755,91768,Lincoln Elementary
1933175,27.27,91768,Ganesha High
6021943,29.82,91768,Roosevelt Elementary
6058515,33.6325,91768,Marshall Middle
6021869,36.927,91768,Kellogg Polytechnic Elementary
111054,43.55357143,91768,Cortez Elementary
1995869,80.45,91768,International Polytechnic High
6022172,44.424,91770,Encinita Elementary
6013544,48.124,91770,Willard (Frances E.) Elementary
6013593,48.288,91770,Emerson (Ralph Waldo) Elementary
6013528,49.756,91770,Rice (Eldridge) Elementary
6022206,50.607,91770,Savannah Elementary
6013536,51.259,91770,Sanchez (George I.) Elementary
6013601,54.21,91770,Garvey (Richard) Intermediate
6101497,55.08333333,91770,Temple (Roger W.) Intermediate
6105886,58.542,91770,Bitely (Arlene) Elementary
6022198,58.60333333,91770,Muscatel Middle
1937481,60.71,91770,Rosemead High
6022180,62.14,91770,Mildred B. Janson Elementary
6020630,67.80875,91770,Potrero Heights Elementary
6022164,68.022,91770,Emma W. Shuey Elementary
1937598,14.115,91773,Chaparral High (Continuation)
6011803,43.9025,91773,Fred Ekstrand Elementary
6071385,55.8875,91773,Lone Hill Middle
6011787,57.935,91773,Allen Avenue Elementary
1937739,58.39,91773,San Dimas High
6011845,61.61,91773,La Verne Heights Elementary
6011860,65.1175,91773,Ramona Middle
6011829,65.29875,91773,Grace Miller Elementary
6011811,71.5975,91773,Gladstone Elementary
6011795,81.24,91773,Arma J. Shull Elementary
6022420,55.79875,91775,Coolidge Elementary
6022479,63.06625,91775,Washington Elementary
6022487,66.4525,91775,Wilson Elementary
6022933,71.542,91775,Emperor Elementary
1996081,20,91776,Del Mar High
1996016,22.49,91776,Options For Youth San Gabriel
6022461,37.80375,91776,Roosevelt Elementary
6022438,53.73,91776,Jefferson Middle
6013510,54.17,91776,Dewey Avenue Elementary
6022453,55.59125,91776,Mckinley Elementary
1937697,56.745,91776,San Gabriel High
1995810,62.35,91776,Gabrielino High
1995745,12.5,91780,Dr. Doug Sears Learning Center
6013148,61.335,91780,Cleminson Elementary
6022925,65.6175,91780,Cloverly Elementary
1938679,66.18,91780,Temple City High
6022958,67.385,91780,Longden Elementary
6022966,68.62,91780,Oak Avenue Intermediate
6022941,69.655,91780,La Rosa Elementary
6037311,59.918,91784,Valencia Elementary
6037253,63.03666667,91784,Pioneer Junior High
6109573,68.32,91784,Pepper Tree Elementary
6037295,25.32833333,91785,Upland Junior High
6037220,20.898,91786,Citrus Elementary
6037204,37.896,91786,Baldy View Elementary
6037212,37.97,91786,Cabrillo Elementary
6037238,38.14714286,91786,Foothill Knolls Stem Academy Of Innovation
3630456,39.81,91786,Hillside High
6037287,40.564,91786,Upland Elementary
3637584,45.93,91786,Upland High
6037261,48.97,91786,Sierra Vista Elementary
6037279,49.178,91786,Sycamore Elementary
6037246,63.608,91786,Magnolia Elementary
6022404,55.66642857,91789,Ybarra Academy For The Arts And Technology
6103352,60.64142857,91789,Stanley G. Oswalt Academy
6023360,66.62625,91789,Collegewood Elementary
6023386,69.3125,91789,Suzanne Middle
6095467,74.03875,91789,Cyrus J. Morris Elementary
6023402,75.47,91789,Walnut Elementary
6023394,76.4325,91789,Vejar Elementary
1939149,77,91789,Walnut High
6108344,77.14,91789,South Pointe Middle
6108336,81.76125,91789,Leonard G. Westhoff Elementary
6107296,32.94625,91790,Edgewood Middle
6023428,36.41125,91790,Cameron Elementary
6023410,40.87,91790,California Elementary
116566,42.56,91790,Walnut Grove Intermediate
6023519,42.80625,91790,Orangewood Elementary
6023501,45.141,91790,Monte Vista Elementary
122432,48.76,91790,Edgewood High
6023493,55.138,91790,Merlinda Elementary
6012587,58.15875,91790,Rowland Avenue Elementary
6023527,74.04285714,91790,San Jose Charter Academy
1938513,9.41,91791,Coronado High (Continuation)
6023477,49.13375,91791,Hollencrest Middle
6012645,50.74,91791,Workman Avenue Elementary
1939537,50.98,91791,West Covina High
6023535,53.465,91791,Vine Elementary
6012512,55.475,91791,Grovecenter Elementary
6012561,62.425,91791,Mesa Elementary
6023485,66.0525,91791,Merced Elementary
6022248,21.565,91792,Giano Intermediate
125005,43.66571429,91792,Telesis Academy Of Science & Math
6022271,45.274,91792,Hollingworth Elementary
1930122,5.945,91801,Century High
1995430,22.205,91801,Independence High (Alternative)
6011118,40.73285714,91801,William Northrup Elementary
6011043,41.935,91801,Granada Elementary
1930163,54.245,91801,Alhambra High
6011035,58.33428571,91801,Garfield Elementary
6011084,61.46642857,91801,Park Elementary
6011068,66.96,91801,Martha Baldwin Elementary
1934553,74.165,91801,Mark Keppel High
1975713,5.26,91803,Alhambra Unified District Level Program
6011027,42.67428571,91803,Fremont Elementary
6011019,46.96571429,91803,Emery Park Elementary
6011050,52.54214286,91803,Marguerita Elementary
6011092,58.88642857,91803,Ramona Elementary
6037535,39.6825,91901,Joan Macqueen Middle
6037519,47.3075,91901,Alpine Elementary
127118,57.45714286,91901,The Heights Charter
6109086,61.915,91901,Boulder Oaks Elementary
6109953,62.085,91901,Mountain View Learning Academy
6106256,63.66,91901,Shadow Hills Elementary
6038038,41.687,91902,Valley Vista Elementary
6037832,57.552,91902,Allen (Ella B.) Elementary
6038012,62.51,91902,Sunnyside Elementary
6085054,38.1575,91905,Clover Flat Elementary
126995,22.57375,91906,Camp Lockett Middle
6038681,28.76928571,91906,Campo Elementary
136473,28.19285714,91910,Sweetwater Secondary
123224,28.3175,91910,San Diego Virtual
6062004,30.61333333,91910,Hilltop Middle
6059760,32.59166667,91910,Chula Vista Middle
6038046,38.583,91910,Vista Square Elementary
6037824,44.496,91910,Castle Park Elementary
3732849,45.085,91910,Hilltop Senior High
6059745,47.465,91910,Bonita Vista Middle
6037956,48.46357143,91910,Feaster (Mae L.) Charter
124321,48.47571429,91910,Howard Gardner Community Charter
6037899,49.948,91910,Hilltop Drive Elementary
6037865,55.784,91910,Halecrest Elementary
6037980,55.99625,91910,Mueller Charter (Robert L.)
6114276,59.00333333,91910,Rancho Del Rey Middle
6107775,64.76,91910,Chula Vista Hills Elementary
6115646,71.101,91910,Casillas (Joseph) Elementary
6109771,72.51,91910,Clear View
6111322,73.94714286,91910,Discovery Charter
3731304,1.75,91911,Maac Community Charter
3732047,5.365,91911,Palomar High
3731460,7.69,91911,Alta Vista Academy
3768411,22.74625,91911,Sweetwater Union High District Level Program
3731155,23.57285714,91911,Options Secondary
6037873,31.743,91911,Harborside Elementary
3731064,32.28,91911,Chula Vista Senior High
6037923,34.55,91911,Kellogg (Karl H.) Elementary
6037840,37.458,91911,Rohr (Fred H.) Elementary
6059752,37.98333333,91911,Castle Park Middle
3730801,40.2,91911,Castle Park Senior High
6037915,41.309,91911,Montgomery (John J.) Elementary
6037907,42.063,91911,Lauderbach (J. Calvin) Elementary
6115778,44.205625,91911,Chula Vista Learning Community Charter
119594,44.332,91911,Leonardo Da Vinci Health Sciences Charter
6037931,45.845,91911,Rice (Lilian J.) Elementary
6037998,46.003,91911,Rosebank Elementary
6037857,47.549,91911,Rogers (Greg) Elementary
6095038,47.997,91911,Otay Elementary
126086,48.966,91911,Hawking S.T.E.A.M. Charter
6037949,49.615,91911,Loma Verde Elementary
6038020,49.954,91911,Valle Lindo Elementary
6037972,51.006,91911,Palomar Elementary
6037881,55.057,91911,Cook (Hazel Goes) Elementary
6066971,72.946,91911,Parkview Elementary
115873,36.36,91913,East Hills Academy
3731627,54.755,91913,Otay Ranch Senior High
6095020,59.193,91913,Tiffany (Burton C.) Elementary
3730405,61.745,91913,Bonita Vista Senior High
111831,64.015,91913,Olympian High
6118988,64.172,91913,Mcmillin (Corky) Elementary
101592,67.158,91913,Hedenkamp (Anne And William) Elementary
108662,71.929,91913,Veterans Elementary
6108492,72.852,91913,Eastlake Elementary
114009,74.339,91913,Wolf Canyon Elementary
6118970,76.518,91913,Heritage Elementary
6120968,64.63333333,91914,Eastlake Middle
105957,69.051,91914,Liberty Elementary
6116396,69.213,91914,Marshall (Thurgood) Elementary
105965,77.602,91914,Salt Creek Elementary
123042,35.74,91915,High Tech Middle Chula Vista
123059,44.16375,91915,High Tech Elementary Chula Vista
114678,48.175,91915,High Tech High Chula Vista
6113021,61.836,91915,Olympic View Elementary
3730843,63.975,91915,Eastlake High
135277,69.08,91915,Muraoka (Saburo) Elementary
127431,69.616,91915,Camarena (Enrique S.) Elementary
6116859,79.67071429,91915,Arroyo Vista Charter
6038699,65.93375,91916,Descanso Elementary
6117154,9.375,91932,Sweetwater Community Day
6040463,18.536,91932,Bayside Steam Academy
6040471,18.577,91932,Central Elementary
6040521,33.642,91932,Oneonta Elementary
3733953,34.515,91932,Mar Vista Senior High
6040505,48.69071429,91932,Imperial Beach Charter
6097182,39.38375,91935,Oak Grove Middle
6112205,40.22833333,91935,Jamul Intermediate
6038319,56.48,91935,Jamul Primary
6117303,62.03666667,91935,Greater San Diego Academy
6038673,35.83,91941,Vista La Mesa Academy
136408,36.18,91941,National University Academy Sparrow
6038574,39.722,91941,Rolando Elementary
106799,40.32125,91941,Learning Choice Academy
6038475,44.908,91941,La Mesa Dale Elementary
6069082,45.18875,91941,Avocado Elementary
6038525,47.72,91941,Maryland Avenue Elementary
6038517,53.741,91941,Lemon Avenue Elementary
6070833,71.476,91941,Murdock Elementary
3732732,77.78,91941,Helix High
132951,19.045,91942,La Mesa-Spring Valley Home Independent Study
6038541,52.159,91942,Northmont Elementary
6038533,54.907,91942,Murray Manor Elementary
6038558,55.41666667,91942,Parkway Middle
132290,59.86416667,91942,La Mesa Arts Academy
121582,83.1,91942,College Preparatory Middle - East County
3732625,54.16,91944,Grossmont High
6038665,33.168,91945,San Miguel Elementary
6038624,35.533,91945,Monterey Heights Elementary
6038632,37.125,91945,Mt. Vernon Elementary
6038608,46.15214286,91945,Lemon Grove Academy For The Sciences And Humanitie
6038657,46.426,91945,San Altos Elementary
134890,10.57,91950,San Diego Workforce Innovation High
6059794,31.065,91950,National City Middle
6038798,31.529,91950,Lincoln Acres
6038772,32.174,91950,Kimball
6038749,32.81,91950,El Toyon Elementary
